1660348650262
PING 3.19.94.93 (3.19.94.93) 38(66) bytes of data.
46 bytes from 3.19.94.93: icmp_seq=1 ttl=40 time=90.7 ms
46 bytes from 3.19.94.93: icmp_seq=2 ttl=40 time=90.3 ms
46 bytes from 3.19.94.93: icmp_seq=3 ttl=40 time=88.9 ms
46 bytes from 3.19.94.93: icmp_seq=4 ttl=40 time=88.0 ms
46 bytes from 3.19.94.93: icmp_seq=5 ttl=40 time=87.3 ms
46 bytes from 3.19.94.93: icmp_seq=6 ttl=40 time=86.7 ms
46 bytes from 3.19.94.93: icmp_seq=7 ttl=40 time=88.9 ms
46 bytes from 3.19.94.93: icmp_seq=8 ttl=40 time=85.7 ms
46 bytes from 3.19.94.93: icmp_seq=9 ttl=40 time=85.3 ms
46 bytes from 3.19.94.93: icmp_seq=10 ttl=40 time=85.5 ms
46 bytes from 3.19.94.93: icmp_seq=11 ttl=40 time=83.0 ms
46 bytes from 3.19.94.93: icmp_seq=12 ttl=40 time=82.9 ms
46 bytes from 3.19.94.93: icmp_seq=13 ttl=40 time=83.8 ms
46 bytes from 3.19.94.93: icmp_seq=14 ttl=40 time=82.3 ms
46 bytes from 3.19.94.93: icmp_seq=15 ttl=40 time=82.6 ms
46 bytes from 3.19.94.93: icmp_seq=16 ttl=40 time=80.7 ms
46 bytes from 3.19.94.93: icmp_seq=17 ttl=40 time=80.5 ms
46 bytes from 3.19.94.93: icmp_seq=18 ttl=40 time=80.3 ms
46 bytes from 3.19.94.93: icmp_seq=19 ttl=40 time=79.4 ms
46 bytes from 3.19.94.93: icmp_seq=20 ttl=40 time=78.4 ms
46 bytes from 3.19.94.93: icmp_seq=21 ttl=40 time=77.2 ms
46 bytes from 3.19.94.93: icmp_seq=22 ttl=40 time=76.6 ms
46 bytes from 3.19.94.93: icmp_seq=23 ttl=40 time=76.2 ms
46 bytes from 3.19.94.93: icmp_seq=24 ttl=40 time=75.2 ms
46 bytes from 3.19.94.93: icmp_seq=25 ttl=40 time=74.3 ms
46 bytes from 3.19.94.93: icmp_seq=26 ttl=40 time=73.3 ms
46 bytes from 3.19.94.93: icmp_seq=27 ttl=40 time=72.3 ms
46 bytes from 3.19.94.93: icmp_seq=28 ttl=40 time=71.5 ms
46 bytes from 3.19.94.93: icmp_seq=29 ttl=40 time=71.2 ms
46 bytes from 3.19.94.93: icmp_seq=30 ttl=40 time=70.4 ms
46 bytes from 3.19.94.93: icmp_seq=31 ttl=40 time=69.0 ms
46 bytes from 3.19.94.93: icmp_seq=32 ttl=40 time=68.5 ms
46 bytes from 3.19.94.93: icmp_seq=33 ttl=40 time=68.1 ms
46 bytes from 3.19.94.93: icmp_seq=34 ttl=40 time=67.2 ms
46 bytes from 3.19.94.93: icmp_seq=35 ttl=40 time=66.7 ms
46 bytes from 3.19.94.93: icmp_seq=36 ttl=40 time=72.0 ms
46 bytes from 3.19.94.93: icmp_seq=37 ttl=40 time=105 ms
46 bytes from 3.19.94.93: icmp_seq=38 ttl=40 time=73.1 ms
46 bytes from 3.19.94.93: icmp_seq=39 ttl=40 time=70.1 ms
46 bytes from 3.19.94.93: icmp_seq=40 ttl=40 time=63.6 ms
46 bytes from 3.19.94.93: icmp_seq=41 ttl=40 time=63.0 ms
46 bytes from 3.19.94.93: icmp_seq=42 ttl=40 time=102 ms
46 bytes from 3.19.94.93: icmp_seq=43 ttl=40 time=61.5 ms
46 bytes from 3.19.94.93: icmp_seq=44 ttl=40 time=60.2 ms
46 bytes from 3.19.94.93: icmp_seq=45 ttl=40 time=59.6 ms
46 bytes from 3.19.94.93: icmp_seq=46 ttl=40 time=98.2 ms
46 bytes from 3.19.94.93: icmp_seq=47 ttl=40 time=57.5 ms
46 bytes from 3.19.94.93: icmp_seq=48 ttl=40 time=96.4 ms
46 bytes from 3.19.94.93: icmp_seq=49 ttl=40 time=95.5 ms
46 bytes from 3.19.94.93: icmp_seq=50 ttl=40 time=95.6 ms
46 bytes from 3.19.94.93: icmp_seq=51 ttl=40 time=94.4 ms
46 bytes from 3.19.94.93: icmp_seq=52 ttl=40 time=92.7 ms
46 bytes from 3.19.94.93: icmp_seq=53 ttl=40 time=93.1 ms
46 bytes from 3.19.94.93: icmp_seq=54 ttl=40 time=92.7 ms
46 bytes from 3.19.94.93: icmp_seq=55 ttl=40 time=93.4 ms
46 bytes from 3.19.94.93: icmp_seq=56 ttl=40 time=92.4 ms
46 bytes from 3.19.94.93: icmp_seq=57 ttl=40 time=91.5 ms
46 bytes from 3.19.94.93: icmp_seq=58 ttl=40 time=90.2 ms
46 bytes from 3.19.94.93: icmp_seq=59 ttl=40 time=89.6 ms
46 bytes from 3.19.94.93: icmp_seq=60 ttl=40 time=89.5 ms
46 bytes from 3.19.94.93: icmp_seq=61 ttl=40 time=88.4 ms
46 bytes from 3.19.94.93: icmp_seq=62 ttl=40 time=87.5 ms
46 bytes from 3.19.94.93: icmp_seq=63 ttl=40 time=86.3 ms
46 bytes from 3.19.94.93: icmp_seq=64 ttl=40 time=85.4 ms
46 bytes from 3.19.94.93: icmp_seq=65 ttl=40 time=85.4 ms
46 bytes from 3.19.94.93: icmp_seq=66 ttl=40 time=84.2 ms
46 bytes from 3.19.94.93: icmp_seq=67 ttl=40 time=83.5 ms
46 bytes from 3.19.94.93: icmp_seq=68 ttl=40 time=82.4 ms
46 bytes from 3.19.94.93: icmp_seq=69 ttl=40 time=81.4 ms
46 bytes from 3.19.94.93: icmp_seq=70 ttl=40 time=81.6 ms
