1660578595961
PING 3.19.94.93 (3.19.94.93) 38(66) bytes of data.
46 bytes from 3.19.94.93: icmp_seq=1 ttl=35 time=222 ms
46 bytes from 3.19.94.93: icmp_seq=2 ttl=35 time=98.0 ms
46 bytes from 3.19.94.93: icmp_seq=3 ttl=35 time=96.1 ms
46 bytes from 3.19.94.93: icmp_seq=4 ttl=35 time=104 ms
46 bytes from 3.19.94.93: icmp_seq=5 ttl=35 time=96.0 ms
46 bytes from 3.19.94.93: icmp_seq=6 ttl=35 time=94.4 ms
46 bytes from 3.19.94.93: icmp_seq=7 ttl=35 time=101 ms
46 bytes from 3.19.94.93: icmp_seq=8 ttl=35 time=94.6 ms
46 bytes from 3.19.94.93: icmp_seq=9 ttl=35 time=94.2 ms
46 bytes from 3.19.94.93: icmp_seq=10 ttl=35 time=92.2 ms
46 bytes from 3.19.94.93: icmp_seq=11 ttl=35 time=98.3 ms
46 bytes from 3.19.94.93: icmp_seq=12 ttl=35 time=78.4 ms
46 bytes from 3.19.94.93: icmp_seq=13 ttl=35 time=91.1 ms
46 bytes from 3.19.94.93: icmp_seq=14 ttl=35 time=97.4 ms
46 bytes from 3.19.94.93: icmp_seq=15 ttl=35 time=88.3 ms
46 bytes from 3.19.94.93: icmp_seq=16 ttl=35 time=89.1 ms
46 bytes from 3.19.94.93: icmp_seq=17 ttl=35 time=88.8 ms
46 bytes from 3.19.94.93: icmp_seq=18 ttl=35 time=95.2 ms
46 bytes from 3.19.94.93: icmp_seq=19 ttl=35 time=96.3 ms
46 bytes from 3.19.94.93: icmp_seq=20 ttl=35 time=93.2 ms
46 bytes from 3.19.94.93: icmp_seq=21 ttl=35 time=84.2 ms
46 bytes from 3.19.94.93: icmp_seq=22 ttl=35 time=84.2 ms
46 bytes from 3.19.94.93: icmp_seq=23 ttl=35 time=83.6 ms
46 bytes from 3.19.94.93: icmp_seq=24 ttl=35 time=83.2 ms
46 bytes from 3.19.94.93: icmp_seq=25 ttl=35 time=90.6 ms
46 bytes from 3.19.94.93: icmp_seq=26 ttl=35 time=82.2 ms
46 bytes from 3.19.94.93: icmp_seq=27 ttl=35 time=98.5 ms
46 bytes from 3.19.94.93: icmp_seq=28 ttl=35 time=82.3 ms
