1660496948611
PING 3.19.94.93 (3.19.94.93) 38(66) bytes of data.
46 bytes from 3.19.94.93: icmp_seq=1 ttl=31 time=104 ms
46 bytes from 3.19.94.93: icmp_seq=2 ttl=31 time=73.4 ms
46 bytes from 3.19.94.93: icmp_seq=3 ttl=31 time=83.5 ms
46 bytes from 3.19.94.93: icmp_seq=4 ttl=31 time=81.6 ms
46 bytes from 3.19.94.93: icmp_seq=5 ttl=31 time=80.5 ms
46 bytes from 3.19.94.93: icmp_seq=6 ttl=31 time=82.1 ms
46 bytes from 3.19.94.93: icmp_seq=7 ttl=31 time=80.9 ms
46 bytes from 3.19.94.93: icmp_seq=8 ttl=31 time=70.9 ms
46 bytes from 3.19.94.93: icmp_seq=9 ttl=31 time=79.8 ms
46 bytes from 3.19.94.93: icmp_seq=10 ttl=31 time=79.6 ms
46 bytes from 3.19.94.93: icmp_seq=11 ttl=31 time=76.9 ms
46 bytes from 3.19.94.93: icmp_seq=12 ttl=31 time=76.8 ms
46 bytes from 3.19.94.93: icmp_seq=13 ttl=31 time=77.6 ms
46 bytes from 3.19.94.93: icmp_seq=14 ttl=31 time=84.5 ms
46 bytes from 3.19.94.93: icmp_seq=15 ttl=31 time=76.0 ms
46 bytes from 3.19.94.93: icmp_seq=16 ttl=31 time=75.6 ms
46 bytes from 3.19.94.93: icmp_seq=17 ttl=31 time=86.9 ms
46 bytes from 3.19.94.93: icmp_seq=18 ttl=31 time=82.5 ms
46 bytes from 3.19.94.93: icmp_seq=19 ttl=31 time=81.4 ms
46 bytes from 3.19.94.93: icmp_seq=20 ttl=31 time=81.6 ms
46 bytes from 3.19.94.93: icmp_seq=21 ttl=31 time=85.1 ms
46 bytes from 3.19.94.93: icmp_seq=22 ttl=31 time=81.0 ms
46 bytes from 3.19.94.93: icmp_seq=23 ttl=31 time=94.4 ms
46 bytes from 3.19.94.93: icmp_seq=24 ttl=31 time=78.7 ms
46 bytes from 3.19.94.93: icmp_seq=25 ttl=31 time=78.4 ms
46 bytes from 3.19.94.93: icmp_seq=26 ttl=31 time=80.7 ms
46 bytes from 3.19.94.93: icmp_seq=27 ttl=31 time=77.7 ms
46 bytes from 3.19.94.93: icmp_seq=28 ttl=31 time=77.6 ms
46 bytes from 3.19.94.93: icmp_seq=29 ttl=31 time=75.7 ms
46 bytes from 3.19.94.93: icmp_seq=30 ttl=31 time=75.3 ms
46 bytes from 3.19.94.93: icmp_seq=31 ttl=31 time=88.6 ms
46 bytes from 3.19.94.93: icmp_seq=32 ttl=31 time=86.1 ms
46 bytes from 3.19.94.93: icmp_seq=33 ttl=31 time=84.7 ms
46 bytes from 3.19.94.93: icmp_seq=34 ttl=31 time=81.7 ms
46 bytes from 3.19.94.93: icmp_seq=35 ttl=31 time=89.0 ms
46 bytes from 3.19.94.93: icmp_seq=36 ttl=31 time=82.7 ms
46 bytes from 3.19.94.93: icmp_seq=37 ttl=31 time=80.6 ms
46 bytes from 3.19.94.93: icmp_seq=38 ttl=31 time=103 ms
46 bytes from 3.19.94.93: icmp_seq=39 ttl=31 time=86.4 ms
46 bytes from 3.19.94.93: icmp_seq=40 ttl=31 time=82.5 ms
46 bytes from 3.19.94.93: icmp_seq=41 ttl=31 time=78.6 ms
46 bytes from 3.19.94.93: icmp_seq=42 ttl=31 time=78.5 ms
46 bytes from 3.19.94.93: icmp_seq=43 ttl=31 time=76.5 ms
46 bytes from 3.19.94.93: icmp_seq=44 ttl=31 time=76.6 ms
46 bytes from 3.19.94.93: icmp_seq=45 ttl=31 time=76.6 ms
46 bytes from 3.19.94.93: icmp_seq=46 ttl=31 time=84.4 ms
46 bytes from 3.19.94.93: icmp_seq=47 ttl=31 time=82.6 ms
46 bytes from 3.19.94.93: icmp_seq=48 ttl=31 time=82.6 ms
46 bytes from 3.19.94.93: icmp_seq=49 ttl=31 time=79.8 ms
46 bytes from 3.19.94.93: icmp_seq=50 ttl=31 time=80.5 ms
46 bytes from 3.19.94.93: icmp_seq=51 ttl=31 time=79.4 ms
46 bytes from 3.19.94.93: icmp_seq=52 ttl=31 time=79.8 ms
46 bytes from 3.19.94.93: icmp_seq=53 ttl=31 time=77.3 ms
46 bytes from 3.19.94.93: icmp_seq=54 ttl=31 time=76.4 ms
46 bytes from 3.19.94.93: icmp_seq=55 ttl=31 time=75.7 ms
46 bytes from 3.19.94.93: icmp_seq=56 ttl=31 time=75.5 ms
46 bytes from 3.19.94.93: icmp_seq=57 ttl=31 time=74.5 ms
46 bytes from 3.19.94.93: icmp_seq=58 ttl=31 time=83.8 ms
46 bytes from 3.19.94.93: icmp_seq=59 ttl=31 time=90.6 ms
46 bytes from 3.19.94.93: icmp_seq=60 ttl=31 time=82.5 ms
46 bytes from 3.19.94.93: icmp_seq=61 ttl=31 time=82.7 ms
46 bytes from 3.19.94.93: icmp_seq=62 ttl=31 time=80.6 ms
46 bytes from 3.19.94.93: icmp_seq=63 ttl=31 time=80.6 ms
46 bytes from 3.19.94.93: icmp_seq=64 ttl=31 time=81.8 ms
46 bytes from 3.19.94.93: icmp_seq=65 ttl=31 time=80.6 ms
46 bytes from 3.19.94.93: icmp_seq=66 ttl=31 time=80.4 ms
46 bytes from 3.19.94.93: icmp_seq=67 ttl=31 time=79.6 ms
46 bytes from 3.19.94.93: icmp_seq=68 ttl=31 time=82.2 ms
46 bytes from 3.19.94.93: icmp_seq=69 ttl=31 time=78.0 ms
46 bytes from 3.19.94.93: icmp_seq=70 ttl=31 time=79.1 ms
46 bytes from 3.19.94.93: icmp_seq=71 ttl=31 time=75.9 ms
46 bytes from 3.19.94.93: icmp_seq=72 ttl=31 time=75.8 ms
46 bytes from 3.19.94.93: icmp_seq=73 ttl=31 time=75.0 ms
46 bytes from 3.19.94.93: icmp_seq=74 ttl=31 time=74.8 ms
46 bytes from 3.19.94.93: icmp_seq=75 ttl=31 time=85.1 ms
46 bytes from 3.19.94.93: icmp_seq=76 ttl=31 time=84.4 ms
46 bytes from 3.19.94.93: icmp_seq=77 ttl=31 time=82.5 ms
46 bytes from 3.19.94.93: icmp_seq=78 ttl=31 time=82.6 ms
46 bytes from 3.19.94.93: icmp_seq=79 ttl=31 time=82.5 ms
46 bytes from 3.19.94.93: icmp_seq=80 ttl=31 time=83.4 ms
46 bytes from 3.19.94.93: icmp_seq=81 ttl=31 time=79.7 ms
46 bytes from 3.19.94.93: icmp_seq=82 ttl=31 time=87.6 ms
46 bytes from 3.19.94.93: icmp_seq=83 ttl=31 time=77.7 ms
46 bytes from 3.19.94.93: icmp_seq=84 ttl=31 time=77.0 ms
46 bytes from 3.19.94.93: icmp_seq=85 ttl=31 time=77.0 ms
46 bytes from 3.19.94.93: icmp_seq=86 ttl=31 time=76.4 ms
46 bytes from 3.19.94.93: icmp_seq=87 ttl=31 time=75.5 ms
46 bytes from 3.19.94.93: icmp_seq=88 ttl=31 time=85.8 ms
46 bytes from 3.19.94.93: icmp_seq=89 ttl=31 time=83.2 ms
46 bytes from 3.19.94.93: icmp_seq=90 ttl=31 time=82.8 ms
46 bytes from 3.19.94.93: icmp_seq=91 ttl=31 time=81.9 ms
46 bytes from 3.19.94.93: icmp_seq=92 ttl=31 time=83.6 ms
46 bytes from 3.19.94.93: icmp_seq=93 ttl=31 time=83.2 ms
46 bytes from 3.19.94.93: icmp_seq=94 ttl=31 time=82.1 ms
46 bytes from 3.19.94.93: icmp_seq=95 ttl=31 time=82.3 ms
46 bytes from 3.19.94.93: icmp_seq=96 ttl=31 time=96.3 ms
46 bytes from 3.19.94.93: icmp_seq=97 ttl=31 time=79.5 ms
46 bytes from 3.19.94.93: icmp_seq=98 ttl=31 time=84.3 ms
46 bytes from 3.19.94.93: icmp_seq=99 ttl=31 time=83.3 ms
46 bytes from 3.19.94.93: icmp_seq=100 ttl=31 time=89.7 ms

--- 3.19.94.93 ping statistics ---
100 packets transmitted, 100 received, 0% packet loss, time 19868ms
rtt min/avg/max/mdev = 70.919/81.413/104.749/5.401 ms
