,5G KPI PCell Layer1 DL BLER [%],5G KPI PCell Layer1 DL MCS (Avg),5G KPI PCell Layer2 MAC DL Throughput [Mbps],5G KPI PCell RF BandWidth,5G KPI PCell RF Frequency [MHz],5G KPI PCell RF Serving PCI,5G KPI PCell RF Serving SS-RSRP [dBm],5G KPI SCell[1] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[2] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[3] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[4] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[5] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[6] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[7] Layer2 MAC DL Throughput [Mbps],Event 5G-NR/LTE Events,LTE KPI PCell DL MCS0,LTE KPI PCell MAC DL Throughput[Mbps],LTE KPI PCell Serving BandWidth(DL),LTE KPI PCell Serving EARFCN(DL),LTE KPI PCell Serving PCI,LTE KPI PCell Serving RSRP[dBm],LTE KPI PDSCH BLER[%],LTE KPI SCell[1] MAC DL Throughput[Mbps],LTE KPI SCell[2] MAC DL Throughput[Mbps],LTE KPI SCell[3] MAC DL Throughput[Mbps],LTE KPI SCell[4] MAC DL Throughput[Mbps],Lat,Lon,Smart Phone Smart Throughput Mobile Network DL Throughput [Mbps],TIME_STAMP
0,,,,,,,,,,,,,,,,,0.311,,,,,,,,,,39.815441,-104.983238,,1660195925.0
1,,,,,,,,,,,,,,,,,,,,,,,,,,,39.815441,-104.983238,,1660195925.5
2,,,,,,,,,,,,,,,,,,,,,,,,,,,39.815441,-104.983238,,1660195925.546365
3,,,,,,,,,,,,,,,,,,20.0,700.0,23.0,-65.42,,,,,,39.815441,-104.983238,0.061,1660195925.6
4,,,,,,,,,,,,,,,,,,20.0,700.0,23.0,-65.38,,,,,,39.815441,-104.983238,,1660195925.7
5,,,,,,,,,,,,,,,,,,20.0,700.0,23.0,-65.5,,,,,,39.815441,-104.983238,,1660195925.8
6,,,,,,,,,,,,,,,,11.88,,20.0,700.0,23.0,-66.42,0.0,,,,,39.815441,-104.983238,,1660195925.9
7,,,,,,,,,,,,,,,,,0.0,20.0,700.0,23.0,-67.63,,,,,,39.815441,-104.983238,,1660195926.0
8,,,,,,,,,,,,,,,,,,20.0,700.0,23.0,-67.75,,,,,,39.815441,-104.983238,0.0,1660195926.1
9,,,,,,,,,,,,,,,,,,20.0,700.0,23.0,-66.13,,,,,,39.815441,-104.983238,,1660195926.2
10,,,,,,,,,,,,,,,,,,20.0,700.0,23.0,-64.67,,,,,,39.815411,-104.983238,,1660195926.3
11,,,,,,,,,,,,,,,,,,20.0,700.0,23.0,-64.19,,,,,,39.815384,-104.983238,,1660195926.4
12,,,,,,,,,,,,,,,,,,20.0,700.0,23.0,-64.22,,,,,,39.815353,-104.983246,,1660195926.5
13,,,,,,,,,,,,,,,,,,20.0,700.0,23.0,-66.25,,,,,,39.815327,-104.983246,0.0,1660195926.6
14,,,,,,,,,,,,,,,,1.0,,20.0,700.0,23.0,-67.42,0.0,,,,,39.815296,-104.983246,,1660195926.7
15,,,,,,,,,,,,,,,,,,20.0,700.0,23.0,-66.91,,,,,,39.815266,-104.983246,,1660195926.8
16,,,,,,,,,,,,,,,,,,20.0,700.0,23.0,-66.94,,,,,,39.815239,-104.983246,,1660195926.9
17,,,,,,,,,,,,,,,,,0.0,20.0,700.0,23.0,-65.94,,,,,,39.815208,-104.983253,,1660195927.0
18,,,,,,,,,,,,,,,,,,20.0,700.0,23.0,-66.04,,,,,,39.815182,-104.983253,0.0,1660195927.1
19,,,,,,,,,,,,,,,,,,20.0,700.0,23.0,-67.13,,,,,,39.815151,-104.983253,,1660195927.2
20,,,,,,,,,,,,,,,,,,20.0,700.0,23.0,-66.48,,,,,,39.815121,-104.983253,,1660195927.3
21,,,,,,,,,,,,,,,,,,20.0,700.0,23.0,-67.13,,,,,,39.815094,-104.983253,,1660195927.4
22,,,,,,,,,,,,,,,,,,20.0,700.0,23.0,-66.78,,,,,,39.815063,-104.983253,,1660195927.5
23,,,,,,,,,,,,,,,,,,20.0,700.0,23.0,-66.88,,,,,,39.815037,-104.983253,0.0,1660195927.6
24,,,,,,,,,,,,,,,,,,20.0,700.0,23.0,-66.73,,,,,,39.815006,-104.983253,,1660195927.7
25,,,,,,,,,,,,,,,,,,20.0,700.0,23.0,-67.56,,,,,,39.814976,-104.983253,,1660195927.8
26,,,,,,,,,,,,,,,,1.0,,20.0,700.0,23.0,-67.47,0.0,,,,,39.814949,-104.983253,,1660195927.9
27,,,,,,,,,,,,,,,,,0.0,20.0,700.0,23.0,-66.88,,,,,,39.814919,-104.983253,,1660195928.0
28,,,,,,,,,,,,,,,,,,20.0,700.0,23.0,-66.56,,,,,,39.814892,-104.983253,0.0,1660195928.1
29,,,,,,,,,,,,,,,,,,20.0,700.0,23.0,-68.13,,,,,,39.814861,-104.983253,,1660195928.2
30,,,,,,,,,,,,,,,,,,20.0,700.0,23.0,-66.65,,,,,,39.814831,-104.983253,,1660195928.3
31,,,,,,,,,,,,,,,,,,20.0,700.0,23.0,-69.25,,,,,,39.8148,-104.983253,,1660195928.4
32,,,,,,,,,,,,,,,,,,20.0,700.0,23.0,-67.03,,,,,,39.814739,-104.983253,0.0,1660195928.6
33,,,,,,,,,,,,,,,,,,20.0,700.0,23.0,-69.63,,,,,,39.814713,-104.983253,,1660195928.7
34,,,,,,,,,,,,,,,,,,20.0,700.0,23.0,-73.0,,,,,,39.814682,-104.983253,,1660195928.8
35,,,,,,,,,,,,,,,,,,20.0,700.0,23.0,-76.04,,,,,,39.81459,-104.983253,0.0,1660195929.1
36,,,,,,,,,,,,,,,,,,20.0,700.0,23.0,-75.84,,,,,,39.81456,-104.983253,,1660195929.2
37,,,,,,,,,,,,,,,,,,20.0,700.0,23.0,-73.77,,,,,,39.814529,-104.983253,,1660195929.3
38,,,,,,,,,,,,,,,,,,20.0,700.0,23.0,-74.91,,,,,,39.814503,-104.983253,,1660195929.4
