,5G KPI PCell Layer1 UL BLER [%],5G KPI PCell Layer1 UL MCS (Avg),5G KPI PCell Layer2 MAC UL Throughput [Mbps],5G KPI PCell RF Frequency [MHz],5G KPI PCell RF Serving PCI,5G KPI PCell RF Serving SS-RSRP [dBm],5G KPI SCell[1] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[2] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[3] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[4] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[5] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[6] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[7] Layer2 MAC UL Throughput [Mbps],Event 5G-NR/LTE Events,LTE KPI PCell MAC UL Throughput[Mbps],LTE KPI PCell Serving EARFCN(DL),LTE KPI PCell Serving PCI,LTE KPI PCell Serving RSRP[dBm],LTE KPI PCell UL MCS,LTE KPI PUSCH BLER[%],LTE KPI SCell[1] MAC UL Throughput[Mbps],LTE KPI SCell[2] MAC UL Throughput[Mbps],LTE KPI SCell[3] MAC UL Throughput[Mbps],LTE KPI SCell[4] MAC UL Throughput[Mbps],Lat,Lon,Smart Phone Smart Throughput Mobile Network Tx Byte,Smart Phone Smart Throughput Mobile Network UL Throughput [Mbps],TIME_STAMP
0,,,,,,,,,,,,,,,0.0,,,,,,,,,,40.95768,-111.425003,,,1660167851.0
1,,,,,,,,,,,,,,,,,,,,,,,,,40.95768,-111.425003,,,1660167851.538028
2,,,,,,,,,,,,,,,,1100.0,169.0,-90.0,,,,,,,40.95768,-111.425003,,,1660167851.6
3,,,,,,,,,,,,,,,,,,,,0.0,,,,,40.95768,-111.425003,,,1660167851.8
4,,,,,,,,,,,,,,,,,,,,,,,,,40.95768,-111.425003,300.0,0.005,1660167851.9
5,,,,,,,,,,,,,,,,1100.0,169.0,-92.13,,,,,,,40.95768,-111.425003,,,1660167852.0
6,,,,,,,,,,,,,,,,,,,,,,,,,40.95768,-111.425003,,,1660167852.3
7,,,,,,,,,,,,,,,,1100.0,169.0,-87.66,,,,,,,40.957706,-111.425026,0.0,0.0,1660167852.4
8,,,,,,,,,,,,,,,,1100.0,169.0,-89.09,,,,,,,40.957756,-111.425064,,,1660167852.6
9,,,,,,,,,,,,,,,,,,,,,,,,,40.957809,-111.425095,,,1660167852.8
10,,,,,,,,,,,,,,,,,,,,,,,,,40.957836,-111.425117,0.0,0.0,1660167852.9
11,,,,,,,,,,,,,,,0.005,1100.0,169.0,-87.59,,14.29,,,,,40.957863,-111.425133,,,1660167853.0
12,,,,,,,,,,,,,,,,1100.0,169.0,-87.64,,,,,,,40.957939,-111.425194,,,1660167853.3
