,5G KPI PCell Layer1 UL BLER [%],5G KPI PCell Layer1 UL MCS (Avg),5G KPI PCell Layer2 MAC UL Throughput [Mbps],5G KPI PCell RF Frequency [MHz],5G KPI PCell RF Serving PCI,5G KPI PCell RF Serving SS-RSRP [dBm],5G KPI SCell[1] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[2] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[3] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[4] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[5] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[6] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[7] Layer2 MAC UL Throughput [Mbps],Event 5G-NR/LTE Events,LTE KPI PCell MAC UL Throughput[Mbps],LTE KPI PCell Serving EARFCN(DL),LTE KPI PCell Serving PCI,LTE KPI PCell Serving RSRP[dBm],LTE KPI PCell UL MCS,LTE KPI PUSCH BLER[%],LTE KPI SCell[1] MAC UL Throughput[Mbps],LTE KPI SCell[2] MAC UL Throughput[Mbps],LTE KPI SCell[3] MAC UL Throughput[Mbps],LTE KPI SCell[4] MAC UL Throughput[Mbps],Lat,Lon,Smart Phone Smart Throughput Mobile Network Tx Byte,Smart Phone Smart Throughput Mobile Network UL Throughput [Mbps],TIME_STAMP
0,,,,,,,,,,,,,,,,,,,,,,,,,41.632858,-90.90181,,,1660348469.0
1,,,,,,,,,,,,,,,,,,,,,,,,,41.632858,-90.90181,,,1660348469.3
2,,,,,,,,,,,,,,,,,,,,,,,,,41.632858,-90.90181,,,1660348469.359007
3,,,,,,,,,,,,,,,,66486.0,141.0,-96.06,,,,,,,41.632858,-90.90181,,,1660348469.4
4,,,,,,,,,,,,,,,,66486.0,141.0,-96.66,,,,,,,41.632858,-90.90181,,,1660348469.5
5,,,,,,,,,,,,,,,,,,,,,,,,,41.632858,-90.90181,0.0,0.0,1660348469.6
6,,,,,,,,,,,,,,,,,,,,,,,,,41.632858,-90.90181,,,1660348469.7
7,,,,,,,,,,,,,,,,,,,,,,,,,41.632858,-90.901764,,,1660348469.8
8,,,,,,,,,,,,,,,,66486.0,141.0,-95.75,,,,,,,41.632858,-90.901726,,,1660348469.9
9,,,,,,,,,,,,,,,0.0,,,,,,,,,,41.632858,-90.90168,,,1660348470.0
10,,,,,,,,,,,,,,,,66486.0,141.0,-96.19,0.0,0.0,,,,,41.632858,-90.901642,0.0,0.0,1660348470.1
11,,,,,,,,,,,,,,,,66486.0,141.0,-95.31,,,,,,,41.632858,-90.901466,,,1660348470.5
12,,,,,,,,,,,,,,,,,,,,,,,,,41.632858,-90.901428,0.0,0.0,1660348470.6
13,,,,,,,,,,,,,,,,,,,,,,,,,41.632858,-90.901382,,,1660348470.7
14,,,,,,,,,,,,,,,,,,,,,,,,,41.632858,-90.901337,,,1660348470.8
15,,,,,,,,,,,,,,,,66486.0,141.0,-96.06,,,,,,,41.632858,-90.901291,,,1660348470.9
16,,,,,,,,,,,,,,,0.111,,,,,,,,,,41.632854,-90.901253,,,1660348471.0
17,,,,,,,,,,,,,,,,66486.0,141.0,-95.52,,,,,,,41.632854,-90.901207,0.0,0.0,1660348471.1
18,,,,,,,,,,,,,,,,,,,,,,,,,41.632854,-90.901161,,,1660348471.2
19,,,,,,,,,,,,,,,,66486.0,141.0,-96.72,,0.0,,,,,41.632854,-90.901115,,,1660348471.3
20,,,,,,,,,,,,,,,,66486.0,141.0,-96.88,,0.0,,,,,41.632854,-90.90107,,,1660348471.4
21,,,,,,,,,,,,,,,,66486.0,141.0,-96.31,,,,,,,41.632851,-90.901031,,,1660348471.5
22,,,,,,,,,,,,,,,,66486.0,141.0,-95.56,,,,,,,41.632851,-90.900986,183.0,0.003,1660348471.6
23,,,,,,,,,,,,,,,,66486.0,141.0,-94.27,,20.0,,,,,41.632851,-90.90094,,,1660348471.7
24,,,,,,,,,,,,,,,,66486.0,141.0,-93.71,20.14,33.33,,,,,41.632851,-90.900894,,,1660348471.8
25,,,,,,,,,,,,,,,,66486.0,141.0,-93.75,14.25,21.74,,,,,41.632851,-90.900856,,,1660348471.9
26,,,,,,,,,,,,,,,8.34,66486.0,141.0,-94.8,13.16,0.0,,,,,41.632851,-90.90081,,,1660348472.0
27,,,,,,,,,,,,,,,,66486.0,141.0,-95.93,14.0,6.67,,,,,41.632851,-90.900772,136080.0,2.177,1660348472.1
28,,,,,,,,,,,,,,,,66486.0,141.0,-95.44,12.36,9.0,,,,,41.632851,-90.900726,,,1660348472.2
29,,,,,,,,,,,,,,,,66486.0,141.0,-95.14,10.11,6.25,,,,,41.632851,-90.900681,,,1660348472.3
30,,,,,,,,,,,,,,,,66486.0,141.0,-95.41,10.26,17.0,,,,,41.632851,-90.900642,,,1660348472.4
31,,,,,,,,,,,,,,,,66486.0,141.0,-95.67,9.27,5.05,,,,,41.632851,-90.900597,,,1660348472.5
32,,,,,,,,,,,,,,,,66486.0,141.0,-95.82,11.39,9.38,,,,,41.632851,-90.900558,953420.0,15.224,1660348472.6
33,,,,,,,,,,,,,,,,66486.0,141.0,-96.34,11.02,10.71,,,,,41.632851,-90.900513,,,1660348472.7
34,,,,,,,,,,,,,,,,66486.0,141.0,-96.77,11.1,7.79,,,,,41.632851,-90.900467,,,1660348472.8
35,,,,,,,,,,,,,,,,66486.0,141.0,-97.12,10.91,8.08,,,,,41.632851,-90.900429,,,1660348472.9
36,,,,,,,,,,,,,,,8.959,66486.0,141.0,-97.96,12.74,12.37,,,,,41.632851,-90.900383,,,1660348473.0
37,,,,,,,,,,,,,,,,66486.0,141.0,-97.32,12.19,14.0,,,,,41.632851,-90.900337,705260.0,11.284,1660348473.1
38,,,,,,,,,,,,,,,,66486.0,141.0,-96.69,11.59,6.0,,,,,41.632851,-90.900299,,,1660348473.2
39,,,,,,,,,,,,,,,,66486.0,141.0,-97.18,10.33,13.0,,,,,41.632851,-90.900253,,,1660348473.3
40,,,,,,,,,,,,,,,,66486.0,141.0,-97.52,11.55,7.0,,,,,41.632851,-90.900208,,,1660348473.4
41,,,,,,,,,,,,,,,,66486.0,141.0,-97.73,8.37,9.18,,,,,41.632851,-90.900162,,,1660348473.5
42,,,,,,,,,,,,,,,,66486.0,141.0,-97.88,10.78,11.0,,,,,41.632851,-90.900124,340070.0,5.441,1660348473.6
43,,,,,,,,,,,,,,,,66486.0,141.0,-97.74,9.06,9.0,,,,,41.632851,-90.900078,,,1660348473.7
44,,,,,,,,,,,,,,,,66486.0,141.0,-98.0,9.0,10.0,,,,,41.632851,-90.900032,,,1660348473.8
45,,,,,,,,,,,,,,,,66486.0,141.0,-98.58,11.08,7.0,,,,,41.632851,-90.899994,,,1660348473.9
46,,,,,,,,,,,,,,,6.551,66486.0,141.0,-98.88,11.09,4.4,,,,,41.632851,-90.899948,,,1660348474.0
47,,,,,,,,,,,,,,,,66486.0,141.0,-97.89,10.86,14.14,,,,,41.632851,-90.89991,676904.0,10.852,1660348474.1
48,,,,,,,,,,,,,,,,66486.0,141.0,-97.69,11.69,4.17,,,,,41.632851,-90.899864,,,1660348474.2
49,,,,,,,,,,,,,,,,66486.0,141.0,-98.86,12.87,12.09,,,,,41.632851,-90.899818,,,1660348474.3
50,,,,,,,,,,,,,,,,66486.0,141.0,-99.2,12.5,17.17,,,,,41.632851,-90.89978,,,1660348474.4
51,,,,,,,,,,,,,,,,66486.0,141.0,-99.29,7.23,5.21,,,,,41.632851,-90.899734,,,1660348474.5
52,,,,,,,,,,,,,,,,66486.0,141.0,-99.34,13.19,15.0,,,,,41.632851,-90.899696,503474.0,8.04,1660348474.6
53,,,,,,,,,,,,,,,,66486.0,141.0,-98.94,10.3,17.0,,,,,41.632851,-90.899651,,,1660348474.7
54,,,,,,,,,,,,,,,,66486.0,141.0,-99.15,6.6,6.0,,,,,41.632851,-90.899605,,,1660348474.8
55,,,,,,,,,,,,,,,,66486.0,141.0,-98.7,4.71,9.18,,,,,41.632851,-90.899567,,,1660348474.9
56,,,,,,,,,,,,,,,4.978,66486.0,141.0,-99.24,8.12,6.0,,,,,41.632851,-90.899521,,,1660348475.0
57,,,,,,,,,,,,,,,,66486.0,141.0,-99.77,7.51,14.14,,,,,41.632851,-90.899483,83346.0,1.336,1660348475.1
58,,,,,,,,,,,,,,,,66486.0,141.0,-98.94,9.45,14.29,,,,,41.632851,-90.899437,,,1660348475.2
59,,,,,,,,,,,,,,,,66486.0,141.0,-98.27,1.37,9.47,,,,,41.632851,-90.899391,,,1660348475.3
60,,,,,,,,,,,,,,,,66486.0,141.0,-98.66,5.14,10.0,,,,,41.632851,-90.899353,,,1660348475.4
61,,,,,,,,,,,,,,,,66486.0,141.0,-98.5,5.5,18.18,,,,,41.632851,-90.899307,,,1660348475.5
62,,,,,,,,,,,,,,,,66486.0,141.0,-98.28,4.39,14.0,,,,,41.632851,-90.899269,418926.0,6.703,1660348475.6
63,,,,,,,,,,,,,,,,66486.0,141.0,-98.05,5.58,3.03,,,,,41.632851,-90.899223,,,1660348475.7
64,,,,,,,,,,,,,,,,66486.0,141.0,-97.61,7.21,16.16,,,,,41.632851,-90.899178,,,1660348475.8
65,,,,,,,,,,,,,,,,66486.0,141.0,-97.72,6.86,5.0,,,,,41.632851,-90.899139,,,1660348475.9
66,,,,,,,,,,,,,,,5.777,66486.0,141.0,-98.08,9.47,18.18,,,,,41.632851,-90.899094,,,1660348476.0
67,,,,,,,,,,,,,,,,66486.0,141.0,-97.05,6.96,8.0,,,,,41.632851,-90.899055,390726.0,6.252,1660348476.1
68,,,,,,,,,,,,,,,,66486.0,141.0,-98.4,5.01,10.1,,,,,41.632851,-90.899017,,,1660348476.2
69,,,,,,,,,,,,,,,,66486.0,141.0,-98.41,8.52,3.0,,,,,41.632851,-90.898972,,,1660348476.3
70,,,,,,,,,,,,,,,,66486.0,141.0,-99.89,10.57,15.0,,,,,41.632851,-90.898933,,,1660348476.4
71,,,,,,,,,,,,,,,,66486.0,141.0,-100.25,8.42,16.67,,,,,41.632851,-90.898888,,,1660348476.5
72,,,,,,,,,,,,,,,,66486.0,141.0,-100.35,4.97,13.89,,,,,41.632851,-90.898849,238394.0,3.814,1660348476.6
73,,,,,,,,,,,,,,,,66486.0,141.0,-98.79,7.4,9.0,,,,,41.632851,-90.898758,,,1660348476.8
74,,,,,,,,,,,,,,,,66486.0,141.0,-98.8,7.19,9.0,,,,,41.632851,-90.89872,,,1660348476.9
75,,,,,,,,,,,,,,,7.042,66486.0,141.0,-98.63,8.8,21.0,,,,,41.632851,-90.898674,,,1660348477.0
76,,,,,,,,,,,,,,,,66486.0,141.0,-97.47,5.35,4.0,,,,,41.632851,-90.898628,488016.0,7.808,1660348477.1
77,,,,,,,,,,,,,,,,66486.0,141.0,-100.63,5.5,14.0,,,,,41.632851,-90.898499,,,1660348477.4
78,,,,,,,,,,,,,,,,66486.0,141.0,-101.1,4.85,2.5,,,,,41.632851,-90.898453,,,1660348477.5
79,,,,,,,,,,,,,,,,66486.0,141.0,-99.44,9.35,11.22,,,,,41.632851,-90.898415,339914.0,5.439,1660348477.6
80,,,,,,,,,,,,,,,,66486.0,141.0,-99.56,8.09,7.0,,,,,41.632851,-90.898369,,,1660348477.7
81,,,,,,,,,,,,,,,,66486.0,141.0,-99.85,10.05,7.07,,,,,41.632851,-90.898323,,,1660348477.8
82,,,,,,,,,,,,,,,,66486.0,141.0,-100.74,9.19,10.31,,,,,41.632851,-90.898277,,,1660348477.9
83,,,,,,,,,,,,,,,6.895,66486.0,141.0,-101.91,11.82,15.0,,,,,41.632854,-90.898239,,,1660348478.0
84,,,,,,,,,,,,,,,,66486.0,141.0,-101.74,9.02,9.24,,,,,41.632854,-90.898193,559978.0,8.96,1660348478.1
85,,,,,,,,,,,,,,,,66486.0,141.0,-101.38,7.24,12.0,,,,,41.632854,-90.898148,,,1660348478.2
86,,,,,,,,,,,,,,,,66486.0,141.0,-100.47,8.04,10.0,,,,,41.632854,-90.898102,,,1660348478.3
87,,,,,,,,,,,,,,,,66486.0,141.0,-100.31,7.91,18.0,,,,,41.632854,-90.898056,,,1660348478.4
88,,,,,,,,,,,,,,,,66486.0,141.0,-100.76,4.04,10.0,,,,,41.632858,-90.898018,,,1660348478.5
89,,,,,,,,,,,,,,,,66486.0,141.0,-100.98,5.74,2.0,,,,,41.632858,-90.897972,239648.0,3.827,1660348478.6
90,,,,,,,,,,,,,,,,66486.0,141.0,-100.01,9.46,6.0,,,,,41.632858,-90.897926,,,1660348478.7
91,,,,,,,,,,,,,,,,66486.0,141.0,-100.18,9.65,10.1,,,,,41.632858,-90.897881,,,1660348478.8
92,,,,,,,,,,,,,,,,66486.0,141.0,-100.12,9.62,9.18,,,,,41.632862,-90.897842,,,1660348478.9
93,,,,,,,,,,,,,,,9.85,66486.0,141.0,-102.32,10.86,10.0,,,,,41.632862,-90.897797,,,1660348479.0
94,,,,,,,,,,,,,,,,66486.0,141.0,-103.09,10.8,11.0,,,,,41.632862,-90.897758,668340.0,10.715,1660348479.1
95,,,,,,,,,,,,,,,,66486.0,141.0,-103.68,11.04,7.78,,,,,41.632866,-90.897713,,,1660348479.2
96,,,,,,,,,,,,,,,,66486.0,141.0,-105.56,11.18,9.28,,,,,41.632866,-90.897667,,,1660348479.3
97,,,,,,,,,,,,,,,,66486.0,141.0,-108.57,10.91,7.5,,,,,41.632866,-90.897629,,,1660348479.4
98,,,,,,,,,,,,,,,,66486.0,141.0,-109.54,12.87,11.58,,,,,41.632866,-90.897583,,,1660348479.5
99,,,,,,,,,,,,,,,,66486.0,141.0,-109.41,15.74,8.08,,,,,41.63287,-90.897545,569796.0,9.117,1660348479.6
100,,,,,,,,,,,,,,,,66486.0,141.0,-110.13,13.98,13.27,,,,,41.63287,-90.897499,,,1660348479.7
101,,,,,,,,,,,,,,,,66486.0,141.0,-108.18,12.79,9.28,,,,,41.63287,-90.897453,,,1660348479.8
102,,,,,,,,,,,,,,,,66486.0,141.0,-107.24,12.82,10.0,,,,,41.632874,-90.897415,,,1660348479.9
103,,,,,,,,,,,,,,,6.792,66486.0,141.0,-107.63,12.29,9.0,,,,,41.632874,-90.897369,,,1660348480.0
104,,,,,,,,,,,,,,,,66486.0,141.0,-110.29,12.2,7.0,,,,,41.632874,-90.897331,644474.0,10.312,1660348480.1
105,,,,,,,,,,,,,,,,66486.0,141.0,-108.88,13.65,13.0,,,,,41.632874,-90.897285,,,1660348480.2
106,,,,,,,,,,,,,,,,66486.0,141.0,-107.5,11.26,6.12,,,,,41.632877,-90.89724,,,1660348480.3
107,,,,,,,,,,,,,,,,66486.0,141.0,-107.81,7.61,20.0,,,,,41.632877,-90.897202,,,1660348480.4
108,,,,,,,,,,,,,,,,66486.0,141.0,-105.58,4.09,14.0,,,,,41.632877,-90.897156,,,1660348480.5
109,,,,,,,,,,,,,,,,66486.0,141.0,-106.44,4.53,10.0,,,,,41.632881,-90.897118,505982.0,8.096,1660348480.6
110,,,,,,,,,,,,,,,,66486.0,141.0,-107.47,4.43,9.0,,,,,41.632881,-90.897072,,,1660348480.7
111,,,,,,,,,,,,,,,,66486.0,141.0,-109.28,3.71,18.0,,,,,41.632881,-90.897026,,,1660348480.8
112,,,,,,,,,,,,,,,,66486.0,141.0,-110.36,3.48,11.0,,,,,41.632881,-90.896988,,,1660348480.9
113,,,,,,,,,,,,,,,5.604,66486.0,141.0,-110.75,2.14,11.0,,,,,41.632881,-90.896942,,,1660348481.0
114,,,,,,,,,,,,,,,,66486.0,141.0,-110.44,1.79,7.0,,,,,41.632881,-90.896896,194736.0,3.116,1660348481.1
115,,,,,,,,,,,,,,,,66486.0,141.0,-110.18,1.04,11.0,,,,,41.632881,-90.896851,,,1660348481.2
