,5G KPI PCell Layer1 UL BLER [%],5G KPI PCell Layer1 UL MCS (Avg),5G KPI PCell Layer2 MAC UL Throughput [Mbps],5G KPI PCell RF Frequency [MHz],5G KPI PCell RF Serving PCI,5G KPI PCell RF Serving SS-RSRP [dBm],5G KPI SCell[1] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[2] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[3] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[4] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[5] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[6] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[7] Layer2 MAC UL Throughput [Mbps],Event 5G-NR/LTE Events,LTE KPI PCell MAC UL Throughput[Mbps],LTE KPI PCell Serving EARFCN(DL),LTE KPI PCell Serving PCI,LTE KPI PCell Serving RSRP[dBm],LTE KPI PCell UL MCS,LTE KPI PUSCH BLER[%],LTE KPI SCell[1] MAC UL Throughput[Mbps],LTE KPI SCell[2] MAC UL Throughput[Mbps],LTE KPI SCell[3] MAC UL Throughput[Mbps],LTE KPI SCell[4] MAC UL Throughput[Mbps],Lat,Lon,Smart Phone Smart Throughput Mobile Network Tx Byte,Smart Phone Smart Throughput Mobile Network UL Throughput [Mbps],TIME_STAMP
0,,,,,,,,,,,,,,,0.055,,,,,,,,,,41.481209,-106.019112,,,1660183325.0
1,,,,,,,,,,,,,,,,925.0,144.0,-91.53,12.0,,,,,,41.481209,-106.019112,,,1660183325.8
2,,,,,,,,,,,,,,,,,,,,,,,,,41.481209,-106.019112,,,1660183325.844506
3,,,,,,,,,,,,,,,,925.0,144.0,-84.1,,0.0,,,,,41.481209,-106.019112,,,1660183325.9
4,,,,,,,,,,,,,,,0.027,925.0,144.0,-84.24,19.83,,,,,,41.481209,-106.019112,,,1660183326.0
5,,,,,,,,,,,,,,,,925.0,144.0,-87.84,,37.5,,,,,41.481209,-106.019112,1434.0,0.023,1660183326.1
6,,,,,,,,,,,,,,,,925.0,144.0,-93.71,,0.0,,,,,41.481209,-106.019112,,,1660183326.3
7,,,,,,,,,,,,,,,,925.0,144.0,-92.44,,0.0,,,,,41.481209,-106.019112,,,1660183326.5
8,,,,,,,,,,,,,,,,,,,,,,,,,41.481209,-106.019112,144.0,0.002,1660183326.6
9,,,,,,,,,,,,,,,,,,,,,,,,,41.481209,-106.019112,,,1660183326.7
10,,,,,,,,,,,,,,,,925.0,144.0,-85.89,,,,,,,41.481171,-106.019035,,,1660183326.9
11,,,,,,,,,,,,,,,0.006,925.0,144.0,-79.87,18.43,0.0,,,,,41.481148,-106.018997,,,1660183327.0
12,,,,,,,,,,,,,,,,,,,,,,,,,41.481129,-106.018959,116.0,0.002,1660183327.1
13,,,,,,,,,,,,,,,,925.0,144.0,-86.25,,,,,,,41.481091,-106.018883,,,1660183327.3
14,,,,,,,,,,,,,,,,925.0,144.0,-83.4,14.0,0.0,,,,,41.48103,-106.018768,0.0,0.0,1660183327.6
15,,,,,,,,,,,,,,,,,,,,,,,,,41.48101,-106.01873,,,1660183327.7
16,,,,,,,,,,,,,,,,925.0,144.0,-83.81,,,,,,,41.480991,-106.018692,,,1660183327.8
17,,,,,,,,,,,,,,,0.411,925.0,144.0,-83.62,,,,,,,41.480949,-106.018616,,,1660183328.0
18,,,,,,,,,,,,,,,,,,,,,,,,,41.48093,-106.018578,255.0,0.004,1660183328.1
19,,,,,,,,,,,,,,,,925.0,144.0,-84.98,22.0,0.0,,,,,41.480911,-106.018539,,,1660183328.2
20,,,,,,,,,,,,,,,,925.0,144.0,-84.01,,0.0,,,,,41.480888,-106.018501,,,1660183328.3
21,,,,,,,,,,,,,,,,925.0,144.0,-81.57,,37.5,,,,,41.480869,-106.018463,,,1660183328.4
22,,,,,,,,,,,,,,,,925.0,144.0,-88.22,24.73,,,,,,41.48085,-106.018425,,,1660183328.5
23,,,,,,,,,,,,,,,,925.0,144.0,-87.31,,14.29,,,,,41.480827,-106.018387,14788.0,0.237,1660183328.6
24,,,,,,,,,,,,,,,,925.0,144.0,-85.67,20.79,0.0,,,,,41.480808,-106.018349,,,1660183328.7
25,,,,,,,,,,,,,,,,925.0,144.0,-82.29,20.79,5.56,,,,,41.480789,-106.018311,,,1660183328.8
26,,,,,,,,,,,,,,,,925.0,144.0,-82.39,18.16,9.43,,,,,41.48077,-106.018272,,,1660183328.9
27,,,,,,,,,,,,,,,1.305,925.0,144.0,-84.28,17.96,5.13,,,,,41.480747,-106.018234,,,1660183329.0
28,,,,,,,,,,,,,,,,925.0,144.0,-82.08,17.19,13.89,,,,,41.480728,-106.018196,155308.0,2.48,1660183329.1
29,,,,,,,,,,,,,,,,925.0,144.0,-79.8,16.0,0.0,,,,,41.480709,-106.018158,,,1660183329.2
30,,,,,,,,,,,,,,,,925.0,144.0,-79.41,19.82,5.26,,,,,41.48069,-106.01812,,,1660183329.3
31,,,,,,,,,,,,,,,,925.0,144.0,-79.79,21.09,13.21,,,,,41.480671,-106.018082,,,1660183329.4
32,,,,,,,,,,,,,,,,925.0,144.0,-79.8,17.8,3.3,,,,,41.480648,-106.018044,,,1660183329.5
33,,,,,,,,,,,,,,,,925.0,144.0,-79.38,21.08,0.0,,,,,41.480629,-106.018005,132768.0,2.129,1660183329.6
34,,,,,,,,,,,,,,,,925.0,144.0,-79.22,21.54,0.0,,,,,41.48061,-106.017967,,,1660183329.7
35,,,,,,,,,,,,,,,,925.0,144.0,-80.5,20.65,6.58,,,,,41.480591,-106.017929,,,1660183329.8
36,,,,,,,,,,,,,,,,925.0,144.0,-81.25,21.3,8.62,,,,,41.480572,-106.017891,,,1660183329.9
37,,,,,,,,,,,,,,,2.282,925.0,144.0,-81.06,21.8,16.95,,,,,41.480553,-106.01786,,,1660183330.0
38,,,,,,,,,,,,,,,,925.0,144.0,-84.17,20.94,21.05,,,,,41.480534,-106.017822,186328.0,2.975,1660183330.1
39,,,,,,,,,,,,,,,,925.0,144.0,-84.07,16.67,14.55,,,,,41.480515,-106.017784,,,1660183330.2
40,,,,,,,,,,,,,,,,925.0,144.0,-79.19,18.45,7.59,,,,,41.480495,-106.017746,,,1660183330.3
41,,,,,,,,,,,,,,,,925.0,144.0,-83.96,20.09,27.27,,,,,41.480476,-106.017708,,,1660183330.4
42,,,,,,,,,,,,,,,,925.0,144.0,-89.91,15.88,15.25,,,,,41.480457,-106.017677,,,1660183330.5
43,,,,,,,,,,,,,,,,925.0,144.0,-88.56,21.81,3.45,,,,,41.480438,-106.017639,203196.0,3.251,1660183330.6
44,,,,,,,,,,,,,,,,925.0,144.0,-85.58,22.68,3.75,,,,,41.480419,-106.017601,,,1660183330.7
45,,,,,,,,,,,,,,,,925.0,144.0,-85.27,23.0,3.9,,,,,41.4804,-106.017563,,,1660183330.8
46,,,,,,,,,,,,,,,,925.0,144.0,-83.72,19.76,8.6,,,,,41.480381,-106.017532,,,1660183330.9
47,,,,,,,,,,,,,,,3.331,925.0,144.0,-81.74,24.03,14.43,,,,,41.480358,-106.017494,,,1660183331.0
48,,,,,,,,,,,,,,,,925.0,144.0,-79.43,20.75,3.8,,,,,41.480339,-106.017456,402170.0,6.435,1660183331.1
49,,,,,,,,,,,,,,,,925.0,144.0,-86.96,19.21,9.38,,,,,41.48032,-106.017426,,,1660183331.2
50,,,,,,,,,,,,,,,,925.0,144.0,-93.0,20.14,5.83,,,,,41.480301,-106.017387,,,1660183331.3
51,,,,,,,,,,,,,,,,925.0,144.0,-90.9,20.45,2.6,,,,,41.480282,-106.017349,,,1660183331.4
52,,,,,,,,,,,,,,,,925.0,144.0,-92.49,22.78,14.74,,,,,41.480259,-106.017311,,,1660183331.5
53,,,,,,,,,,,,,,,,925.0,144.0,-90.82,19.85,8.16,,,,,41.48024,-106.017281,100266.0,1.607,1660183331.6
54,,,,,,,,,,,,,,,,925.0,144.0,-91.55,22.13,12.24,,,,,41.480221,-106.017242,,,1660183331.7
55,,,,,,,,,,,,,,,,925.0,144.0,-85.47,20.4,5.05,,,,,41.480221,-106.017242,,,1660183331.8
56,,,,,,,,,,,,,,,,925.0,144.0,-80.58,20.36,3.85,,,,,41.480221,-106.017242,,,1660183331.9
57,,,,,,,,,,,,,,,3.412,925.0,144.0,-80.15,25.4,2.06,,,,,41.480221,-106.017242,,,1660183332.0
58,,,,,,,,,,,,,,,,925.0,144.0,-82.64,26.84,12.0,,,,,41.480221,-106.017242,208784.0,3.341,1660183332.1
59,,,,,,,,,,,,,,,,925.0,144.0,-80.09,21.51,8.6,,,,,41.480221,-106.017242,,,1660183332.2
60,,,,,,,,,,,,,,,,925.0,144.0,-80.54,24.08,5.08,,,,,41.480221,-106.017242,,,1660183332.3
61,,,,,,,,,,,,,,,,925.0,144.0,-82.58,21.31,8.09,,,,,41.480221,-106.017242,,,1660183332.4
62,,,,,,,,,,,,,,,,925.0,144.0,-81.99,24.76,10.0,,,,,41.480221,-106.017242,,,1660183332.5
63,,,,,,,,,,,,,,,,925.0,144.0,-82.64,23.76,2.08,,,,,41.480221,-106.017242,332968.0,5.327,1660183332.6
64,,,,,,,,,,,,,,,,925.0,144.0,-85.05,24.15,14.14,,,,,41.480221,-106.017242,,,1660183332.7
65,,,,,,,,,,,,,,,,925.0,144.0,-86.35,22.99,11.46,,,,,41.480202,-106.017204,,,1660183332.8
66,,,,,,,,,,,,,,,,925.0,144.0,-86.49,21.49,3.45,,,,,41.480183,-106.017166,,,1660183332.9
67,,,,,,,,,,,,,,,3.081,925.0,144.0,-89.23,24.66,11.11,,,,,41.480164,-106.017136,,,1660183333.0
68,,,,,,,,,,,,,,,,925.0,144.0,-90.23,19.34,5.06,,,,,41.480145,-106.017097,197504.0,3.16,1660183333.1
69,,,,,,,,,,,,,,,,925.0,144.0,-91.04,20.64,1.82,,,,,41.480125,-106.017059,,,1660183333.2
70,,,,,,,,,,,,,,,,925.0,144.0,-92.12,25.13,13.83,,,,,41.480106,-106.017021,,,1660183333.3
71,,,,,,,,,,,,,,,,925.0,144.0,-93.23,19.75,12.5,,,,,41.480087,-106.016983,,,1660183333.4
72,,,,,,,,,,,,,,,,925.0,144.0,-91.31,22.96,6.41,,,,,41.480068,-106.016953,,,1660183333.5
73,,,,,,,,,,,,,,,,925.0,144.0,-89.21,24.53,7.5,,,,,41.480049,-106.016914,180584.0,2.889,1660183333.6
74,,,,,,,,,,,,,,,,925.0,144.0,-88.8,24.36,11.11,,,,,41.48003,-106.016876,,,1660183333.7
75,,,,,,,,,,,,,,,,925.0,144.0,-87.16,23.27,5.13,,,,,41.480011,-106.016838,,,1660183333.8
76,,,,,,,,,,,,,,,,925.0,144.0,-87.35,23.02,1.75,,,,,41.479992,-106.016808,,,1660183333.9
77,,,,,,,,,,,,,,,2.564,925.0,144.0,-86.11,22.26,12.0,,,,,41.479973,-106.016769,,,1660183334.0
78,,,,,,,,,,,,,,,,925.0,144.0,-84.28,24.33,3.45,,,,,41.479954,-106.016731,146744.0,2.348,1660183334.1
79,,,,,,,,,,,,,,,,925.0,144.0,-82.64,24.77,16.95,,,,,41.479935,-106.016693,,,1660183334.2
80,,,,,,,,,,,,,,,,925.0,144.0,-82.97,25.22,8.62,,,,,41.479916,-106.016663,,,1660183334.3
81,,,,,,,,,,,,,,,,925.0,144.0,-82.33,24.75,6.25,,,,,41.479897,-106.016624,,,1660183334.4
82,,,,,,,,,,,,,,,,925.0,144.0,-80.81,22.04,3.45,,,,,41.479877,-106.016586,,,1660183334.5
83,,,,,,,,,,,,,,,,925.0,144.0,-81.87,25.24,10.0,,,,,41.479858,-106.016556,84756.0,1.356,1660183334.6
84,,,,,,,,,,,,,,,,925.0,144.0,-80.79,25.62,2.56,,,,,41.479839,-106.016518,,,1660183334.7
85,,,,,,,,,,,,,,,,925.0,144.0,-80.08,26.79,5.26,,,,,41.47982,-106.016479,,,1660183334.8
86,,,,,,,,,,,,,,,,925.0,144.0,-80.12,21.79,7.69,,,,,41.479801,-106.016449,,,1660183334.9
87,,,,,,,,,,,,,,,2.73,925.0,144.0,-80.7,25.22,21.05,,,,,41.479778,-106.016411,,,1660183335.0
88,,,,,,,,,,,,,,,,925.0,144.0,-81.08,25.34,22.22,,,,,41.479759,-106.016373,180636.0,2.89,1660183335.1
89,,,,,,,,,,,,,,,,925.0,144.0,-82.22,24.71,0.0,,,,,41.47974,-106.016342,,,1660183335.2
90,,,,,,,,,,,,,,,,925.0,144.0,-82.44,22.29,0.0,,,,,41.479721,-106.016304,,,1660183335.3
91,,,,,,,,,,,,,,,,925.0,144.0,-82.99,25.09,10.0,,,,,41.479702,-106.016266,,,1660183335.4
92,,,,,,,,,,,,,,,,925.0,144.0,-83.91,26.07,9.09,,,,,41.479679,-106.016228,,,1660183335.5
93,,,,,,,,,,,,,,,,925.0,144.0,-84.12,19.74,3.8,,,,,41.47966,-106.016197,93164.0,1.491,1660183335.6
94,,,,,,,,,,,,,,,,925.0,144.0,-84.32,18.16,12.24,,,,,41.479641,-106.016159,,,1660183335.7
95,,,,,,,,,,,,,,,,925.0,144.0,-86.52,18.31,7.14,,,,,41.479622,-106.016121,,,1660183335.8
96,,,,,,,,,,,,,,,,925.0,144.0,-86.79,19.54,13.13,,,,,41.479599,-106.016083,,,1660183335.9
