,5G KPI PCell Layer1 UL BLER [%],5G KPI PCell Layer1 UL MCS (Avg),5G KPI PCell Layer2 MAC UL Throughput [Mbps],5G KPI PCell RF Frequency [MHz],5G KPI PCell RF Serving PCI,5G KPI PCell RF Serving SS-RSRP [dBm],5G KPI SCell[1] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[2] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[3] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[4] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[5] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[6] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[7] Layer2 MAC UL Throughput [Mbps],Event 5G-NR/LTE Events,LTE KPI PCell MAC UL Throughput[Mbps],LTE KPI PCell Serving EARFCN(DL),LTE KPI PCell Serving PCI,LTE KPI PCell Serving RSRP[dBm],LTE KPI PCell UL MCS,LTE KPI PUSCH BLER[%],LTE KPI SCell[1] MAC UL Throughput[Mbps],LTE KPI SCell[2] MAC UL Throughput[Mbps],LTE KPI SCell[3] MAC UL Throughput[Mbps],LTE KPI SCell[4] MAC UL Throughput[Mbps],Lat,Lon,Smart Phone Smart Throughput Mobile Network Tx Byte,Smart Phone Smart Throughput Mobile Network UL Throughput [Mbps],TIME_STAMP
0,,,,,,,,,,,,,,,0.0,,,,,,,,,,41.112339,-100.811569,,,1660264427.0
1,,,,,,,,,,,,,,,,650.0,155.0,-91.63,,,,,,,41.112339,-100.811569,,,1660264427.3
2,,,,,,,,,,,,,,,,,,,,,,,,,41.112339,-100.811569,,,1660264427.350537
3,,,,,,,,,,,,,,,,650.0,155.0,-91.06,,,,,,,41.112339,-100.811569,0.0,0.0,1660264427.4
4,,,,,,,,,,,,,,,,,,,,,,,,,41.112339,-100.811569,,,1660264427.5
5,,,,,,,,,,,,,,,,650.0,155.0,-91.94,,0.0,,,,,41.112339,-100.811569,,,1660264427.8
6,,,,,,,,,,,,,,,,650.0,155.0,-92.38,,,,,,,41.112339,-100.811569,0.0,0.0,1660264427.9
7,,,,,,,,,,,,,,,0.013,650.0,155.0,-90.94,,,,,,,41.112339,-100.811569,,,1660264428.0
8,,,,,,,,,,,,,,,,650.0,155.0,-96.25,,,,,,,41.112339,-100.811569,,,1660264428.1
9,,,,,,,,,,,,,,,,650.0,155.0,-91.81,,,,,,,41.112339,-100.811523,,,1660264428.2
10,,,,,,,,,,,,,,,,,,,0.0,,,,,,41.112339,-100.811478,,,1660264428.3
11,,,,,,,,,,,,,,,,,,,,,,,,,41.112335,-100.811424,0.0,0.0,1660264428.4
12,,,,,,,,,,,,,,,,650.0,155.0,-93.31,,0.0,,,,,41.112335,-100.811378,,,1660264428.5
13,,,,,,,,,,,,,,,,650.0,155.0,-93.25,,,,,,,41.112335,-100.811333,,,1660264428.6
14,,,,,,,,,,,,,,,,,,,,,,,,,41.112335,-100.811287,,,1660264428.7
15,,,,,,,,,,,,,,,,650.0,155.0,-92.78,,,,,,,41.112335,-100.811241,,,1660264428.8
16,,,,,,,,,,,,,,,,,,,,,,,,,41.112331,-100.811188,0.0,0.0,1660264428.9
17,,,,,,,,,,,,,,,0.001,,,,,,,,,,41.112331,-100.811142,,,1660264429.0
18,,,,,,,,,,,,,,,,650.0,155.0,-98.25,,,,,,,41.112331,-100.811096,,,1660264429.1
19,,,,,,,,,,,,,,,,,,,,,,,,,41.112331,-100.81105,,,1660264429.2
