,5G KPI PCell Layer1 UL BLER [%],5G KPI PCell Layer1 UL MCS (Avg),5G KPI PCell Layer2 MAC UL Throughput [Mbps],5G KPI PCell RF Frequency [MHz],5G KPI PCell RF Serving PCI,5G KPI PCell RF Serving SS-RSRP [dBm],5G KPI SCell[1] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[2] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[3] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[4] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[5] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[6] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[7] Layer2 MAC UL Throughput [Mbps],Event 5G-NR/LTE Events,LTE KPI PCell MAC UL Throughput[Mbps],LTE KPI PCell Serving EARFCN(DL),LTE KPI PCell Serving PCI,LTE KPI PCell Serving RSRP[dBm],LTE KPI PCell UL MCS,LTE KPI PUSCH BLER[%],LTE KPI SCell[1] MAC UL Throughput[Mbps],LTE KPI SCell[2] MAC UL Throughput[Mbps],LTE KPI SCell[3] MAC UL Throughput[Mbps],LTE KPI SCell[4] MAC UL Throughput[Mbps],Lat,Lon,Smart Phone Smart Throughput Mobile Network Tx Byte,Smart Phone Smart Throughput Mobile Network UL Throughput [Mbps],TIME_STAMP
0,,,,,,,,,,,,,,,0.01,,,,,,,,,,40.74472,-111.729424,,,1660166196.0
1,,,,,,,,,,,,,,,,,,,,,,,,,40.74472,-111.729424,,,1660166196.264438
2,0.0,18.0,0.644,873.85,671.0,-74.8,,,,,,,,,,1100.0,487.0,-94.92,,0.0,,,,,40.74472,-111.729424,,,1660166196.3
3,,,,,,,,,,,,,,,,,,,,,,,,,40.74472,-111.729424,0.0,0.0,1660166196.4
4,0.0,18.0,0.023,873.85,671.0,-75.41,,,,,,,,,,1100.0,487.0,-93.75,10.43,,,,,,40.74472,-111.729424,,,1660166196.5
5,0.0,17.0,0.088,,,,,,,,,,,,,1100.0,487.0,-92.38,,,,,,,40.74472,-111.729424,,,1660166196.6
6,0.0,17.6,0.091,873.85,671.0,-75.59,,,,,,,,,,1100.0,487.0,-93.88,,0.0,,,,,40.74472,-111.729424,,,1660166196.7
7,0.0,19.0,0.009,873.85,671.0,-75.14,,,,,,,,,,1100.0,487.0,-93.65,,,,,,,40.74472,-111.729424,,,1660166196.8
8,0.0,19.0,0.018,,,,,,,,,,,,,1100.0,487.0,-93.13,,0.0,,,,,40.744755,-111.729355,650.0,0.01,1660166196.9
9,,,,873.85,671.0,-75.91,,,,,,,,,0.047,1100.0,487.0,-93.86,,,,,,,40.744785,-111.729286,,,1660166197.0
10,0.0,19.0,0.016,873.85,671.0,-75.56,,,,,,,,,,1100.0,487.0,-94.53,14.63,14.29,,,,,40.74482,-111.729225,,,1660166197.1
11,,,0.0,,,,,,,,,,,,,1100.0,487.0,-95.25,,,,,,,40.74485,-111.729156,,,1660166197.2
12,0.0,19.0,0.016,873.85,671.0,-75.13,,,,,,,,,,1100.0,487.0,-94.82,,,,,,,40.744884,-111.729088,,,1660166197.3
13,,,0.0,,,,,,,,,,,,,1100.0,487.0,-93.44,,33.33,,,,,40.744919,-111.729019,1363.0,0.022,1660166197.4
14,0.0,23.0,0.025,,,,,,,,,,,,,1100.0,487.0,-92.7,11.25,0.0,,,,,40.745014,-111.728821,,,1660166197.7
15,,,0.0,873.85,671.0,-75.88,,,,,,,,,,1100.0,487.0,-94.44,12.0,0.0,,,,,40.745049,-111.728752,,,1660166197.8
16,50.0,23.0,0.184,,,,,,,,,,,,,1100.0,487.0,-93.74,,,,,,,40.745049,-111.728752,1894.0,0.03,1660166197.9
17,0.0,21.0,0.023,873.85,671.0,-76.24,,,,,,,,,0.022,1100.0,487.0,-92.89,10.94,10.0,,,,,40.745049,-111.728752,,,1660166198.0
18,,,0.0,,,,,,,,,,,,,1100.0,487.0,-91.84,,,,,,,40.745049,-111.728752,,,1660166198.1
19,,,0.0,,,,,,,,,,,,,1100.0,487.0,-91.5,,,,,,,40.745049,-111.728752,,,1660166198.3
20,0.0,21.0,0.579,873.85,671.0,-73.05,,,,,,,,,,1100.0,487.0,-92.81,,20.0,,,,,40.745049,-111.728752,187.0,0.003,1660166198.4
21,,,0.0,,,,,,,,,,,,,1100.0,487.0,-92.38,,,,,,,40.745049,-111.728752,,,1660166198.5
22,50.0,20.0,0.018,873.85,671.0,-75.84,,,,,,,,,,1100.0,487.0,-90.65,,,,,,,40.745049,-111.728752,,,1660166198.6
23,,,0.0,,,,,,,,,,,,,,,,,,,,,,40.745049,-111.728752,,,1660166198.7
24,,,,,,,,,,,,,,,,,,,,,,,,,40.745049,-111.728752,,,1660166198.8
