,5G KPI PCell Layer1 UL BLER [%],5G KPI PCell Layer1 UL MCS (Avg),5G KPI PCell Layer2 MAC UL Throughput [Mbps],5G KPI PCell RF Frequency [MHz],5G KPI PCell RF Serving PCI,5G KPI PCell RF Serving SS-RSRP [dBm],5G KPI SCell[1] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[2] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[3] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[4] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[5] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[6] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[7] Layer2 MAC UL Throughput [Mbps],Event 5G-NR/LTE Events,LTE KPI PCell MAC UL Throughput[Mbps],LTE KPI PCell Serving EARFCN(DL),LTE KPI PCell Serving PCI,LTE KPI PCell Serving RSRP[dBm],LTE KPI PCell UL MCS,LTE KPI PUSCH BLER[%],LTE KPI SCell[1] MAC UL Throughput[Mbps],LTE KPI SCell[2] MAC UL Throughput[Mbps],LTE KPI SCell[3] MAC UL Throughput[Mbps],LTE KPI SCell[4] MAC UL Throughput[Mbps],Lat,Lon,Smart Phone Smart Throughput Mobile Network Tx Byte,Smart Phone Smart Throughput Mobile Network UL Throughput [Mbps],TIME_STAMP
0,,,,,,,,,,,,,,,,,,,,,,,,,39.76828,-86.150749,,,1660436030.0
1,,,,,,,,,,,,,,,,,,,,,,,,,39.768299,-86.150688,,,1660436030.591514
2,0.0,1.25,1.497,38849.98,110.0,-72.82,,,,,,,,,,850.0,381.0,-59.44,,,,,,,39.76828,-86.150749,,,1660436030.6
3,0.0,0.0,0.175,,,,,,,,,,,,,,,,,,,,,,39.768299,-86.150688,,,1660436030.7
4,0.0,0.0,0.175,38849.98,110.0,-72.77,,,,,,,,,,,,,,,,,,,39.768299,-86.150688,,,1660436030.8
5,0.0,0.0,0.006,,,,,,,,,,,,,850.0,381.0,-59.94,,,,,,,39.768299,-86.150688,216.0,0.003,1660436030.9
6,0.0,0.0,0.175,38849.98,110.0,-72.68,,,,,,,,,0.002,,,,,,,,,,39.76828,-86.150749,,,1660436031.0
7,0.0,0.0,0.175,38849.98,110.0,-72.63,,,,,,,,,,,,,,,,,,,39.76828,-86.150749,,,1660436031.1
8,0.0,0.0,0.175,,,,,,,,,,,,,,,,,,,,,,39.768299,-86.150688,,,1660436031.2
9,0.0,0.0,0.175,38849.98,110.0,-72.6,,,,,,,,,,850.0,381.0,-60.63,,,,,,,39.76828,-86.150749,,,1660436031.3
10,0.0,0.0,0.175,,,,,,,,,,,,,,,,,,,,,,39.76828,-86.150749,0.0,0.0,1660436031.4
11,0.0,0.0,0.175,38849.98,110.0,-72.52,,,,,,,,,,,,,,,,,,,39.76828,-86.150749,,,1660436031.5
12,0.0,0.0,0.175,38849.98,110.0,-72.43,,,,,,,,,,850.0,381.0,-60.57,,0.0,,,,,39.768299,-86.150688,,,1660436031.6
13,0.0,0.0,0.175,,,,,,,,,,,,,850.0,381.0,-60.35,,,,,,,39.768299,-86.150688,,,1660436031.7
14,0.0,0.0,0.175,38849.98,110.0,-72.43,,,,,,,,,,850.0,381.0,-60.19,,,,,,,39.768299,-86.150688,,,1660436031.8
15,0.0,0.0,0.003,,,,,,,,,,,,,,,,,,,,,,39.76828,-86.150749,0.0,0.0,1660436031.9
16,0.0,0.0,0.003,38849.98,110.0,-72.45,,,,,,,,,0.002,,,,,,,,,,39.768299,-86.150688,,,1660436032.0
