,5G KPI PCell Layer1 UL BLER [%],5G KPI PCell Layer1 UL MCS (Avg),5G KPI PCell Layer2 MAC UL Throughput [Mbps],5G KPI PCell RF Frequency [MHz],5G KPI PCell RF Serving PCI,5G KPI PCell RF Serving SS-RSRP [dBm],5G KPI SCell[1] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[2] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[3] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[4] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[5] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[6] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[7] Layer2 MAC UL Throughput [Mbps],Event 5G-NR/LTE Events,LTE KPI PCell MAC UL Throughput[Mbps],LTE KPI PCell Serving EARFCN(DL),LTE KPI PCell Serving PCI,LTE KPI PCell Serving RSRP[dBm],LTE KPI PCell UL MCS,LTE KPI PUSCH BLER[%],LTE KPI SCell[1] MAC UL Throughput[Mbps],LTE KPI SCell[2] MAC UL Throughput[Mbps],LTE KPI SCell[3] MAC UL Throughput[Mbps],LTE KPI SCell[4] MAC UL Throughput[Mbps],Lat,Lon,Smart Phone Smart Throughput Mobile Network Tx Byte,Smart Phone Smart Throughput Mobile Network UL Throughput [Mbps],TIME_STAMP
0,,,,,,,,,,,,,,,0.013,,,,,,,,,,39.634338,-111.86158,,,1660101365.0
1,,,,,,,,,,,,,,,,,,,,,,,,,39.634338,-111.86158,0.0,0.0,1660101365.5
2,,,,,,,,,,,,,,,,,,,,,,,,,39.634338,-111.86158,,,1660101365.546239
3,,,,,,,,,,,,,,,0.001,850.0,212.0,-100.63,9.5,,,,,,39.634338,-111.86158,1107.0,0.018,1660101366.0
4,,,,,,,,,,,,,,,,850.0,212.0,-100.52,,,,,,,39.634338,-111.86158,,,1660101366.1
5,,,,,,,,,,,,,,,,850.0,212.0,-102.03,,0.0,,,,,39.634338,-111.86158,,,1660101366.3
6,,,,,,,,,,,,,,,,,,,,,,,,,39.634338,-111.86158,0.0,0.0,1660101366.5
7,,,,,,,,,,,,,,,,850.0,212.0,-103.5,,,,,,,39.634338,-111.86158,,,1660101366.7
8,,,,,,,,,,,,,,,,,,,,,,,,,39.634338,-111.86158,,,1660101366.8
9,,,,,,,,,,,,,,,,850.0,212.0,-106.24,,0.0,,,,,39.634403,-111.86158,,,1660101366.9
10,,,,,,,,,,,,,,,0.0,,,,,,,,,,39.634464,-111.861572,0.0,0.0,1660101367.0
11,,,,,,,,,,,,,,,,850.0,212.0,-106.19,,,,,,,39.634529,-111.861572,,,1660101367.1
12,,,,,,,,,,,,,,,,850.0,212.0,-104.11,,0.0,,,,,39.634655,-111.861572,,,1660101367.3
13,,,,,,,,,,,,,,,,,,,,,,,,,39.634781,-111.861565,0.0,0.0,1660101367.5
14,,,,,,,,,,,,,,,,850.0,212.0,-106.0,,0.0,,,,,39.634846,-111.861565,,,1660101367.6
15,,,,,,,,,,,,,,,,850.0,212.0,-105.85,,,,,,,39.634972,-111.861557,,,1660101367.8
16,,,,,,,,,,,,,,,0.005,,,,,,,,,,39.635036,-111.861557,480.0,0.008,1660101368.0
17,,,,,,,,,,,,,,,,850.0,212.0,-103.21,,0.0,,,,,39.635067,-111.861557,,,1660101368.1
18,,,,,,,,,,,,,,,,850.0,212.0,-103.18,,0.0,,,,,39.635132,-111.861557,,,1660101368.3
19,,,,,,,,,,,,,,,,,,,,,,,,,39.635193,-111.861549,192.0,0.003,1660101368.5
20,,,,,,,,,,,,,,,,850.0,212.0,-102.15,10.0,,,,,,39.635223,-111.861549,,,1660101368.6
21,,,,,,,,,,,,,,,,,,,,,,,,,39.635288,-111.861549,,,1660101368.8
22,,,,,,,,,,,,,,,,850.0,212.0,-102.67,,25.0,,,,,39.635288,-111.861549,,,1660101368.9
23,,,,,,,,,,,,,,,0.003,,,,,,,,,,39.635288,-111.861549,192.0,0.003,1660101369.0
24,,,,,,,,,,,,,,,,850.0,212.0,-102.05,,,,,,,39.635288,-111.861549,,,1660101369.1
25,,,,,,,,,,,,,,,,850.0,212.0,-100.43,,16.67,,,,,39.635288,-111.861549,,,1660101369.3
26,,,,,,,,,,,,,,,,,,,,,,,,,39.635288,-111.861549,0.0,0.0,1660101369.5
27,,,,,,,,,,,,,,,,850.0,212.0,-100.84,,,,,,,39.635288,-111.861549,,,1660101369.6
28,,,,,,,,,,,,,,,,,,,,,,,,,39.635288,-111.861549,,,1660101369.8
29,,,,,,,,,,,,,,,,850.0,212.0,-101.72,,0.0,,,,,39.635319,-111.861549,,,1660101369.9
30,,,,,,,,,,,,,,,0.004,,,,,,,,,,39.635353,-111.861549,0.0,0.0,1660101370.0
31,,,,,,,,,,,,,,,,850.0,212.0,-102.03,10.0,0.0,,,,,39.635418,-111.861549,,,1660101370.2
