,5G KPI PCell Layer1 UL BLER [%],5G KPI PCell Layer1 UL MCS (Avg),5G KPI PCell Layer2 MAC UL Throughput [Mbps],5G KPI PCell RF Frequency [MHz],5G KPI PCell RF Serving PCI,5G KPI PCell RF Serving SS-RSRP [dBm],5G KPI SCell[1] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[2] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[3] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[4] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[5] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[6] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[7] Layer2 MAC UL Throughput [Mbps],Event 5G-NR/LTE Events,LTE KPI PCell MAC UL Throughput[Mbps],LTE KPI PCell Serving EARFCN(DL),LTE KPI PCell Serving PCI,LTE KPI PCell Serving RSRP[dBm],LTE KPI PCell UL MCS,LTE KPI PUSCH BLER[%],LTE KPI SCell[1] MAC UL Throughput[Mbps],LTE KPI SCell[2] MAC UL Throughput[Mbps],LTE KPI SCell[3] MAC UL Throughput[Mbps],LTE KPI SCell[4] MAC UL Throughput[Mbps],Lat,Lon,Smart Phone Smart Throughput Mobile Network Tx Byte,Smart Phone Smart Throughput Mobile Network UL Throughput [Mbps],TIME_STAMP
0,,,,,,,,,,,,,,,0.005,,,,,,,,,,43.035046,-76.640846,,,1660575396.0
1,,,,,,,,,,,,,,,,,,,,,,,,,43.03508,-76.64077,,,1660575396.086093
2,,,,,,,,,,,,,,,,,,,11.0,50.0,,,,,43.035145,-76.640633,,,1660575396.3
3,,,,,,,,,,,,,,,,900.0,364.0,-110.25,,,,,,,43.035316,-76.640228,0.0,0.0,1660575396.4
4,,,,,,,,,,,,,,,,,,,,,,,,,43.035309,-76.640282,0.0,0.0,1660575396.9
5,,,,,,,,,,,,,,,,,,,,,,,,,43.035309,-76.640282,0.0,0.0,1660575397.4
6,,,,,,,,,,,,,,,,,,,,,,,,,43.035309,-76.640282,,,1660575397.5
7,,,,,,,,,,,,,,,,,,,,,,,,,43.035343,-76.640213,0.0,0.0,1660575397.9
8,,,,,,,,,,,,,,,0.1,,,,,,,,,,43.035374,-76.640144,,,1660575398.0
9,,,,,,,,,,,,,,,,,,,,,,,,,43.035507,-76.639862,0.0,0.0,1660575398.4
10,,,,,,,,,,,,,,,,900.0,364.0,-110.19,,,,,,,43.035679,-76.639465,,,1660575398.6
11,,,,,,,,,,,,,,RRC Setup Start,,,,,,,,,,,43.035694,-76.639435,,,1660575398.684205
12,,,,,,,,,,,,,,,,900.0,364.0,-111.0,,,,,,,43.035606,-76.639648,,,1660575398.7
13,,,,,,,,,,,,,,PRACH: Msg1(RA),,,,,,,,,,,43.035606,-76.639648,,,1660575398.728997
14,,,,,,,,,,,,,,PRACH: Msg2(RAR),,,,,,,,,,,43.035606,-76.639648,,,1660575398.730333
15,,,,,,,,,,,,,,PRACH: Msg3(UE ID),,,,,,,,,,,43.035606,-76.639648,,,1660575398.730347
16,,,,,,,,,,,,,,PRACH: Msg4[Pass],,,,,,,,,,,43.035606,-76.639648,,,1660575398.742178
17,,,,,,,,,,,,,,Received RAR[True],,,,,,,,,,,43.035606,-76.639648,,,1660575398.742202
18,,,,,,,,,,,,,,RRC Setup Success,,,,,,,,,,,43.035606,-76.639648,,,1660575398.743223
19,,,,,,,,,,,,,,,,900.0,364.0,-108.98,,22.22,,,,,43.035709,-76.639397,,,1660575398.8
20,,,,,,,,,,,,,,,,900.0,364.0,-107.17,,,,,,,43.035641,-76.63958,72.0,0.001,1660575398.9
