,5G KPI PCell Layer1 UL BLER [%],5G KPI PCell Layer1 UL MCS (Avg),5G KPI PCell Layer2 MAC UL Throughput [Mbps],5G KPI PCell RF Frequency [MHz],5G KPI PCell RF Serving PCI,5G KPI PCell RF Serving SS-RSRP [dBm],5G KPI SCell[1] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[2] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[3] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[4] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[5] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[6] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[7] Layer2 MAC UL Throughput [Mbps],Event 5G-NR/LTE Events,LTE KPI PCell MAC UL Throughput[Mbps],LTE KPI PCell Serving EARFCN(DL),LTE KPI PCell Serving PCI,LTE KPI PCell Serving RSRP[dBm],LTE KPI PCell UL MCS,LTE KPI PUSCH BLER[%],LTE KPI SCell[1] MAC UL Throughput[Mbps],LTE KPI SCell[2] MAC UL Throughput[Mbps],LTE KPI SCell[3] MAC UL Throughput[Mbps],LTE KPI SCell[4] MAC UL Throughput[Mbps],Lat,Lon,Smart Phone Smart Throughput Mobile Network Tx Byte,Smart Phone Smart Throughput Mobile Network UL Throughput [Mbps],TIME_STAMP
0,,,,,,,,,,,,,,,,,,,,,,,,,34.064091,-118.235474,,,1659998911.0
1,,,,,,,,,,,,,,,,,,,,,,,,,34.064091,-118.235474,,,1659998911.386896
2,,,,873.85,412.0,-79.48,,,,,,,,,,850.0,311.0,-84.81,,,,,,,34.064091,-118.235474,,,1659998911.5
3,,,,,,,,,,,,,,,,,,,,,,,,,34.064091,-118.235474,0.0,0.0,1659998911.6
4,,,,,,,,,,,,,,,,,,,,,,,,,34.064091,-118.235474,,,1659998911.6
5,0.0,12.67,0.075,873.85,412.0,-80.97,,,,,,,,,,850.0,311.0,-77.44,,,,,,,34.064095,-118.235474,,,1659998911.7
6,0.0,11.0,0.081,,,,,,,,,,,,,,,,,,,,,,34.064102,-118.235474,,,1659998911.8
7,,,,,,,,,,,,,,,,,,,,,,,,,34.06411,-118.235466,,,1659998912.0
8,,,,,,,,,,,,,,,,,,,,,,,,,34.064117,-118.235466,72.0,0.001,1659998912.1
9,0.0,8.0,0.083,873.85,412.0,-81.33,,,,,,,,,,850.0,311.0,-78.38,,,,,,,34.064121,-118.235466,,,1659998912.2
10,,,,,,,,,,,,,,,,,,,,,,,,,34.064129,-118.235458,,,1659998912.4
11,,,,873.85,412.0,-81.6,,,,,,,,,,,,,,,,,,,34.06414,-118.235458,0.0,0.0,1659998912.6
12,0.0,12.5,0.11,873.85,412.0,-81.08,,,,,,,,,,850.0,311.0,-79.56,,,,,,,34.06414,-118.235458,,,1659998912.8
13,,,,,,,,,,,,,,,,,,,,,,,,,34.06414,-118.235458,,,1659998913.0
14,,,,,,,,,,,,,,,,850.0,311.0,-76.56,,,,,,,34.06414,-118.235458,0.0,0.0,1659998913.1
15,0.0,12.5,0.247,873.85,412.0,-80.11,,,,,,,,,,850.0,311.0,-79.75,,,,,,,34.06414,-118.235458,,,1659998913.4
16,,,0.0,,,,,,,,,,,,,850.0,311.0,-77.13,,,,,,,34.06414,-118.235458,0.0,0.0,1659998913.6
17,,,,,,,,,,,,,,,,,,,,,,,,,34.064152,-118.235458,,,1659998913.8
18,0.0,5.0,0.054,873.85,412.0,-77.3,,,,,,,,,,850.0,311.0,-78.5,,,,,,,34.064156,-118.235458,,,1659998913.9
19,,,,,,,,,,,,,,,0.002,850.0,311.0,-79.09,,,,,,,34.064159,-118.235458,,,1659998914.0
20,,,,,,,,,,,,,,,,,,,,,,,,,34.064163,-118.235458,0.0,0.0,1659998914.1
21,,,,873.85,412.0,-77.84,,,,,,,,,,850.0,311.0,-80.38,18.0,,,,,,34.064171,-118.235451,,,1659998914.2
22,0.0,5.0,0.432,873.85,412.0,-78.89,,,,,,,,,,,,,,50.0,,,,,34.064175,-118.235451,,,1659998914.3
23,,,,,,,,,,,,,,,,,,,,,,,,,34.064178,-118.235451,,,1659998914.4
24,0.0,12.5,0.22,873.85,412.0,-79.66,,,,,,,,,,850.0,311.0,-76.94,,,,,,,34.06419,-118.235451,0.0,0.0,1659998914.6
25,,,,,,,,,,,,,,,,,,,,,,,,,34.064198,-118.235451,,,1659998914.8
26,,,,873.85,412.0,-76.51,,,,,,,,,10.316,850.0,311.0,-78.31,,,,,,,34.064201,-118.235451,,,1659998915.0
27,,,,,,,,,,,,,,,,,,,,,,,,,34.064205,-118.235443,0.0,0.0,1659998915.1
28,25.0,17.0,0.083,873.85,412.0,-79.11,,,,,,,,,,850.0,311.0,-73.13,,,,,,,34.064209,-118.235443,,,1659998915.2
29,0.0,16.5,0.132,,,,,,,,,,,,,,,,,,,,,,34.064213,-118.235443,,,1659998915.3
30,0.0,20.1,1.022,873.85,412.0,-78.91,,,,,,,,,,850.0,311.0,-74.13,,,,,,,34.064213,-118.235443,,,1659998915.4
31,0.0,20.5,5.87,873.85,412.0,-80.13,,,,,,,,,,850.0,311.0,-73.15,16.34,2.44,,,,,34.064217,-118.235443,,,1659998915.5
32,15.79,18.53,7.844,,,,,,,,,,,,,850.0,311.0,-71.29,17.76,6.9,,,,,34.06422,-118.235443,457639.0,7.308,1659998915.6
33,3.92,18.67,15.98,873.85,412.0,-79.76,,,,,,,,,,850.0,311.0,-72.59,18.77,5.0,,,,,34.064224,-118.235443,,,1659998915.7
34,6.98,19.0,14.403,873.85,412.0,-78.08,,,,,,,,,,850.0,311.0,-75.63,18.7,10.0,,,,,34.064228,-118.235443,,,1659998915.8
35,3.45,20.71,18.397,,,,,,,,,,,,,850.0,311.0,-78.81,17.49,9.24,,,,,34.064232,-118.235443,,,1659998915.9
36,8.33,19.97,13.483,873.85,412.0,-77.27,,,,,,,,,43.461,850.0,311.0,-80.03,18.12,10.0,,,,,34.064236,-118.235443,,,1659998916.0
37,8.51,18.86,12.982,873.85,412.0,-76.54,,,,,,,,,,850.0,311.0,-79.25,17.5,8.0,,,,,34.06424,-118.235443,3951498.0,63.098,1659998916.1
38,9.52,18.74,12.571,,,,,,,,,,,,,850.0,311.0,-80.23,19.01,9.0,,,,,34.064243,-118.235443,,,1659998916.2
39,12.2,17.92,10.271,873.85,412.0,-77.37,,,,,,,,,,850.0,311.0,-80.01,19.52,7.07,,,,,34.064247,-118.235443,,,1659998916.3
40,8.33,19.06,12.565,,,,,,,,,,,,,850.0,311.0,-80.28,18.58,8.75,,,,,34.064251,-118.235443,,,1659998916.4
41,9.52,18.42,11.902,873.85,412.0,-79.61,,,,,,,,,,850.0,311.0,-76.35,18.73,10.42,,,,,34.064255,-118.235443,,,1659998916.5
42,22.5,18.32,10.268,873.85,412.0,-81.3,,,,,,,,,,850.0,311.0,-76.76,19.17,12.82,,,,,34.064259,-118.235443,3412848.0,54.825,1659998916.6
43,11.11,18.84,10.616,,,,,,,,,,,,,850.0,311.0,-78.91,18.25,3.8,,,,,34.064262,-118.235443,,,1659998916.7
44,3.13,18.53,20.064,873.85,412.0,-79.63,,,,,,,,,,850.0,311.0,-78.16,19.55,12.62,,,,,34.064266,-118.235443,,,1659998916.8
45,11.76,18.96,14.618,,,,,,,,,,,,,850.0,311.0,-76.27,20.25,4.0,,,,,34.064266,-118.235435,,,1659998916.9
46,11.94,18.86,15.926,873.85,412.0,-78.08,,,,,,,,,48.537,850.0,311.0,-75.89,19.55,10.0,,,,,34.06427,-118.235435,,,1659998917.0
47,10.77,19.22,16.613,873.85,412.0,-76.34,,,,,,,,,,850.0,311.0,-74.9,21.0,9.17,,,,,34.064274,-118.235435,3750676.0,60.011,1659998917.1
48,4.48,17.3,14.456,,,,,,,,,,,,,850.0,311.0,-73.06,21.81,11.25,,,,,34.064278,-118.235435,,,1659998917.2
49,11.11,16.28,15.981,873.85,412.0,-77.86,,,,,,,,,,850.0,311.0,-70.72,21.03,9.17,,,,,34.064281,-118.235435,,,1659998917.3
50,8.57,17.41,18.072,873.85,412.0,-77.77,,,,,,,,,,850.0,311.0,-70.79,20.32,6.25,,,,,34.064281,-118.235428,,,1659998917.4
51,12.31,16.07,13.085,,,,,,,,,,,,,850.0,311.0,-73.74,21.83,7.5,,,,,34.064285,-118.235428,,,1659998917.5
52,3.92,15.45,10.716,873.85,412.0,-79.75,,,,,,,,,,850.0,311.0,-74.68,21.61,10.0,,,,,34.064289,-118.235428,4054820.0,64.877,1659998917.6
53,,,,,,,,,,,,,,reportStrongestCells,,,,,,,,,,,34.064297,-118.235428,,,1659998917.688944
54,13.11,18.04,13.952,873.85,412.0,-80.67,,,,,,,,,,850.0,311.0,-71.58,21.97,11.0,,,,,34.064297,-118.235428,,,1659998917.7
55,12.77,18.73,13.353,,,,,,,,,,,,,850.0,311.0,-72.02,21.17,9.0,,,,,34.064304,-118.235428,,,1659998917.8
56,6.25,18.93,15.444,873.85,412.0,-81.23,,,,,,,,,,850.0,311.0,-70.66,19.56,8.0,,,,,34.064312,-118.23542,,,1659998917.9
57,4.35,19.5,14.61,,,,,,,,,,,,49.662,850.0,311.0,-68.95,20.53,10.0,,,,,34.06432,-118.23542,,,1659998918.0
58,7.58,18.44,21.118,873.85,412.0,-79.98,,,,,,,,,,850.0,311.0,-70.41,16.89,9.57,,,,,34.064323,-118.23542,3953528.0,63.13,1659998918.1
59,6.25,18.89,17.486,873.85,412.0,-78.85,,,,,,,,,,850.0,311.0,-73.31,17.15,11.25,,,,,34.064331,-118.23542,,,1659998918.2
60,11.11,18.8,14.22,,,,,,,,,,,,,850.0,311.0,-73.44,21.16,4.0,,,,,34.064339,-118.23542,,,1659998918.3
61,15.38,19.55,13.401,873.85,412.0,-78.97,,,,,,,,,,850.0,311.0,-72.85,22.02,13.0,,,,,34.064346,-118.235413,,,1659998918.4
