,5G KPI PCell Layer1 UL BLER [%],5G KPI PCell Layer1 UL MCS (Avg),5G KPI PCell Layer2 MAC UL Throughput [Mbps],5G KPI PCell RF Frequency [MHz],5G KPI PCell RF Serving PCI,5G KPI PCell RF Serving SS-RSRP [dBm],5G KPI SCell[1] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[2] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[3] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[4] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[5] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[6] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[7] Layer2 MAC UL Throughput [Mbps],Event 5G-NR/LTE Events,LTE KPI PCell MAC UL Throughput[Mbps],LTE KPI PCell Serving EARFCN(DL),LTE KPI PCell Serving PCI,LTE KPI PCell Serving RSRP[dBm],LTE KPI PCell UL MCS,LTE KPI PUSCH BLER[%],LTE KPI SCell[1] MAC UL Throughput[Mbps],LTE KPI SCell[2] MAC UL Throughput[Mbps],LTE KPI SCell[3] MAC UL Throughput[Mbps],LTE KPI SCell[4] MAC UL Throughput[Mbps],Lat,Lon,Smart Phone Smart Throughput Mobile Network Tx Byte,Smart Phone Smart Throughput Mobile Network UL Throughput [Mbps],TIME_STAMP
0,,,,,,,,,,,,,,,0.006,,,,,,,,,,41.433071,-105.894157,,,1660185764.0
1,,,,,,,,,,,,,,,,925.0,144.0,-103.23,,,,,,,41.433071,-105.894157,0.0,0.0,1660185764.1
2,,,,,,,,,,,,,,,,,,,,,,,,,41.433071,-105.894157,,,1660185764.120556
3,,,,,,,,,,,,,,,,925.0,144.0,-103.28,,0.0,,,,,41.433071,-105.894157,,,1660185764.4
4,,,,,,,,,,,,,,,,925.0,144.0,-101.41,,,,,,,41.433071,-105.894157,0.0,0.0,1660185764.6
5,,,,,,,,,,,,,,RRC Connection Release,,,,,,,,,,,41.433071,-105.894157,,,1660185764.670117
6,,,,,,,,,,,,,,,,,,,,,,,,,41.433071,-105.894157,,,1660185764.7
7,,,,,,,,,,,,,,,,,,,,,,,,,41.433071,-105.894157,,,1660185764.8
8,,,,,,,,,,,,,,,,925.0,144.0,-98.88,12.71,,,,,,41.433064,-105.894119,,,1660185764.9
9,,,,,,,,,,,,,,Cell Camp On,,,,,,,,,,,41.43306,-105.894104,,,1660185764.955413
10,,,,,,,,,,,,,,Cell Searching Start,,,,,,,,,,,41.43306,-105.894104,,,1660185764.955413
11,,,,,,,,,,,,,,,0.041,,,,,,,,,,41.433056,-105.894089,,,1660185765.0
12,,,,,,,,,,,,,,,,,,,,0.0,,,,,41.433048,-105.894051,0.0,0.0,1660185765.1
13,,,,,,,,,,,,,,,,,,,,,,,,,41.433029,-105.893982,,,1660185765.3
14,,,,,,,,,,,,,,,,,,,,,,,,,41.433014,-105.893913,,,1660185765.5
15,,,,,,,,,,,,,,,,,,,,,,,,,41.433006,-105.893875,0.0,0.0,1660185765.6
16,,,,,,,,,,,,,,,,,,,,,,,,,41.432991,-105.893806,,,1660185765.8
17,,,,,,,,,,,,,,,,,,,,,,,,,41.432972,-105.893738,,,1660185766.0
18,,,,,,,,,,,,,,,,,,,,,,,,,41.432964,-105.8937,0.0,0.0,1660185766.1
19,,,,,,,,,,,,,,,,925.0,144.0,-100.75,,,,,,,41.432938,-105.8936,,,1660185766.4
20,,,,,,,,,,,,,,,,,,,,,,,,,41.432919,-105.893532,0.0,0.0,1660185766.6
21,,,,,,,,,,,,,,,,,,,,,,,,,41.432899,-105.893463,,,1660185766.8
22,,,,,,,,,,,,,,,,,,,,,,,,,41.432892,-105.893425,,,1660185766.9
23,,,,,,,,,,,,,,RRC Setup Start,,,,,,,,,,,41.432884,-105.89341,,,1660185766.955928
24,,,,,,,,,,,,,,PRACH: Msg1(RA),,,,,,,,,,,41.432884,-105.89341,,,1660185766.956482
25,,,,,,,,,,,,,,PRACH: Msg2(RAR),,,,,,,,,,,41.432884,-105.89341,,,1660185766.956668
26,,,,,,,,,,,,,,PRACH: Msg3(UE ID),,,,,,,,,,,41.432884,-105.89341,,,1660185766.956682
27,,,,,,,,,,,,,,PRACH: Msg4[Pass],,,,,,,,,,,41.432884,-105.89341,,,1660185766.956736
28,,,,,,,,,,,,,,Received RAR[True],,,,,,,,,,,41.432884,-105.89341,,,1660185766.956809
29,,,,,,,,,,,,,,,,925.0,144.0,-98.36,11.76,0.0,,,,,41.432873,-105.893356,1002.0,0.016,1660185767.1
30,,,,,,,,,,,,,,,,925.0,144.0,-98.43,19.83,0.0,,,,,41.432865,-105.893326,,,1660185767.2
31,,,,,,,,,,,,,,,,925.0,144.0,-98.7,,,,,,,41.432846,-105.89325,,,1660185767.4
32,,,,,,,,,,,,,,,,925.0,144.0,-99.16,18.5,0.0,,,,,41.432838,-105.893219,,,1660185767.5
33,,,,,,,,,,,,,,,,,,,,,,,,,41.432831,-105.893181,1115.0,0.018,1660185767.6
34,,,,,,,,,,,,,,,,925.0,144.0,-98.87,,0.0,,,,,41.432819,-105.89315,,,1660185767.7
35,,,,,,,,,,,,,,,,925.0,144.0,-97.21,14.38,0.0,,,,,41.432812,-105.893112,,,1660185767.8
36,,,,,,,,,,,,,,,0.007,925.0,144.0,-97.72,,0.0,,,,,41.432793,-105.893036,,,1660185768.0
37,,,,,,,,,,,,,,,,,,,,,,,,,41.432781,-105.892998,648.0,0.01,1660185768.1
38,,,,,,,,,,,,,,,,925.0,144.0,-97.38,,,,,,,41.432762,-105.892921,,,1660185768.3
39,,,,,,,,,,,,,,,,925.0,144.0,-97.83,16.14,0.0,,,,,41.432728,-105.892807,0.0,0.0,1660185768.6
40,,,,,,,,,,,,,,,,,,,,,,,,,41.432709,-105.892731,,,1660185768.8
41,,,,,,,,,,,,,,,,925.0,144.0,-100.22,,0.0,,,,,41.432697,-105.892693,,,1660185768.9
42,,,,,,,,,,,,,,,0.014,,,,,,,,,,41.432686,-105.892654,,,1660185769.0
43,,,,,,,,,,,,,,,,925.0,144.0,-99.56,,,,,,,41.432674,-105.892616,0.0,0.0,1660185769.1
44,,,,,,,,,,,,,,,,925.0,144.0,-98.99,,0.0,,,,,41.432663,-105.892578,,,1660185769.2
45,,,,,,,,,,,,,,,,925.0,144.0,-99.24,16.86,,,,,,41.432632,-105.892471,,,1660185769.5
46,,,,,,,,,,,,,,,,,,,,,,,,,41.432621,-105.892433,0.0,0.0,1660185769.6
47,,,,,,,,,,,,,,,,925.0,144.0,-100.19,,14.29,,,,,41.432598,-105.892357,,,1660185769.8
48,,,,,,,,,,,,,,,0.0,,,,,,,,,,41.432575,-105.892281,,,1660185770.0
49,,,,,,,,,,,,,,,,925.0,144.0,-101.94,,,,,,,41.432568,-105.89225,0.0,0.0,1660185770.1
50,,,,,,,,,,,,,,,,,,,,0.0,,,,,41.432545,-105.892174,,,1660185770.3
51,,,,,,,,,,,,,,,,925.0,144.0,-100.94,,,,,,,41.432522,-105.892097,,,1660185770.5
52,,,,,,,,,,,,,,,,,,,,,,,,,41.432514,-105.892067,0.0,0.0,1660185770.6
53,,,,,,,,,,,,,,,,925.0,144.0,-101.69,,,,,,,41.432503,-105.892029,,,1660185770.7
54,,,,,,,,,,,,,,,,,,,,,,,,,41.432491,-105.891991,,,1660185770.8
55,,,,,,,,,,,,,,,0.003,,,,,,,,,,41.432468,-105.891914,,,1660185771.0
56,,,,,,,,,,,,,,,,925.0,144.0,-101.0,,,,,,,41.432453,-105.891876,0.0,0.0,1660185771.1
57,,,,,,,,,,,,,,,,925.0,144.0,-99.88,,,,,,,41.432419,-105.891754,,,1660185771.4
58,,,,,,,,,,,,,,,,,,,,,,,,,41.432392,-105.891678,0.0,0.0,1660185771.6
59,,,,,,,,,,,,,,,,925.0,144.0,-97.88,,,,,,,41.432369,-105.891602,,,1660185771.8
60,,,,,,,,,,,,,,,,925.0,144.0,-98.04,,0.0,,,,,41.432358,-105.891563,,,1660185771.9
61,,,,,,,,,,,,,,eventA2,,,,,,,,,,,41.43235,-105.891541,,,1660185771.962579
62,,,,,,,,,,,,,,,0.026,,,,,,,,,,41.432346,-105.891525,,,1660185772.0
63,,,,,,,,,,,,,,,,925.0,144.0,-99.08,,,,,,,41.432335,-105.891487,0.0,0.0,1660185772.1
64,,,,,,,,,,,,,,eventA1,,,,,,,,,,,41.432331,-105.891479,,,1660185772.126593
65,,,,,,,,,,,,,,,,925.0,144.0,-100.02,6.77,0.0,,,,,41.432323,-105.891449,,,1660185772.2
66,,,,,,,,,,,,,,eventA1,,,,,,,,,,,41.432312,-105.891426,,,1660185772.274621
67,,,,,,,,,,,,,,,,925.0,144.0,-101.25,,,,,,,41.432297,-105.89138,,,1660185772.4
68,,,,,,,,,,,,,,,,925.0,144.0,-103.09,,0.0,,,,,41.432274,-105.891304,60.0,0.001,1660185772.6
69,,,,,,,,,,,,,,eventA3,,,,,,,,,,,41.432274,-105.891304,,,1660185772.603144
70,,,,,,,,,,,,,,Handover Attempt,,,,,,,,,,,41.43227,-105.891289,,,1660185772.631134
71,,,,,,,,,,,,,,Handover Success,,,,,,,,,,,41.43227,-105.891289,,,1660185772.633321
72,,,,,,,,,,,,,,PRACH: Msg1(RA),,,,,,,,,,,41.43227,-105.891289,,,1660185772.633537
