1660346007264
PING 3.19.94.93 (3.19.94.93) 38(66) bytes of data.
46 bytes from 3.19.94.93: icmp_seq=1 ttl=40 time=77.3 ms
46 bytes from 3.19.94.93: icmp_seq=2 ttl=40 time=96.0 ms
46 bytes from 3.19.94.93: icmp_seq=3 ttl=40 time=67.4 ms
46 bytes from 3.19.94.93: icmp_seq=4 ttl=40 time=75.3 ms
46 bytes from 3.19.94.93: icmp_seq=5 ttl=40 time=64.4 ms
46 bytes from 3.19.94.93: icmp_seq=6 ttl=40 time=74.4 ms
46 bytes from 3.19.94.93: icmp_seq=7 ttl=40 time=64.7 ms
46 bytes from 3.19.94.93: icmp_seq=8 ttl=40 time=71.8 ms
46 bytes from 3.19.94.93: icmp_seq=9 ttl=40 time=70.4 ms
46 bytes from 3.19.94.93: icmp_seq=10 ttl=40 time=71.5 ms
46 bytes from 3.19.94.93: icmp_seq=11 ttl=40 time=78.4 ms
46 bytes from 3.19.94.93: icmp_seq=12 ttl=40 time=76.7 ms
46 bytes from 3.19.94.93: icmp_seq=13 ttl=40 time=76.0 ms
46 bytes from 3.19.94.93: icmp_seq=14 ttl=40 time=67.7 ms
46 bytes from 3.19.94.93: icmp_seq=15 ttl=40 time=67.2 ms
46 bytes from 3.19.94.93: icmp_seq=16 ttl=40 time=66.0 ms
46 bytes from 3.19.94.93: icmp_seq=17 ttl=40 time=65.2 ms
46 bytes from 3.19.94.93: icmp_seq=18 ttl=40 time=64.9 ms
46 bytes from 3.19.94.93: icmp_seq=19 ttl=40 time=64.1 ms
46 bytes from 3.19.94.93: icmp_seq=20 ttl=40 time=63.8 ms
46 bytes from 3.19.94.93: icmp_seq=21 ttl=40 time=63.3 ms
46 bytes from 3.19.94.93: icmp_seq=22 ttl=40 time=69.1 ms
46 bytes from 3.19.94.93: icmp_seq=23 ttl=40 time=95.2 ms
46 bytes from 3.19.94.93: icmp_seq=24 ttl=40 time=78.2 ms
46 bytes from 3.19.94.93: icmp_seq=25 ttl=40 time=68.1 ms
46 bytes from 3.19.94.93: icmp_seq=26 ttl=40 time=77.0 ms
46 bytes from 3.19.94.93: icmp_seq=27 ttl=40 time=68.8 ms
46 bytes from 3.19.94.93: icmp_seq=28 ttl=40 time=74.8 ms
46 bytes from 3.19.94.93: icmp_seq=29 ttl=40 time=65.4 ms
46 bytes from 3.19.94.93: icmp_seq=30 ttl=40 time=73.2 ms
46 bytes from 3.19.94.93: icmp_seq=31 ttl=40 time=64.6 ms
46 bytes from 3.19.94.93: icmp_seq=32 ttl=40 time=72.3 ms
