1660499362863
PING 3.19.94.93 (3.19.94.93) 38(66) bytes of data.
46 bytes from 3.19.94.93: icmp_seq=1 ttl=31 time=95.7 ms
46 bytes from 3.19.94.93: icmp_seq=2 ttl=31 time=76.6 ms
46 bytes from 3.19.94.93: icmp_seq=3 ttl=31 time=74.4 ms
46 bytes from 3.19.94.93: icmp_seq=4 ttl=31 time=73.5 ms
46 bytes from 3.19.94.93: icmp_seq=5 ttl=31 time=63.4 ms
46 bytes from 3.19.94.93: icmp_seq=6 ttl=31 time=67.9 ms
46 bytes from 3.19.94.93: icmp_seq=7 ttl=31 time=71.1 ms
46 bytes from 3.19.94.93: icmp_seq=8 ttl=31 time=67.4 ms
46 bytes from 3.19.94.93: icmp_seq=9 ttl=31 time=66.8 ms
46 bytes from 3.19.94.93: icmp_seq=10 ttl=31 time=65.6 ms
46 bytes from 3.19.94.93: icmp_seq=11 ttl=31 time=62.9 ms
46 bytes from 3.19.94.93: icmp_seq=12 ttl=31 time=64.0 ms
46 bytes from 3.19.94.93: icmp_seq=13 ttl=31 time=66.6 ms
46 bytes from 3.19.94.93: icmp_seq=14 ttl=31 time=67.2 ms
46 bytes from 3.19.94.93: icmp_seq=15 ttl=31 time=65.0 ms
46 bytes from 3.19.94.93: icmp_seq=16 ttl=31 time=65.4 ms
46 bytes from 3.19.94.93: icmp_seq=17 ttl=31 time=65.4 ms
46 bytes from 3.19.94.93: icmp_seq=18 ttl=31 time=63.2 ms
46 bytes from 3.19.94.93: icmp_seq=19 ttl=31 time=66.3 ms
46 bytes from 3.19.94.93: icmp_seq=20 ttl=31 time=65.4 ms
46 bytes from 3.19.94.93: icmp_seq=21 ttl=31 time=65.0 ms
46 bytes from 3.19.94.93: icmp_seq=22 ttl=31 time=64.3 ms
46 bytes from 3.19.94.93: icmp_seq=23 ttl=31 time=63.4 ms
46 bytes from 3.19.94.93: icmp_seq=24 ttl=31 time=62.6 ms
46 bytes from 3.19.94.93: icmp_seq=25 ttl=31 time=61.8 ms
46 bytes from 3.19.94.93: icmp_seq=26 ttl=31 time=66.5 ms
46 bytes from 3.19.94.93: icmp_seq=27 ttl=31 time=66.4 ms
46 bytes from 3.19.94.93: icmp_seq=28 ttl=31 time=66.4 ms
46 bytes from 3.19.94.93: icmp_seq=29 ttl=31 time=63.5 ms
