,level_0,index,TIME_STAMP,Lat,Lon,Smart Phone Smart Throughput Mobile Network DL Throughput [Mbps],Smart Phone Smart Throughput Mobile Network UL Throughput [Mbps],Event 5G-NR/LTE Events,5G KPI PCell RF Frequency [MHz],5G KPI PCell RF Serving PCI,5G KPI PCell Layer1 UL MCS (Avg),5G KPI PCell Layer1 UL BLER [%],5G KPI PCell RF Serving SS-RSRP [dBm],5G KPI PCell RF BandWidth,5G KPI PCell Layer1 DL MCS (Avg),5G KPI PCell Layer1 DL BLER [%],5G KPI PCell Layer2 MAC UL Throughput [Mbps],5G KPI PCell RF Serving SS-RSRP [dBm],5G KPI SCell[1] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[2] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[3] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[4] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[5] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[6] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[7] Layer2 MAC UL Throughput [Mbps],5G KPI PCell Layer2 MAC DL Throughput [Mbps],5G KPI SCell[1] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[2] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[3] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[4] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[5] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[6] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[7] Layer2 MAC DL Throughput [Mbps],LTE KPI PCell Serving EARFCN(DL),LTE KPI PCell Serving PCI,LTE KPI PCell MAC DL Throughput[Mbps],LTE KPI PCell MAC UL Throughput[Mbps],LTE KPI SCell[1] MAC DL Throughput[Mbps],LTE KPI SCell[2] MAC DL Throughput[Mbps],LTE KPI SCell[3] MAC DL Throughput[Mbps],LTE KPI SCell[4] MAC DL Throughput[Mbps],LTE KPI SCell[1] MAC UL Throughput[Mbps],LTE KPI SCell[2] MAC UL Throughput[Mbps],LTE KPI SCell[3] MAC UL Throughput[Mbps],LTE KPI SCell[4] MAC UL Throughput[Mbps],LTE KPI PCell UL MCS,LTE KPI PCell Serving RSRP[dBm],Smart Phone Smart Throughput Mobile Network Tx Byte,LTE KPI PCell Serving BandWidth(DL),LTE KPI PCell DL MCS0,LTE KPI PDSCH BLER[%],LTE KPI PCell Serving RSRP[dBm]
0,8013,48191,2022-08-11 05:41:52.000000,39.725723,-105.053291,2.497,0.079,,,,,,,,,,,,,,,,,,,,,,,,,,,66586.0,211.0,4.666,0.278,1.444,4.039,2.696,,,,,,20.3,-93.02,4918.0,10.0,14.71,15.17,-93.02
1,8014,48196,2022-08-11 05:41:52.500000,39.725719,-105.053291,12.069,0.258,,,,,,,,,,,,,,,,,,,,,,,,,,,66586.0,211.0,,,,,,,,,,,17.85,-93.42,16118.0,10.0,20.46,18.63,-93.42
2,8015,48201,2022-08-11 05:41:53.000000,39.725719,-105.053291,14.531,0.267,,,,,,,,,,,,,,,,,,,,,,,,,,,66586.0,211.0,6.943,0.246,4.11,5.13,4.569,,,,,,17.5,-93.53,16659.0,10.0,18.7,12.02,-93.53
3,8016,48206,2022-08-11 05:41:53.500000,39.725723,-105.053291,25.009,0.327,,,,,,,,,,,,,,,,,,,,,,,,,,,66586.0,211.0,,,,,,,,,,,18.0,-94.09,20431.0,10.0,19.45,9.46,-94.09
4,8017,48211,2022-08-11 05:41:54.000000,39.725727,-105.053291,20.084,0.167,,,,,,,,,,,,,,,,,,,,,,,,,,,66586.0,211.0,11.545,0.271,10.609,6.664,4.946,,,,,,18.5,-93.55,10464.0,10.0,12.5,19.26,-93.55
5,8018,48216,2022-08-11 05:41:54.500000,39.725731,-105.053291,39.938,0.265,,,,,,,,,,,,,,,,,,,,,,,,,,,66586.0,211.0,,,,,,,,,,,13.83,-94.22,16549.0,10.0,13.77,9.2,-94.22
6,8019,48222,2022-08-11 05:41:55.000000,39.725731,-105.053291,42.04,0.268,,,,,,,,,,,,,,,,,,,,,,,,,,,66586.0,211.0,14.226,0.341,14.914,7.097,5.276,,,,,,17.33,-95.08,16722.0,10.0,14.67,16.89,-95.08
7,8020,48227,2022-08-11 05:41:55.500000,39.725731,-105.053291,52.116,0.298,,,,,,,,,,,,,,,,,,,,,,,,,,,66586.0,211.0,,,,,,,,,,,19.17,-93.95,18629.0,10.0,11.19,6.4,-93.95
8,8021,48232,2022-08-11 05:41:56.000000,39.725731,-105.053291,46.45,0.301,,,,,,,,,,,,,,,,,,,,,,,,,,,66586.0,211.0,18.144,0.44,26.371,17.925,12.946,,,,,,16.0,-93.83,18794.0,10.0,13.68,7.43,-93.83
9,8022,48237,2022-08-11 05:41:56.500000,39.725731,-105.053291,73.708,0.411,,,,,,,,,,,,,,,,,,,,,,,,,,,66586.0,211.0,,,,,,,,,,,15.67,-93.47,25705.0,10.0,16.38,27.1,-93.47
10,8023,48242,2022-08-11 05:41:57.000000,39.725731,-105.053291,91.302,0.449,,,,,,,,,,,,,,,,,,,,,,,,,,,66586.0,211.0,10.472,0.276,8.724,5.885,6.508,,,,,,15.44,-94.25,28111.0,10.0,13.28,2.07,-94.25
11,8024,48247,2022-08-11 05:41:57.500000,39.725731,-105.053291,46.716,0.247,,,,,,,,,,,,,,,,,,,,,,,,,,,66586.0,211.0,,,,,,,,,,,17.8,-92.85,15404.0,10.0,14.1,10.1,-92.85
12,8025,48252,2022-08-11 05:41:58.000000,39.725731,-105.053291,43.438,0.231,,,,,,,,,,,,,,,,,,,,,,,,,,,66586.0,211.0,16.137,0.508,33.17,14.643,12.831,,,,,,16.33,-94.02,14433.0,10.0,13.69,11.68,-94.02
13,8026,48257,2022-08-11 05:41:58.500000,39.725731,-105.053291,95.551,0.461,,,,,,,,,,,,,,,,,,,,,,,,,,,66586.0,211.0,,,,,,,,,,,19.29,-94.19,28793.0,10.0,11.5,6.17,-94.19
14,8027,48262,2022-08-11 05:41:59.000000,39.725731,-105.053291,64.043,0.339,,,,,,,,,,,,,,,,,,,,,,,,,,,66586.0,211.0,19.25,0.357,31.057,22.331,13.062,,,,,,14.2,-94.44,21187.0,10.0,15.36,14.55,-94.44
15,8028,48267,2022-08-11 05:41:59.500000,39.725731,-105.053291,75.034,0.429,,,,,,,,,,,,,,,,,,,,,,,,,,,66586.0,211.0,,,,,,,,,,,15.0,-95.03,26786.0,10.0,13.92,10.44,-95.03
16,8029,48272,2022-08-11 05:42:00.000000,39.725731,-105.053291,106.974,0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,66586.0,211.0,14.999,0.39,18.717,16.171,11.859,,,,,,,-94.29,31892.0,10.0,13.72,16.67,-94.29
17,8030,48277,2022-08-11 05:42:00.500000,39.725731,-105.053291,57.82,0.308,,,,,,,,,,,,,,,,,,,,,,,,,,,66586.0,211.0,,,,,,,,,,,15.9,-93.41,19235.0,10.0,17.05,8.06,-93.41
18,8031,48282,2022-08-11 05:42:01.000000,39.725731,-105.053291,85.866,0.455,,,,,,,,,,,,,,,,,,,,,,,,,,,66586.0,211.0,15.894,0.358,20.096,15.055,11.446,,,,,,23.0,-93.84,28461.0,10.0,15.03,6.81,-93.84
19,8032,48287,2022-08-11 05:42:01.500000,39.725731,-105.053291,92.563,0.488,,,,,,,,,,,,,,,,,,,,,,,,,,,66586.0,211.0,,,,,,,,,,,17.5,-97.37,30546.0,10.0,15.0,15.91,-97.37
20,8033,48293,2022-08-11 05:42:02.000000,39.725731,-105.053291,63.28,0.292,,,,,,,,,,,,,,,,,,,,,,,,,,,66586.0,211.0,21.486,0.502,34.695,22.538,11.875,,,,,,,-93.83,18244.0,10.0,14.64,5.17,-93.83
21,8034,48298,2022-08-11 05:42:02.500000,39.725731,-105.053291,77.318,0.381,,,,,,,,,,,,,,,,,,,,,,,,,,,66586.0,211.0,,,,,,,,,,,16.43,-94.13,23809.0,10.0,13.79,6.64,-94.13
22,8035,48304,2022-08-11 05:42:03.000000,39.725731,-105.053291,105.833,0.515,,,,,,,,,,,,,,,,,,,,,,,,,,,66586.0,211.0,20.403,0.273,26.33,15.866,14.993,,,,,,16.4,-94.48,32182.0,10.0,11.43,11.31,-94.48
23,8036,48309,2022-08-11 05:42:03.500000,39.725731,-105.053291,93.381,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,66586.0,211.0,,,,,,,,,,,18.0,-93.38,10018.0,10.0,15.47,10.21,-93.38
24,8037,48314,2022-08-11 05:42:04.000000,39.725731,-105.053291,55.833,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,66586.0,211.0,12.293,0.38,6.464,10.398,5.085,,,,,,,-91.97,1281.0,10.0,,,-91.97
25,8038,48319,2022-08-11 05:42:04.500000,39.725731,-105.053291,14.546,0.432,,,,,,,,,,,,,,,,,,,,,,,,,,,66586.0,211.0,,,,,,,,,,,14.55,-92.38,27028.0,10.0,12.18,6.45,-92.38
26,8039,48325,2022-08-11 05:42:05.000000,39.725731,-105.053291,82.232,0.389,,,,,,,,,,,,,,,,,,,,,,,,,,,66586.0,211.0,16.168,0.436,15.459,15.03,14.907,,,,,,15.8,-92.17,24335.0,10.0,17.37,18.08,-92.17
27,8040,48330,2022-08-11 05:42:05.500000,39.725731,-105.053291,95.46,0.446,,,,,,,,,,,,,,,,,,,,,,,,,,,66586.0,211.0,,,,,,,,,,,19.0,-92.04,27863.0,10.0,16.44,7.35,-92.04
28,8041,48336,2022-08-11 05:42:06.000000,39.725731,-105.053291,43.747,0.232,,,,,,,,,,,,,,,,,,,,,,,,,,,66586.0,211.0,21.988,0.514,30.072,16.307,9.677,,,,,,14.75,-93.92,14506.0,10.0,13.97,6.07,-93.92
29,8042,48341,2022-08-11 05:42:06.500000,39.725731,-105.053291,93.77,0.459,,,,,,,,,,,,,,,,,,,,,,,,,,,66586.0,211.0,,,,,,,,,,,17.5,-92.94,28656.0,10.0,15.11,11.59,-92.94
30,8043,48346,2022-08-11 05:42:07.000000,39.725731,-105.053291,57.852,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,66586.0,211.0,13.393,0.587,16.529,16.214,9.943,,,,,,,-92.09,19380.0,10.0,13.35,17.45,-92.09
31,8044,48351,2022-08-11 05:42:07.500000,39.725731,-105.053291,65.505,0.117,,,,,,,,,,,,,,,,,,,,,,,,,,,66586.0,211.0,,,,,,,,,,,14.5,-94.69,7313.0,10.0,16.23,14.05,-94.69
32,8045,48356,2022-08-11 05:42:08.000000,39.725731,-105.053291,61.6,0.546,,,,,,,,,,,,,,,,,,,,,,,,,,,66586.0,211.0,11.35,0.266,15.252,13.923,6.624,,,,,,,-92.53,34121.0,10.0,12.52,12.32,-92.53
33,8046,48361,2022-08-11 05:42:08.500000,39.725731,-105.053291,72.267,0.385,,,,,,,,,,,,,,,,,,,,,,,,,,,66586.0,211.0,,,,,,,,,,,20.2,-90.89,24064.0,10.0,14.13,8.03,-90.89
34,8047,48366,2022-08-11 05:42:09.000000,39.725731,-105.053291,31.137,0.165,,,,,,,,,,,,,,,,,,,,,,,,,,,66586.0,211.0,15.679,0.44,24.829,16.335,8.653,,,,,,16.38,-91.63,10294.0,10.0,10.15,11.46,-91.63
35,8048,48371,2022-08-11 05:42:09.500000,39.725731,-105.053291,66.076,0.385,,,,,,,,,,,,,,,,,,,,,,,,,,,66586.0,211.0,,,,,,,,,,,17.67,-91.61,24038.0,10.0,11.76,11.46,-91.61
36,8049,48376,2022-08-11 05:42:10.000000,39.725731,-105.053291,63.175,0.364,,,,,,,,,,,,,,,,,,,,,,,,,,,66586.0,211.0,8.292,0.321,10.422,14.044,4.137,,,,,,15.4,-89.15,22761.0,10.0,17.16,5.97,-89.15
37,8050,48381,2022-08-11 05:42:10.500000,39.725731,-105.053291,43.835,0.266,,,,,,,,,,,,,,,,,,,,,,,,,,,66586.0,211.0,,,,,,,,,,,,-85.69,16623.0,10.0,,,-85.69
