,level_0,index,TIME_STAMP,Lat,Lon,Smart Phone Smart Throughput Mobile Network DL Throughput [Mbps],Smart Phone Smart Throughput Mobile Network UL Throughput [Mbps],Event 5G-NR/LTE Events,5G KPI PCell RF Frequency [MHz],5G KPI PCell RF Serving PCI,5G KPI PCell Layer1 UL MCS (Avg),5G KPI PCell Layer1 UL BLER [%],5G KPI PCell RF Serving SS-RSRP [dBm],5G KPI PCell RF BandWidth,5G KPI PCell Layer1 DL MCS (Avg),5G KPI PCell Layer1 DL BLER [%],5G KPI PCell Layer2 MAC UL Throughput [Mbps],5G KPI PCell RF Serving SS-RSRP [dBm],5G KPI SCell[1] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[2] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[3] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[4] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[5] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[6] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[7] Layer2 MAC UL Throughput [Mbps],5G KPI PCell Layer2 MAC DL Throughput [Mbps],5G KPI SCell[1] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[2] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[3] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[4] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[5] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[6] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[7] Layer2 MAC DL Throughput [Mbps],LTE KPI PCell Serving EARFCN(DL),LTE KPI PCell Serving PCI,LTE KPI PCell MAC DL Throughput[Mbps],LTE KPI PCell MAC UL Throughput[Mbps],LTE KPI SCell[1] MAC DL Throughput[Mbps],LTE KPI SCell[2] MAC DL Throughput[Mbps],LTE KPI SCell[3] MAC DL Throughput[Mbps],LTE KPI SCell[4] MAC DL Throughput[Mbps],LTE KPI SCell[1] MAC UL Throughput[Mbps],LTE KPI SCell[2] MAC UL Throughput[Mbps],LTE KPI SCell[3] MAC UL Throughput[Mbps],LTE KPI SCell[4] MAC UL Throughput[Mbps],LTE KPI PCell UL MCS,LTE KPI PCell Serving RSRP[dBm],Smart Phone Smart Throughput Mobile Network Tx Byte,LTE KPI PCell Serving BandWidth(DL),LTE KPI PCell DL MCS0,LTE KPI PDSCH BLER[%],LTE KPI PCell Serving RSRP[dBm]
0,3671,22984,2022-08-10 21:35:33.400000,40.809193,-111.405411,10.967,0.236,,,,,,,,,,,,,,,,,,,,,,,,,,,66536.0,190.0,,,,,,,,,,,21.5,-99.93,14740.0,20.0,10.67,2.17,-99.93
1,3672,22989,2022-08-10 21:35:33.900000,40.809258,-111.405266,13.837,0.183,,,,,,,,,,,,,,,,,,,,,,,,,,,66536.0,190.0,,,,,,,,,,,18.57,-96.41,11419.0,20.0,13.56,7.78,-96.41
2,3673,22994,2022-08-10 21:35:34.118732,40.809288,-111.405205,,,Handover Success,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,3674,23008,2022-08-10 21:35:34.400000,40.809326,-111.405121,19.398,0.295,,884.55,190.0,20.54,0.0,-82.27,10.0,15.62,12.79,0.358,-82.27,,,,,,,,31.527,,,,,,,,66536.0,190.0,,,,,,,,,,,20.25,-99.09,18439.0,20.0,19.0,2.7,-99.09
4,3675,23013,2022-08-10 21:35:34.900000,40.809399,-111.404984,29.393,0.275,,884.55,190.0,21.56,0.0,-79.95,10.0,16.86,11.11,0.307,-79.95,,,,,,,,0.354,,,,,,,,66536.0,190.0,,,,,,,,,,,19.0,-100.21,17213.0,20.0,22.0,4.65,-100.21
5,3676,23018,2022-08-10 21:35:35.400000,40.809475,-111.404839,42.973,0.271,,,,21.63,0.0,,,14.89,4.76,0.407,,,,,,,,,4.602,,,,,,,,66536.0,190.0,,,,,,,,,,,16.25,-104.09,16893.0,20.0,21.05,2.25,-104.09
6,3677,23023,2022-08-10 21:35:35.900000,40.809555,-111.404694,59.725,0.328,,,,22.17,14.29,,,15.33,17.5,0.196,,,,,,,,,10.86,,,,,,,,66536.0,190.0,,,,,,,,,,,15.6,-94.46,20490.0,20.0,23.88,10.45,-94.46
7,3678,23028,2022-08-10 21:35:36.400000,40.809639,-111.404549,78.538,0.406,,,,21.43,0.0,,,12.17,0.0,0.519,,,,,,,,,1.06,,,,,,,,66536.0,190.0,,,,,,,,,,,19.0,-103.85,25432.0,20.0,13.1,26.83,-103.85
8,3679,23033,2022-08-10 21:35:36.900000,40.809723,-111.404411,82.231,0.413,,,,20.17,14.29,,,13.42,11.63,0.366,,,,,,,,,32.303,,,,,,,,66536.0,190.0,,,,,,,,,,,12.71,-107.59,25824.0,20.0,11.28,18.58,-107.59
9,3680,23038,2022-08-10 21:35:37.400000,40.809811,-111.404274,76.191,0.741,,,,20.78,0.0,,,12.44,9.52,0.67,,,,,,,,,6.485,,,,,,,,66536.0,190.0,,,,,,,,,,,14.67,-107.14,46236.0,20.0,13.21,22.1,-107.14
