,level_0,index,TIME_STAMP,Lat,Lon,Smart Phone Smart Throughput Mobile Network DL Throughput [Mbps],Smart Phone Smart Throughput Mobile Network UL Throughput [Mbps],Event 5G-NR/LTE Events,5G KPI PCell RF Frequency [MHz],5G KPI PCell RF Serving PCI,5G KPI PCell Layer1 UL MCS (Avg),5G KPI PCell Layer1 UL BLER [%],5G KPI PCell RF Serving SS-RSRP [dBm],5G KPI PCell RF BandWidth,5G KPI PCell Layer1 DL MCS (Avg),5G KPI PCell Layer1 DL BLER [%],5G KPI PCell Layer2 MAC UL Throughput [Mbps],5G KPI PCell RF Serving SS-RSRP [dBm],5G KPI SCell[1] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[2] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[3] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[4] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[5] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[6] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[7] Layer2 MAC UL Throughput [Mbps],5G KPI PCell Layer2 MAC DL Throughput [Mbps],5G KPI SCell[1] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[2] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[3] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[4] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[5] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[6] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[7] Layer2 MAC DL Throughput [Mbps],LTE KPI PCell Serving EARFCN(DL),LTE KPI PCell Serving PCI,LTE KPI PCell MAC DL Throughput[Mbps],LTE KPI PCell MAC UL Throughput[Mbps],LTE KPI SCell[1] MAC DL Throughput[Mbps],LTE KPI SCell[2] MAC DL Throughput[Mbps],LTE KPI SCell[3] MAC DL Throughput[Mbps],LTE KPI SCell[4] MAC DL Throughput[Mbps],LTE KPI SCell[1] MAC UL Throughput[Mbps],LTE KPI SCell[2] MAC UL Throughput[Mbps],LTE KPI SCell[3] MAC UL Throughput[Mbps],LTE KPI SCell[4] MAC UL Throughput[Mbps],LTE KPI PCell UL MCS,LTE KPI PCell Serving RSRP[dBm],Smart Phone Smart Throughput Mobile Network Tx Byte,LTE KPI PCell Serving BandWidth(DL),LTE KPI PCell DL MCS0,LTE KPI PDSCH BLER[%],LTE KPI PCell Serving RSRP[dBm]
0,11458,69875,2022-08-12 19:34:19.127590,41.439384,-95.614685,,,Handover Success,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,11459,69888,2022-08-12 19:34:19.300000,41.439411,-95.614624,5.472,0.104,,,,20.36,8.33,,,14.85,9.09,0.191,,,,,,,,,3.741,,,,,,,,66586.0,325.0,,,,,,,,,,,,-94.49,6497.0,10.0,,,-94.49
2,11460,69893,2022-08-12 19:34:19.800000,41.439491,-95.614449,7.97,0.122,,,,19.9,9.09,,,15.65,0.0,0.181,,,,,,,,,11.347,,,,,,,,66586.0,325.0,,,,,,,,,,,20.63,-93.38,7658.0,10.0,19.11,11.11,-93.38
3,11461,69898,2022-08-12 19:34:20.300000,41.439564,-95.614281,14.766,0.182,,,,21.0,0.0,,,13.22,14.75,0.286,,,,,,,,,13.742,,,,,,,,66586.0,325.0,,,,,,,,,,,23.0,-92.84,11324.0,10.0,19.38,22.99,-92.84
4,11462,69903,2022-08-12 19:34:20.800000,41.43964,-95.614113,16.999,0.168,,874.85,341.0,14.56,10.0,-91.8,10.0,8.94,2.7,0.172,-91.8,,,,,,,,3.73,,,,,,,,66586.0,325.0,,,,,,,,,,,16.5,-90.23,10488.0,10.0,14.52,3.33,-90.23
5,11463,69908,2022-08-12 19:34:21.300000,41.43972,-95.613945,14.297,0.172,,874.85,341.0,9.2,11.76,-100.19,10.0,1.0,0.0,0.221,-100.19,,,,,,,,0.006,,,,,,,,66586.0,325.0,,,,,,,,,,,17.1,-88.69,10766.0,10.0,22.83,15.0,-88.69
6,11464,69913,2022-08-12 19:34:21.800000,41.4398,-95.61377,14.034,0.194,,874.85,341.0,5.13,0.0,-100.55,10.0,7.0,62.5,0.143,-100.55,,,,,,,,0.032,,,,,,,,66586.0,325.0,,,,,,,,,,,23.5,-86.74,12080.0,10.0,19.69,13.95,-86.74
7,11465,69918,2022-08-12 19:34:22.300000,41.439873,-95.613609,16.851,0.198,,,,13.6,0.0,,,4.17,12.5,0.096,,,,,,,,,0.098,,,,,,,,66586.0,325.0,,,,,,,,,,,24.17,-86.39,12422.0,10.0,18.67,6.07,-86.39
8,11466,69923,2022-08-12 19:34:22.800000,41.439949,-95.613441,18.429,0.207,,874.85,341.0,9.07,17.65,-98.82,10.0,5.14,33.33,0.171,-98.82,,,,,,,,0.145,,,,,,,,66586.0,325.0,,,,,,,,,,,24.33,-88.69,12890.0,10.0,20.76,3.06,-88.69
9,11467,69928,2022-08-12 19:34:23.300000,41.440029,-95.613281,20.655,0.22,,874.85,341.0,7.8,9.09,-101.8,10.0,0.0,0.0,0.145,-101.8,,,,,,,,0.009,,,,,,,,66586.0,325.0,,,,,,,,,,,23.86,-87.42,13750.0,10.0,21.77,0.53,-87.42
