,level_0,index,TIME_STAMP,Lat,Lon,Smart Phone Smart Throughput Mobile Network DL Throughput [Mbps],Smart Phone Smart Throughput Mobile Network UL Throughput [Mbps],Event 5G-NR/LTE Events,5G KPI PCell RF Frequency [MHz],5G KPI PCell RF Serving PCI,5G KPI PCell Layer1 UL MCS (Avg),5G KPI PCell Layer1 UL BLER [%],5G KPI PCell RF Serving SS-RSRP [dBm],5G KPI PCell RF BandWidth,5G KPI PCell Layer1 DL MCS (Avg),5G KPI PCell Layer1 DL BLER [%],5G KPI PCell Layer2 MAC UL Throughput [Mbps],5G KPI PCell RF Serving SS-RSRP [dBm],5G KPI SCell[1] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[2] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[3] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[4] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[5] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[6] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[7] Layer2 MAC UL Throughput [Mbps],5G KPI PCell Layer2 MAC DL Throughput [Mbps],5G KPI SCell[1] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[2] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[3] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[4] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[5] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[6] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[7] Layer2 MAC DL Throughput [Mbps],LTE KPI PCell Serving EARFCN(DL),LTE KPI PCell Serving PCI,LTE KPI PCell MAC DL Throughput[Mbps],LTE KPI PCell MAC UL Throughput[Mbps],LTE KPI SCell[1] MAC DL Throughput[Mbps],LTE KPI SCell[2] MAC DL Throughput[Mbps],LTE KPI SCell[3] MAC DL Throughput[Mbps],LTE KPI SCell[4] MAC DL Throughput[Mbps],LTE KPI SCell[1] MAC UL Throughput[Mbps],LTE KPI SCell[2] MAC UL Throughput[Mbps],LTE KPI SCell[3] MAC UL Throughput[Mbps],LTE KPI SCell[4] MAC UL Throughput[Mbps],LTE KPI PCell UL MCS,LTE KPI PCell Serving RSRP[dBm],Smart Phone Smart Throughput Mobile Network Tx Byte,LTE KPI PCell Serving BandWidth(DL),LTE KPI PCell DL MCS0,LTE KPI PDSCH BLER[%],LTE KPI PCell Serving RSRP[dBm]
0,17798,110149,2022-08-14 17:53:38.200000,41.151169,-81.787918,14.355,0.297,,,,9.58,3.7,,,5.53,0.0,0.519,,,,,,,,,24.837,,,,,,,,66786.0,272.0,,,,,,,,,,,4.4,-107.59,18514.0,20.0,7.33,5.0,-107.59
1,17799,110154,2022-08-14 17:53:38.700000,41.151325,-81.787857,14.452,0.283,,3730.08,272.0,7.33,10.0,-109.1,,7.5,3.45,0.184,-109.1,,,,,,,,18.24,,,,,,,,66786.0,272.0,,,,,,,,,,,5.67,-105.62,17684.0,20.0,9.98,5.29,-105.62
2,17800,110159,2022-08-14 17:53:39.200000,41.151485,-81.787788,23.054,0.273,,,,7.42,14.29,,,8.26,22.5,0.219,,,,,,,,,21.151,,,,,,,,66786.0,272.0,,,,,,,,,,,10.5,-109.57,17035.0,20.0,7.91,7.59,-109.57
3,17801,110164,2022-08-14 17:53:39.700000,41.151646,-81.787727,16.897,0.159,,,,2.14,6.67,,,3.26,14.29,0.224,,,,,,,,,22.351,,,,,,,,66786.0,272.0,,,,,,,,,,,2.2,-107.61,9968.0,20.0,7.76,5.88,-107.61
4,17802,110169,2022-08-14 17:53:40.200000,41.151806,-81.787659,26.269,0.272,,3730.08,272.0,5.69,13.33,-110.2,,4.41,17.74,0.117,-110.2,,,,,,,,21.258,,,,,,,,66786.0,272.0,,,,,,,,,,,4.5,-106.49,16987.0,20.0,10.87,12.31,-106.49
5,17803,110174,2022-08-14 17:53:40.700000,41.151966,-81.787598,27.853,0.247,,3730.08,272.0,2.71,0.0,-106.51,,5.6,2.86,0.175,-106.51,,,,,,,,36.045,,,,,,,,66786.0,272.0,,,,,,,,,,,10.0,-108.46,15461.0,20.0,9.91,7.01,-108.46
6,17804,110179,2022-08-14 17:53:41.200000,41.15213,-81.787529,20.632,0.189,,,,0.87,11.76,,,2.7,13.67,0.085,,,,,,,,,18.019,,,,,,,,66786.0,272.0,,,,,,,,,,,4.0,-109.36,11784.0,20.0,9.5,13.48,-109.36
7,17805,110184,2022-08-14 17:53:41.700000,41.152294,-81.787468,19.718,0.205,,3730.08,272.0,2.43,30.0,-106.22,,1.75,12.96,0.085,-106.22,,,,,,,,10.434,,,,,,,,66786.0,272.0,,,,,,,,,,,4.2,-108.19,12837.0,20.0,10.91,5.04,-108.19
8,17806,110189,2022-08-14 17:53:42.200000,41.152454,-81.787407,24.562,0.244,,3730.08,272.0,2.32,0.0,-107.5,,3.92,13.33,0.189,-107.5,,,,,,,,20.954,,,,,,,,66786.0,272.0,,,,,,,,,,,5.25,-108.38,15268.0,20.0,6.46,12.73,-108.38
9,17807,110194,2022-08-14 17:53:42.700000,41.152615,-81.787346,41.012,0.238,,3730.08,272.0,2.13,8.57,-109.36,,5.82,32.0,0.165,-109.36,,,,,,,,15.442,,,,,,,,66786.0,272.0,,,,,,,,,,,2.0,-106.97,14844.0,20.0,9.69,10.29,-106.97
10,17808,110199,2022-08-14 17:53:43.200000,41.152782,-81.787285,44.738,0.301,,3730.08,272.0,4.75,20.0,-109.96,,6.8,25.0,0.09,-109.96,,,,,,,,60.463,,,,,,,,66786.0,272.0,,,,,,,,,,,6.5,-109.38,18850.0,20.0,5.46,7.57,-109.38
11,17809,110204,2022-08-14 17:53:43.700000,41.152946,-81.787224,58.628,0.319,,3730.08,272.0,5.63,5.88,-111.4,,5.85,11.22,0.127,-111.4,,,,,,,,43.861,,,,,,,,66786.0,272.0,,,,,,,,,,,5.83,-107.27,19930.0,20.0,6.33,2.98,-107.27
12,17810,110209,2022-08-14 17:53:44.200000,41.153111,-81.787178,53.549,0.308,,3730.08,272.0,7.45,8.33,-110.43,,6.71,12.17,0.248,-110.43,,,,,,,,59.98,,,,,,,,66786.0,272.0,,,,,,,,,,,5.4,-109.88,19214.0,20.0,9.17,12.06,-109.88
13,17811,110214,2022-08-14 17:53:44.700000,41.153275,-81.787125,59.879,0.377,,,,7.22,14.29,,,7.84,8.33,0.394,,,,,,,,,42.863,,,,,,,,66786.0,272.0,,,,,,,,,,,8.33,-109.47,23586.0,20.0,9.31,6.57,-109.47
14,17812,110219,2022-08-14 17:53:45.200000,41.153442,-81.787071,28.43,0.182,,3730.08,272.0,7.5,12.5,-108.67,,0.3,0.0,0.201,-108.67,,,,,,,,0.07,,,,,,,,66786.0,272.0,,,,,,,,,,,8.5,-109.69,11397.0,20.0,7.09,3.67,-109.69
15,17813,110224,2022-08-14 17:53:45.700000,41.153606,-81.78701,50.115,0.272,,3730.08,272.0,8.93,6.67,-111.02,,3.97,0.0,0.19,-111.02,,,,,,,,58.278,,,,,,,,66786.0,272.0,,,,,,,,,,,6.33,-110.33,16962.0,20.0,8.4,8.21,-110.33
16,17814,110229,2022-08-14 17:53:46.200000,41.153763,-81.786957,64.66,0.36,,,,6.21,0.0,,,4.75,4.8,0.324,,,,,,,,,59.34,,,,,,,,66786.0,272.0,,,,,,,,,,,10.6,-108.42,22502.0,20.0,11.25,14.59,-108.42
17,17815,110234,2022-08-14 17:53:46.700000,41.153923,-81.786896,76.907,0.331,,,,8.44,0.0,,,5.2,11.11,0.508,,,,,,,,,66.495,,,,,,,,66786.0,272.0,,,,,,,,,,,7.75,-108.95,20687.0,20.0,8.32,8.74,-108.95
18,17816,110239,2022-08-14 17:53:47.200000,41.154091,-81.78685,45.228,0.248,,3730.08,272.0,8.0,13.33,-111.71,,4.64,16.45,0.235,-111.71,,,,,,,,57.249,,,,,,,,66786.0,272.0,,,,,,,,,,,2.0,-111.84,15521.0,20.0,7.67,7.63,-111.84
19,17817,110244,2022-08-14 17:53:47.700000,41.154255,-81.786797,55.955,0.285,,,,6.76,0.0,,,7.82,9.35,0.32,,,,,,,,,102.607,,,,,,,,66786.0,272.0,,,,,,,,,,,4.25,-110.5,17790.0,20.0,8.14,7.55,-110.5
20,17818,110249,2022-08-14 17:53:48.200000,41.154419,-81.786743,79.74,0.48,,3730.08,272.0,9.76,5.56,-111.84,,4.37,0.0,0.298,-111.84,,,,,,,,70.847,,,,,,,,66786.0,272.0,,,,,,,,,,,1.8,-110.17,30009.0,20.0,9.04,2.88,-110.17
21,17819,110254,2022-08-14 17:53:48.700000,41.154583,-81.786697,102.086,0.477,,3730.08,272.0,8.85,13.33,-108.46,60.0,12.15,44.12,0.301,-108.46,,,,,,,,91.539,,,,,,,,66786.0,272.0,,,,,,,,,,,11.0,-108.97,29841.0,20.0,10.57,13.85,-108.97
22,17820,110259,2022-08-14 17:53:49.200000,41.154743,-81.786652,94.136,0.396,,3730.08,272.0,10.0,0.0,-104.74,60.0,15.86,11.46,1.184,-104.74,,,,,,,,125.186,,,,,,,,66786.0,272.0,,,,,,,,,,,20.0,-103.92,24722.0,20.0,12.63,4.3,-103.92
23,17821,110264,2022-08-14 17:53:49.700000,41.154903,-81.786606,84.386,0.377,,,,9.33,25.0,,,8.96,9.79,0.248,,,,,,,,,118.191,,,,,,,,66786.0,272.0,,,,,,,,,,,15.4,-110.65,23577.0,20.0,13.64,10.62,-110.65
24,17822,110269,2022-08-14 17:53:50.200000,41.155071,-81.78656,129.046,0.554,,,,8.5,0.0,,,9.47,13.22,0.034,,,,,,,,,106.632,,,,,,,,66786.0,272.0,,,,,,,,,,,,-110.29,34645.0,20.0,16.26,9.4,-110.29
25,17823,110274,2022-08-14 17:53:50.700000,41.155239,-81.786507,17.693,0.096,,3730.08,272.0,8.0,0.0,-108.43,60.0,8.69,18.87,0.042,-108.43,,,,,,,,95.589,,,,,,,,66786.0,272.0,,,,,,,,,,,,-109.46,5999.0,20.0,10.0,14.58,-109.46
26,17824,110279,2022-08-14 17:53:51.200000,41.155407,-81.786461,82.077,0.337,,,,12.5,14.29,,,8.2,0.0,0.253,,,,,,,,,8.162,,,,,,,,66786.0,272.0,,,,,,,,,,,,-108.55,21007.0,20.0,9.67,0.0,-108.55
27,17825,110284,2022-08-14 17:53:51.700000,41.155575,-81.786415,97.357,0.47,,,,9.83,7.69,,,9.94,25.36,0.499,,,,,,,,,94.726,,,,,,,,66786.0,272.0,,,,,,,,,,,2.0,-105.34,29375.0,20.0,11.78,9.57,-105.34
28,17826,110289,2022-08-14 17:53:52.200000,41.155735,-81.786369,121.743,0.186,,,,12.2,16.67,,,11.47,0.0,0.126,,,,,,,,,58.796,,,,,,,,66786.0,272.0,,,,,,,,,,,5.67,-109.16,11655.0,20.0,7.35,8.57,-109.16
29,17827,110294,2022-08-14 17:53:52.700000,41.155895,-81.786331,85.935,0.017,,3730.08,272.0,6.5,33.33,-110.19,60.0,0.2,0.0,0.014,-110.19,,,,,,,,0.032,,,,,,,,66786.0,272.0,,,,,,,,,,,,-108.89,1062.0,20.0,10.38,21.43,-108.89
30,17828,110309,2022-08-14 17:53:54.200000,41.156399,-81.786201,1.891,0.046,,,,8.33,33.33,,,,,0.065,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,1.5,,2913.0,,3.49,7.27,
31,17829,110314,2022-08-14 17:53:54.700000,41.156567,-81.786163,38.244,0.234,,3730.08,272.0,3.25,11.11,-111.34,60.0,0.6,0.0,0.226,-111.34,,,,,,,,0.023,,,,,,,,66786.0,272.0,,,,,,,,,,,,-111.84,14577.0,20.0,6.12,13.64,-111.84
