,level_0,index,TIME_STAMP,Lat,Lon,Smart Phone Smart Throughput Mobile Network DL Throughput [Mbps],Smart Phone Smart Throughput Mobile Network UL Throughput [Mbps],Event 5G-NR/LTE Events,5G KPI PCell RF Frequency [MHz],5G KPI PCell RF Serving PCI,5G KPI PCell Layer1 UL MCS (Avg),5G KPI PCell Layer1 UL BLER [%],5G KPI PCell RF Serving SS-RSRP [dBm],5G KPI PCell RF BandWidth,5G KPI PCell Layer1 DL MCS (Avg),5G KPI PCell Layer1 DL BLER [%],5G KPI PCell Layer2 MAC UL Throughput [Mbps],5G KPI PCell RF Serving SS-RSRP [dBm],5G KPI SCell[1] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[2] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[3] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[4] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[5] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[6] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[7] Layer2 MAC UL Throughput [Mbps],5G KPI PCell Layer2 MAC DL Throughput [Mbps],5G KPI SCell[1] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[2] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[3] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[4] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[5] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[6] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[7] Layer2 MAC DL Throughput [Mbps],LTE KPI PCell Serving EARFCN(DL),LTE KPI PCell Serving PCI,LTE KPI PCell MAC DL Throughput[Mbps],LTE KPI PCell MAC UL Throughput[Mbps],LTE KPI SCell[1] MAC DL Throughput[Mbps],LTE KPI SCell[2] MAC DL Throughput[Mbps],LTE KPI SCell[3] MAC DL Throughput[Mbps],LTE KPI SCell[4] MAC DL Throughput[Mbps],LTE KPI SCell[1] MAC UL Throughput[Mbps],LTE KPI SCell[2] MAC UL Throughput[Mbps],LTE KPI SCell[3] MAC UL Throughput[Mbps],LTE KPI SCell[4] MAC UL Throughput[Mbps],LTE KPI PCell UL MCS,LTE KPI PCell Serving RSRP[dBm],Smart Phone Smart Throughput Mobile Network Tx Byte,LTE KPI PCell Serving BandWidth(DL),LTE KPI PCell DL MCS0,LTE KPI PDSCH BLER[%],LTE KPI PCell Serving RSRP[dBm]
0,19573,122949,2022-08-15 15:13:54.300000,43.10025,-77.503021,2.545,0.071,,,,,,,,,,,,,,,,,,,,,,,,,,,5230.0,41.0,,,,,,,,,,,10.33,-107.32,4460.0,10.0,3.75,42.42,-107.32
1,19574,122954,2022-08-15 15:13:54.800000,43.100124,-77.502945,2.406,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,5230.0,41.0,,,,,,,,,,,9.75,-108.18,3090.0,10.0,3.42,9.55,-108.18
2,19575,122959,2022-08-15 15:13:55.300000,43.099998,-77.502869,2.491,0.061,,,,,,,,,,,,,,,,,,,,,,,,,,,5230.0,41.0,,,,,,,,,,,7.89,-108.47,3843.0,10.0,3.24,20.66,-108.47
3,19576,122964,2022-08-15 15:13:55.800000,43.099876,-77.502792,2.33,0.049,,,,,,,,,,,,,,,,,,,,,,,,,,,5230.0,41.0,,,,,,,,,,,8.92,-110.09,3068.0,10.0,2.43,3.59,-110.09
4,19577,122969,2022-08-15 15:13:56.300000,43.099758,-77.502724,3.176,0.077,,,,,,,,,,,,,,,,,,,,,,,,,,,5230.0,41.0,,,,,,,,,,,5.0,-110.38,4798.0,10.0,2.76,8.06,-110.38
5,19578,122974,2022-08-15 15:13:56.800000,43.09964,-77.502647,1.942,0.033,,,,,,,,,,,,,,,,,,,,,,,,,,,5230.0,41.0,,,,,,,,,,,7.0,-111.26,2080.0,10.0,3.43,10.71,-111.26
6,19579,122979,2022-08-15 15:13:57.300000,43.099522,-77.502571,0.866,0.033,,,,,,,,,,,,,,,,,,,,,,,,,,,5230.0,41.0,,,,,,,,,,,6.14,-111.46,2050.0,10.0,0.89,7.02,-111.46
7,19580,122985,2022-08-15 15:13:57.800000,43.099403,-77.502502,0.641,0.008,,,,,,,,,,,,,,,,,,,,,,,,,,,5230.0,41.0,,,,,,,,,,,6.0,-111.53,468.0,10.0,0.14,0.0,-111.53
8,19581,122991,2022-08-15 15:13:58.300000,43.099281,-77.502441,0.503,0.033,,,,,,,,,,,,,,,,,,,,,,,,,,,5230.0,41.0,,,,,,,,,,,10.52,-113.65,2052.0,10.0,3.35,13.04,-113.65
9,19582,123008,2022-08-15 15:13:59.493226,43.098991,-77.502274,,,Handover Success,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,19583,123027,2022-08-15 15:14:00.800000,43.098663,-77.502121,5.395,0.141,,,,,,,,,,,,,,,,,,,,,,,,,,,5230.0,375.0,,,,,,,,,,,11.0,-106.29,8814.0,10.0,3.23,5.66,-106.29
11,19584,123032,2022-08-15 15:14:01.300000,43.098541,-77.502068,9.781,0.061,,,,,,,,,,,,,,,,,,,,,,,,,,,5230.0,375.0,,,,,,,,,,,9.0,-106.24,3790.0,10.0,0.58,2.7,-106.24
12,19585,123037,2022-08-15 15:14:01.800000,43.098415,-77.502014,9.964,0.112,,,,,,,,,,,,,,,,,,,,,,,,,,,5230.0,375.0,,,,,,,,,,,4.41,-107.47,7021.0,10.0,,,-107.47
13,19586,123042,2022-08-15 15:14:02.300000,43.098289,-77.501968,17.275,0.182,,,,,,,,,,,,,,,,,,,,,,,,,,,5230.0,375.0,,,,,,,,,,,7.0,-107.14,11350.0,10.0,1.27,9.13,-107.14
14,19587,123047,2022-08-15 15:14:02.800000,43.098167,-77.501923,13.885,0.156,,,,,,,,,,,,,,,,,,,,,,,,,,,5230.0,375.0,,,,,,,,,,,2.92,-108.38,9805.0,10.0,3.37,5.31,-108.38
15,19588,123052,2022-08-15 15:14:03.300000,43.098042,-77.501869,19.354,0.185,,,,,,,,,,,,,,,,,,,,,,,,,,,5230.0,375.0,,,,,,,,,,,4.0,-109.16,11522.0,10.0,0.9,3.88,-109.16
16,19589,123057,2022-08-15 15:14:03.800000,43.097916,-77.501831,14.76,0.156,,,,,,,,,,,,,,,,,,,,,,,,,,,5230.0,375.0,,,,,,,,,,,6.5,-109.15,9778.0,10.0,0.0,12.58,-109.15
17,19590,123062,2022-08-15 15:14:04.300000,43.09779,-77.501793,9.436,0.112,,,,,,,,,,,,,,,,,,,,,,,,,,,5230.0,375.0,,,,,,,,,,,5.64,-111.28,6997.0,10.0,0.0,3.75,-111.28
18,19591,123067,2022-08-15 15:14:04.800000,43.097664,-77.501747,6.969,0.047,,,,,,,,,,,,,,,,,,,,,,,,,,,5230.0,375.0,,,,,,,,,,,7.37,-112.81,2951.0,10.0,3.61,2.91,-112.81
19,19592,123072,2022-08-15 15:14:05.300000,43.097542,-77.501701,13.591,0.113,,,,,,,,,,,,,,,,,,,,,,,,,,,5230.0,375.0,,,,,,,,,,,5.78,-112.53,7051.0,10.0,2.07,21.98,-112.53
20,19593,123077,2022-08-15 15:14:05.800000,43.097412,-77.501663,4.808,0.052,,,,,,,,,,,,,,,,,,,,,,,,,,,5230.0,375.0,,,,,,,,,,,3.74,-114.16,3265.0,10.0,1.0,4.5,-114.16
21,19594,123082,2022-08-15 15:14:06.300000,43.097279,-77.501617,7.608,0.084,,,,,,,,,,,,,,,,,,,,,,,,,,,5230.0,375.0,,,,,,,,,,,3.82,-114.32,5231.0,10.0,3.11,1.83,-114.32
22,19595,123087,2022-08-15 15:14:06.800000,43.097153,-77.501587,13.869,0.158,,,,,,,,,,,,,,,,,,,,,,,,,,,5230.0,375.0,,,,,,,,,,,,-112.71,9904.0,10.0,1.17,10.83,-112.71
23,19596,123092,2022-08-15 15:14:07.300000,43.097031,-77.501549,11.036,0.113,,,,,,,,,,,,,,,,,,,,,,,,,,,5230.0,375.0,,,,,,,,,,,6.54,-110.02,7056.0,10.0,2.56,4.82,-110.02
24,19597,123097,2022-08-15 15:14:07.800000,43.096893,-77.501511,19.261,0.215,,,,,,,,,,,,,,,,,,,,,,,,,,,5230.0,375.0,,,,,,,,,,,8.44,-108.69,13446.0,10.0,1.0,8.85,-108.69
25,19598,123102,2022-08-15 15:14:08.300000,43.09676,-77.50148,21.911,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,5230.0,375.0,,,,,,,,,,,5.33,-107.15,15624.0,10.0,1.4,9.22,-107.15
26,19599,123107,2022-08-15 15:14:08.800000,43.09663,-77.501442,23.623,0.231,,,,,,,,,,,,,,,,,,,,,,,,,,,5230.0,375.0,,,,,,,,,,,6.14,-106.17,14460.0,10.0,3.26,7.25,-106.17
27,19600,123112,2022-08-15 15:14:09.300000,43.0965,-77.501404,21.594,0.285,,,,,,,,,,,,,,,,,,,,,,,,,,,5230.0,375.0,,,,,,,,,,,4.56,-104.67,17772.0,10.0,2.68,12.96,-104.67
28,19601,123117,2022-08-15 15:14:09.800000,43.096375,-77.501358,19.822,0.202,,,,,,,,,,,,,,,,,,,,,,,,,,,5230.0,375.0,,,,,,,,,,,4.82,-104.08,12639.0,10.0,2.56,7.87,-104.08
29,19602,123122,2022-08-15 15:14:10.300000,43.096249,-77.50132,18.906,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,5230.0,375.0,,,,,,,,,,,8.06,-104.41,10012.0,10.0,3.42,11.65,-104.41
30,19603,123127,2022-08-15 15:14:10.800000,43.096123,-77.501282,15.087,0.148,,,,,,,,,,,,,,,,,,,,,,,,,,,5230.0,375.0,,,,,,,,,,,9.59,-105.25,9230.0,10.0,2.39,6.53,-105.25
31,19604,123132,2022-08-15 15:14:11.300000,43.096001,-77.501251,12.772,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,5230.0,375.0,,,,,,,,,,,4.0,-107.63,8742.0,10.0,0.72,9.72,-107.63
32,19605,123137,2022-08-15 15:14:11.800000,43.095875,-77.501221,7.564,0.068,,,,,,,,,,,,,,,,,,,,,,,,,,,5230.0,375.0,,,,,,,,,,,3.95,-108.28,4241.0,10.0,1.87,3.09,-108.28
33,19606,123142,2022-08-15 15:14:12.300000,43.095749,-77.501183,3.998,0.046,,,,,,,,,,,,,,,,,,,,,,,,,,,5230.0,375.0,,,,,,,,,,,3.7,-108.69,2887.0,10.0,1.87,27.48,-108.69
34,19607,123147,2022-08-15 15:14:12.512495,43.095695,-77.501167,,,Handover Success,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,19608,123155,2022-08-15 15:14:12.800000,43.095619,-77.501144,1.051,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,5230.0,423.0,,,,,,,,,,,12.7,-107.25,624.0,10.0,3.86,8.42,-107.25
36,19609,123160,2022-08-15 15:14:13.300000,43.09549,-77.501106,1.554,0.034,,,,,,,,,,,,,,,,,,,,,,,,,,,5230.0,423.0,,,,,,,,,,,13.57,-107.2,2156.0,10.0,2.46,0.0,-107.2
37,19610,123168,2022-08-15 15:14:13.817995,43.09536,-77.501068,,,Handover Success,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,19611,123184,2022-08-15 15:14:14.404017,43.095215,-77.50103,,,Handover Success,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,19612,123202,2022-08-15 15:14:15.800000,43.094856,-77.500931,9.163,0.174,,,,,,,,,,,,,,,,,,,,,,,,,,,1025.0,31.0,,,,,,,,,,,15.09,-102.46,10878.0,5.0,9.03,17.95,-102.46
40,19613,123207,2022-08-15 15:14:16.300000,43.09473,-77.5009,6.032,0.097,,,,,,,,,,,,,,,,,,,,,,,,,,,1025.0,31.0,,,,,,,,,,,15.5,-93.79,6056.0,5.0,12.58,0.0,-93.79
41,19614,123215,2022-08-15 15:14:16.900000,43.094578,-77.500847,4.834,0.084,,3730.08,335.0,0.0,0.0,,60.0,0.0,0.0,0.003,,,,,,,,,0.0,,,,,,,,1025.0,31.0,,,,,,,,,,,8.0,-96.38,5276.0,5.0,7.9,36.11,-96.38
42,19615,123216,2022-08-15 15:14:16.909817,43.094578,-77.500847,,,NR SCG Addition Success	 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,19616,123227,2022-08-15 15:14:17.300000,43.094479,-77.500816,4.212,0.08,,3730.08,335.0,3.0,66.67,-115.33,60.0,5.26,66.67,0.01,-115.33,,,,,,,,4.362,,,,,,,,1025.0,31.0,,,,,,,,,,,15.5,-91.63,5016.0,5.0,15.07,20.0,-91.63
44,19617,123232,2022-08-15 15:14:17.800000,43.094349,-77.500778,6.091,0.131,,,,0.0,28.57,,,0.0,69.14,0.011,,,,,,,,,1.985,,,,,,,,1025.0,31.0,,,,,,,,,,,13.67,-96.38,8188.0,5.0,18.61,11.63,-96.38
45,19618,123237,2022-08-15 15:14:18.300000,43.094219,-77.500748,5.775,0.15,,3730.08,335.0,0.0,0.0,-118.91,60.0,0.0,92.65,0.002,-118.91,,,,,,,,0.453,,,,,,,,1025.0,31.0,,,,,,,,,,,13.0,-95.09,9406.0,5.0,18.48,5.75,-95.09
46,19619,123243,2022-08-15 15:14:18.800000,43.094093,-77.500717,8.883,0.161,,3730.08,335.0,0.0,50.0,-123.08,60.0,1.75,33.33,0.005,-123.08,,,,,,,,0.356,,,,,,,,1025.0,31.0,,,,,,,,,,,,-91.27,10036.0,5.0,9.5,21.74,-91.27
47,19620,123249,2022-08-15 15:14:19.300000,43.093971,-77.500679,0.874,0.066,,,,,,,,,,,,,,,,,,,,,,,,,,,1025.0,31.0,,,,,,,,,,,9.0,-94.51,4156.0,5.0,,,-94.51
48,19621,123254,2022-08-15 15:14:19.800000,43.093842,-77.500641,4.468,0.103,,,,,,,,,,,,,,,,,,,,,,,,,,,1025.0,31.0,,,,,,,,,,,10.67,-97.73,6396.0,5.0,13.44,1.1,-97.73
