,level_0,index,TIME_STAMP,Lat,Lon,Smart Phone Smart Throughput Mobile Network DL Throughput [Mbps],Smart Phone Smart Throughput Mobile Network UL Throughput [Mbps],Event 5G-NR/LTE Events,5G KPI PCell RF Frequency [MHz],5G KPI PCell RF Serving PCI,5G KPI PCell Layer1 UL MCS (Avg),5G KPI PCell Layer1 UL BLER [%],5G KPI PCell RF Serving SS-RSRP [dBm],5G KPI PCell RF BandWidth,5G KPI PCell Layer1 DL MCS (Avg),5G KPI PCell Layer1 DL BLER [%],5G KPI PCell Layer2 MAC UL Throughput [Mbps],5G KPI PCell RF Serving SS-RSRP [dBm],5G KPI SCell[1] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[2] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[3] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[4] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[5] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[6] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[7] Layer2 MAC UL Throughput [Mbps],5G KPI PCell Layer2 MAC DL Throughput [Mbps],5G KPI SCell[1] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[2] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[3] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[4] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[5] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[6] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[7] Layer2 MAC DL Throughput [Mbps],LTE KPI PCell Serving EARFCN(DL),LTE KPI PCell Serving PCI,LTE KPI PCell MAC DL Throughput[Mbps],LTE KPI PCell MAC UL Throughput[Mbps],LTE KPI SCell[1] MAC DL Throughput[Mbps],LTE KPI SCell[2] MAC DL Throughput[Mbps],LTE KPI SCell[3] MAC DL Throughput[Mbps],LTE KPI SCell[4] MAC DL Throughput[Mbps],LTE KPI SCell[1] MAC UL Throughput[Mbps],LTE KPI SCell[2] MAC UL Throughput[Mbps],LTE KPI SCell[3] MAC UL Throughput[Mbps],LTE KPI SCell[4] MAC UL Throughput[Mbps],LTE KPI PCell UL MCS,LTE KPI PCell Serving RSRP[dBm],Smart Phone Smart Throughput Mobile Network Tx Byte,LTE KPI PCell Serving BandWidth(DL),LTE KPI PCell DL MCS0,LTE KPI PDSCH BLER[%],LTE KPI PCell Serving RSRP[dBm]
0,23280,144585,2022-08-15 22:41:45.200000,42.347252,-71.232819,16.062,0.332,,3730.08,440.0,8.2,0.0,-96.98,60.0,10.96,0.0,0.579,-96.98,,,,,,,,15.171,,,,,,,,66536.0,448.0,,,,,,,,,,,15.5,-86.63,20768.0,20.0,,,-86.63
1,23281,144590,2022-08-15 22:41:45.700000,42.347275,-71.232643,16.898,0.276,,3730.08,440.0,10.8,0.0,-99.91,60.0,11.33,6.67,0.139,-99.91,,,,,,,,13.248,,,,,,,,66536.0,448.0,,,,,,,,,,,,-80.95,17269.0,20.0,,,-80.95
2,23282,144595,2022-08-15 22:41:46.200000,42.347301,-71.232468,25.796,0.243,,,,5.33,0.0,,,15.93,6.25,0.065,,,,,,,,,20.39,,,,,,,,66536.0,448.0,,,,,,,,,,,15.0,-85.02,15187.0,20.0,17.91,0.0,-85.02
3,23283,144600,2022-08-15 22:41:46.700000,42.347328,-71.2323,42.612,0.267,,,,6.18,8.33,,,14.02,0.0,0.236,,,,,,,,,53.705,,,,,,,,66536.0,448.0,,,,,,,,,,,12.67,-87.17,16708.0,20.0,18.27,4.44,-87.17
4,23284,144605,2022-08-15 22:41:47.200000,42.347351,-71.23214,69.527,0.351,,,,4.69,0.0,,,16.43,4.84,0.469,,,,,,,,,88.028,,,,,,,,66536.0,448.0,,,,,,,,,,,10.0,-87.73,21939.0,20.0,16.6,9.09,-87.73
5,23285,144610,2022-08-15 22:41:47.700000,42.347382,-71.231964,85.657,0.413,,,,3.86,0.0,,,17.13,3.33,0.596,,,,,,,,,98.276,,,,,,,,66536.0,448.0,,,,,,,,,,,18.0,-87.07,25790.0,20.0,15.46,3.2,-87.07
6,23286,144615,2022-08-15 22:41:48.200000,42.347408,-71.231789,123.586,0.479,,,,10.0,16.67,,,10.07,10.45,0.059,,,,,,,,,66.012,,,,,,,,66536.0,448.0,,,,,,,,,,,20.0,-87.73,29954.0,20.0,14.9,6.77,-87.73
7,23287,144620,2022-08-15 22:41:48.700000,42.347435,-71.231613,73.982,0.016,,3730.08,440.0,,,-98.73,60.0,,,0.0,-98.73,,,,,,,,0.0,,,,,,,,66536.0,448.0,,,,,,,,,,,,-91.01,1010.0,20.0,,,-91.01
8,23288,144630,2022-08-15 22:41:49.700000,42.347481,-71.231262,88.428,0.527,,3730.08,440.0,9.22,10.0,-95.71,60.0,13.65,0.0,0.68,-95.71,,,,,,,,108.602,,,,,,,,66536.0,448.0,,,,,,,,,,,13.67,-80.42,32959.0,20.0,16.31,14.44,-80.42
9,23289,144635,2022-08-15 22:41:50.200000,42.3475,-71.231087,136.318,0.593,,3730.08,440.0,5.6,0.0,-91.42,60.0,15.58,6.25,0.493,-91.42,,,,,,,,157.8,,,,,,,,66536.0,448.0,,,,,,,,,,,15.0,-93.51,37048.0,20.0,16.54,5.43,-93.51
