,level_0,index,TIME_STAMP,Lat,Lon,Smart Phone Smart Throughput Mobile Network DL Throughput [Mbps],Smart Phone Smart Throughput Mobile Network UL Throughput [Mbps],Event 5G-NR/LTE Events,5G KPI PCell RF Frequency [MHz],5G KPI PCell RF Serving PCI,5G KPI PCell Layer1 UL MCS (Avg),5G KPI PCell Layer1 UL BLER [%],5G KPI PCell RF Serving SS-RSRP [dBm],5G KPI PCell RF BandWidth,5G KPI PCell Layer1 DL MCS (Avg),5G KPI PCell Layer1 DL BLER [%],5G KPI PCell Layer2 MAC UL Throughput [Mbps],5G KPI PCell RF Serving SS-RSRP [dBm],5G KPI SCell[1] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[2] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[3] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[4] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[5] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[6] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[7] Layer2 MAC UL Throughput [Mbps],5G KPI PCell Layer2 MAC DL Throughput [Mbps],5G KPI SCell[1] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[2] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[3] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[4] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[5] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[6] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[7] Layer2 MAC DL Throughput [Mbps],LTE KPI PCell Serving EARFCN(DL),LTE KPI PCell Serving PCI,LTE KPI PCell MAC DL Throughput[Mbps],LTE KPI PCell MAC UL Throughput[Mbps],LTE KPI SCell[1] MAC DL Throughput[Mbps],LTE KPI SCell[2] MAC DL Throughput[Mbps],LTE KPI SCell[3] MAC DL Throughput[Mbps],LTE KPI SCell[4] MAC DL Throughput[Mbps],LTE KPI SCell[1] MAC UL Throughput[Mbps],LTE KPI SCell[2] MAC UL Throughput[Mbps],LTE KPI SCell[3] MAC UL Throughput[Mbps],LTE KPI SCell[4] MAC UL Throughput[Mbps],LTE KPI PCell UL MCS,LTE KPI PCell Serving RSRP[dBm],Smart Phone Smart Throughput Mobile Network Tx Byte,LTE KPI PCell Serving BandWidth(DL),LTE KPI PCell DL MCS0,LTE KPI PDSCH BLER[%],LTE KPI PCell Serving RSRP[dBm]
0,15260,91162,2022-08-13 02:03:45.400000,41.870998,-87.864517,3.635,0.065,,,,,,,,,,,,,,,,,,,,,,,,,,,66536.0,339.0,,,,,,,,,,,22.25,-76.81,4044.0,20.0,24.14,7.89,-76.81
1,15261,91167,2022-08-13 02:03:45.900000,41.871002,-87.864357,6.262,0.076,,,,,,,,,,,,,,,,,,,,,,,,,,,66536.0,339.0,,,,,,,,,,,23.63,-73.67,4756.0,20.0,10.25,0.0,-73.67
2,15262,91172,2022-08-13 02:03:46.170218,41.871006,-87.864273,,,Handover Success,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,15263,91186,2022-08-13 02:03:46.400000,41.87101,-87.864197,8.907,0.09,,,,20.19,2.63,,,13.83,19.23,0.964,,,,,,,,,17.314,,,,,,,,66536.0,339.0,,,,,,,,,,,,-83.28,5635.0,20.0,,,-83.28
4,15264,91191,2022-08-13 02:03:46.900000,41.871017,-87.864029,11.478,0.128,,,,20.0,0.0,,,12.55,6.25,0.864,,,,,,,,,14.767,,,,,,,,66536.0,339.0,,,,,,,,,,,,-80.44,8010.0,20.0,,,-80.44
5,15265,91196,2022-08-13 02:03:47.400000,41.871021,-87.863861,11.196,0.099,,,,20.0,0.0,,,9.09,0.0,0.836,,,,,,,,,17.414,,,,,,,,66536.0,339.0,,,,,,,,,,,,-84.94,6214.0,20.0,20.0,33.33,-84.94
6,15266,91201,2022-08-13 02:03:47.900000,41.871033,-87.863693,10.583,0.098,,3730.08,339.0,20.0,2.56,-77.02,60.0,6.77,2.56,0.825,-77.02,,,,,,,,21.764,,,,,,,,,,,,,,,,,,,,,,6142.0,,,,
7,15267,91206,2022-08-13 02:03:48.400000,41.87104,-87.863533,14.677,0.153,,3730.08,339.0,20.0,0.0,-76.33,60.0,9.92,15.15,0.872,-76.33,,,,,,,,20.636,,,,,,,,66536.0,339.0,,,,,,,,,,,,-83.5,9534.0,20.0,,,-83.5
8,15268,91211,2022-08-13 02:03:48.900000,41.87104,-87.863373,12.75,0.127,,3730.08,339.0,20.0,0.0,-75.52,60.0,4.68,0.0,0.869,-75.52,,,,,,,,17.172,,,,,,,,66536.0,339.0,,,,,,,,,,,23.0,-87.67,7910.0,20.0,24.25,46.15,-87.67
9,15269,91216,2022-08-13 02:03:49.400000,41.87104,-87.863213,10.836,0.106,,3730.08,339.0,20.0,0.0,-77.57,60.0,10.87,4.0,0.792,-77.57,,,,,,,,13.18,,,,,,,,66536.0,339.0,,,,,,,,,,,26.33,-96.13,6604.0,20.0,20.17,40.0,-96.13
10,15270,91221,2022-08-13 02:03:49.900000,41.871048,-87.863052,17.787,0.17,,3730.08,339.0,20.15,0.0,-78.99,60.0,11.05,10.29,0.874,-78.99,,,,,,,,22.346,,,,,,,,66536.0,339.0,,,,,,,,,,,19.6,-95.51,10646.0,20.0,,,-95.51
11,15271,91226,2022-08-13 02:03:50.400000,41.871052,-87.862892,17.95,0.142,,,,20.17,7.69,,,9.35,12.5,0.799,,,,,,,,,16.665,,,,,,,,66536.0,339.0,,,,,,,,,,,,-94.37,8842.0,20.0,,0.0,-94.37
12,15272,91231,2022-08-13 02:03:50.900000,41.871056,-87.862732,21.34,0.202,,,,20.19,8.82,,,12.23,11.11,0.806,,,,,,,,,19.97,,,,,,,,66536.0,339.0,,,,,,,,,,,18.86,-91.43,12606.0,20.0,17.78,5.26,-91.43
