1660101503627
PING 54.176.53.206 (54.176.53.206) 38(66) bytes of data.
46 bytes from 54.176.53.206: icmp_seq=1 ttl=39 time=230 ms
46 bytes from 54.176.53.206: icmp_seq=2 ttl=39 time=76.2 ms
46 bytes from 54.176.53.206: icmp_seq=3 ttl=39 time=127 ms
46 bytes from 54.176.53.206: icmp_seq=4 ttl=39 time=72.9 ms
46 bytes from 54.176.53.206: icmp_seq=5 ttl=39 time=84.1 ms
46 bytes from 54.176.53.206: icmp_seq=6 ttl=39 time=83.3 ms
46 bytes from 54.176.53.206: icmp_seq=7 ttl=39 time=81.2 ms
46 bytes from 54.176.53.206: icmp_seq=8 ttl=39 time=74.1 ms
46 bytes from 54.176.53.206: icmp_seq=9 ttl=39 time=76.7 ms
46 bytes from 54.176.53.206: icmp_seq=10 ttl=39 time=72.8 ms
46 bytes from 54.176.53.206: icmp_seq=11 ttl=39 time=79.4 ms
46 bytes from 54.176.53.206: icmp_seq=12 ttl=39 time=77.5 ms
46 bytes from 54.176.53.206: icmp_seq=13 ttl=39 time=70.7 ms
46 bytes from 54.176.53.206: icmp_seq=14 ttl=39 time=70.5 ms
46 bytes from 54.176.53.206: icmp_seq=15 ttl=39 time=94.3 ms
46 bytes from 54.176.53.206: icmp_seq=16 ttl=39 time=103 ms
46 bytes from 54.176.53.206: icmp_seq=17 ttl=39 time=68.4 ms
46 bytes from 54.176.53.206: icmp_seq=18 ttl=39 time=92.7 ms
46 bytes from 54.176.53.206: icmp_seq=19 ttl=39 time=59.5 ms
46 bytes from 54.176.53.206: icmp_seq=20 ttl=39 time=84.1 ms
46 bytes from 54.176.53.206: icmp_seq=21 ttl=39 time=77.7 ms
46 bytes from 54.176.53.206: icmp_seq=22 ttl=39 time=82.3 ms
46 bytes from 54.176.53.206: icmp_seq=23 ttl=39 time=89.4 ms
46 bytes from 54.176.53.206: icmp_seq=24 ttl=39 time=81.8 ms
46 bytes from 54.176.53.206: icmp_seq=25 ttl=39 time=81.5 ms
46 bytes from 54.176.53.206: icmp_seq=26 ttl=39 time=80.5 ms
46 bytes from 54.176.53.206: icmp_seq=27 ttl=39 time=80.6 ms
46 bytes from 54.176.53.206: icmp_seq=28 ttl=39 time=80.4 ms
46 bytes from 54.176.53.206: icmp_seq=29 ttl=39 time=78.0 ms
46 bytes from 54.176.53.206: icmp_seq=30 ttl=39 time=79.2 ms
46 bytes from 54.176.53.206: icmp_seq=31 ttl=39 time=75.2 ms
46 bytes from 54.176.53.206: icmp_seq=32 ttl=39 time=82.7 ms
46 bytes from 54.176.53.206: icmp_seq=33 ttl=39 time=75.2 ms
46 bytes from 54.176.53.206: icmp_seq=34 ttl=39 time=75.4 ms
46 bytes from 54.176.53.206: icmp_seq=35 ttl=39 time=72.4 ms
46 bytes from 54.176.53.206: icmp_seq=36 ttl=39 time=71.6 ms
46 bytes from 54.176.53.206: icmp_seq=37 ttl=39 time=91.3 ms
46 bytes from 54.176.53.206: icmp_seq=38 ttl=39 time=69.6 ms
46 bytes from 54.176.53.206: icmp_seq=39 ttl=39 time=70.3 ms
46 bytes from 54.176.53.206: icmp_seq=40 ttl=39 time=89.3 ms
46 bytes from 54.176.53.206: icmp_seq=41 ttl=39 time=90.0 ms
46 bytes from 54.176.53.206: icmp_seq=42 ttl=39 time=86.8 ms
46 bytes from 54.176.53.206: icmp_seq=43 ttl=39 time=86.2 ms
46 bytes from 54.176.53.206: icmp_seq=44 ttl=39 time=85.7 ms
46 bytes from 54.176.53.206: icmp_seq=45 ttl=39 time=92.6 ms
46 bytes from 54.176.53.206: icmp_seq=46 ttl=39 time=65.3 ms
46 bytes from 54.176.53.206: icmp_seq=47 ttl=39 time=84.6 ms
46 bytes from 54.176.53.206: icmp_seq=48 ttl=39 time=89.3 ms
46 bytes from 54.176.53.206: icmp_seq=49 ttl=39 time=82.8 ms
46 bytes from 54.176.53.206: icmp_seq=50 ttl=39 time=84.2 ms
46 bytes from 54.176.53.206: icmp_seq=51 ttl=39 time=64.0 ms
46 bytes from 54.176.53.206: icmp_seq=52 ttl=39 time=88.1 ms
46 bytes from 54.176.53.206: icmp_seq=53 ttl=39 time=82.7 ms
46 bytes from 54.176.53.206: icmp_seq=54 ttl=39 time=86.3 ms
46 bytes from 54.176.53.206: icmp_seq=55 ttl=39 time=81.6 ms
46 bytes from 54.176.53.206: icmp_seq=56 ttl=39 time=84.0 ms
46 bytes from 54.176.53.206: icmp_seq=57 ttl=39 time=90.4 ms
46 bytes from 54.176.53.206: icmp_seq=58 ttl=39 time=83.2 ms
46 bytes from 54.176.53.206: icmp_seq=59 ttl=39 time=82.2 ms
46 bytes from 54.176.53.206: icmp_seq=60 ttl=39 time=81.3 ms
46 bytes from 54.176.53.206: icmp_seq=61 ttl=39 time=73.5 ms
46 bytes from 54.176.53.206: icmp_seq=62 ttl=39 time=72.8 ms
46 bytes from 54.176.53.206: icmp_seq=63 ttl=39 time=72.4 ms
46 bytes from 54.176.53.206: icmp_seq=64 ttl=39 time=91.0 ms
46 bytes from 54.176.53.206: icmp_seq=65 ttl=39 time=70.5 ms
46 bytes from 54.176.53.206: icmp_seq=66 ttl=39 time=90.2 ms
46 bytes from 54.176.53.206: icmp_seq=67 ttl=39 time=93.2 ms
46 bytes from 54.176.53.206: icmp_seq=68 ttl=39 time=94.4 ms
46 bytes from 54.176.53.206: icmp_seq=69 ttl=39 time=61.3 ms
46 bytes from 54.176.53.206: icmp_seq=70 ttl=39 time=93.4 ms
46 bytes from 54.176.53.206: icmp_seq=71 ttl=39 time=88.2 ms
46 bytes from 54.176.53.206: icmp_seq=72 ttl=39 time=96.0 ms
46 bytes from 54.176.53.206: icmp_seq=73 ttl=39 time=94.7 ms
46 bytes from 54.176.53.206: icmp_seq=74 ttl=39 time=58.5 ms
46 bytes from 54.176.53.206: icmp_seq=75 ttl=39 time=83.2 ms
46 bytes from 54.176.53.206: icmp_seq=76 ttl=39 time=82.4 ms
46 bytes from 54.176.53.206: icmp_seq=77 ttl=39 time=81.1 ms
46 bytes from 54.176.53.206: icmp_seq=78 ttl=39 time=80.3 ms
46 bytes from 54.176.53.206: icmp_seq=79 ttl=39 time=80.6 ms
46 bytes from 54.176.53.206: icmp_seq=80 ttl=39 time=92.4 ms
46 bytes from 54.176.53.206: icmp_seq=81 ttl=39 time=78.6 ms
46 bytes from 54.176.53.206: icmp_seq=82 ttl=39 time=78.3 ms
46 bytes from 54.176.53.206: icmp_seq=83 ttl=39 time=78.3 ms
46 bytes from 54.176.53.206: icmp_seq=84 ttl=39 time=77.1 ms
46 bytes from 54.176.53.206: icmp_seq=85 ttl=39 time=75.5 ms
46 bytes from 54.176.53.206: icmp_seq=86 ttl=39 time=76.0 ms
46 bytes from 54.176.53.206: icmp_seq=87 ttl=39 time=75.5 ms
46 bytes from 54.176.53.206: icmp_seq=88 ttl=39 time=74.5 ms
46 bytes from 54.176.53.206: icmp_seq=89 ttl=39 time=67.5 ms
46 bytes from 54.176.53.206: icmp_seq=90 ttl=39 time=72.5 ms
46 bytes from 54.176.53.206: icmp_seq=91 ttl=39 time=71.6 ms
46 bytes from 54.176.53.206: icmp_seq=92 ttl=39 time=72.0 ms
46 bytes from 54.176.53.206: icmp_seq=93 ttl=39 time=68.8 ms
46 bytes from 54.176.53.206: icmp_seq=94 ttl=39 time=88.6 ms
46 bytes from 54.176.53.206: icmp_seq=95 ttl=39 time=69.5 ms
46 bytes from 54.176.53.206: icmp_seq=96 ttl=39 time=86.8 ms
46 bytes from 54.176.53.206: icmp_seq=97 ttl=39 time=87.6 ms
46 bytes from 54.176.53.206: icmp_seq=98 ttl=39 time=85.6 ms
46 bytes from 54.176.53.206: icmp_seq=99 ttl=39 time=84.8 ms
46 bytes from 54.176.53.206: icmp_seq=100 ttl=39 time=102 ms

--- 54.176.53.206 ping statistics ---
100 packets transmitted, 100 received, 0% packet loss, time 19881ms
rtt min/avg/max/mdev = 58.578/82.614/230.274/17.875 ms, pipe 2
