1660414159981
PING 3.19.94.93 (3.19.94.93) 38(66) bytes of data.
46 bytes from 3.19.94.93: icmp_seq=1 ttl=36 time=103 ms
46 bytes from 3.19.94.93: icmp_seq=2 ttl=36 time=43.9 ms
46 bytes from 3.19.94.93: icmp_seq=3 ttl=36 time=43.2 ms
46 bytes from 3.19.94.93: icmp_seq=4 ttl=36 time=42.0 ms
46 bytes from 3.19.94.93: icmp_seq=5 ttl=36 time=46.6 ms
46 bytes from 3.19.94.93: icmp_seq=6 ttl=36 time=46.2 ms
46 bytes from 3.19.94.93: icmp_seq=7 ttl=36 time=46.8 ms
46 bytes from 3.19.94.93: icmp_seq=8 ttl=36 time=47.1 ms
46 bytes from 3.19.94.93: icmp_seq=9 ttl=36 time=45.3 ms
46 bytes from 3.19.94.93: icmp_seq=10 ttl=36 time=43.7 ms
46 bytes from 3.19.94.93: icmp_seq=11 ttl=36 time=44.2 ms
46 bytes from 3.19.94.93: icmp_seq=12 ttl=36 time=43.9 ms
46 bytes from 3.19.94.93: icmp_seq=13 ttl=36 time=43.6 ms
46 bytes from 3.19.94.93: icmp_seq=14 ttl=36 time=44.5 ms
46 bytes from 3.19.94.93: icmp_seq=15 ttl=36 time=42.1 ms
46 bytes from 3.19.94.93: icmp_seq=16 ttl=36 time=51.9 ms
46 bytes from 3.19.94.93: icmp_seq=17 ttl=36 time=51.6 ms
46 bytes from 3.19.94.93: icmp_seq=18 ttl=36 time=49.7 ms
46 bytes from 3.19.94.93: icmp_seq=19 ttl=36 time=44.2 ms
46 bytes from 3.19.94.93: icmp_seq=20 ttl=36 time=43.2 ms
46 bytes from 3.19.94.93: icmp_seq=21 ttl=36 time=42.2 ms
46 bytes from 3.19.94.93: icmp_seq=22 ttl=36 time=48.5 ms
46 bytes from 3.19.94.93: icmp_seq=23 ttl=36 time=52.3 ms
46 bytes from 3.19.94.93: icmp_seq=24 ttl=36 time=55.2 ms
46 bytes from 3.19.94.93: icmp_seq=25 ttl=36 time=45.9 ms
46 bytes from 3.19.94.93: icmp_seq=26 ttl=36 time=44.3 ms
46 bytes from 3.19.94.93: icmp_seq=27 ttl=36 time=48.2 ms
46 bytes from 3.19.94.93: icmp_seq=28 ttl=36 time=51.0 ms
46 bytes from 3.19.94.93: icmp_seq=29 ttl=36 time=45.8 ms
46 bytes from 3.19.94.93: icmp_seq=30 ttl=36 time=45.4 ms
46 bytes from 3.19.94.93: icmp_seq=31 ttl=36 time=43.7 ms
46 bytes from 3.19.94.93: icmp_seq=32 ttl=36 time=43.1 ms
46 bytes from 3.19.94.93: icmp_seq=33 ttl=36 time=47.3 ms
46 bytes from 3.19.94.93: icmp_seq=34 ttl=36 time=47.3 ms
46 bytes from 3.19.94.93: icmp_seq=35 ttl=36 time=46.8 ms
46 bytes from 3.19.94.93: icmp_seq=36 ttl=36 time=45.3 ms
46 bytes from 3.19.94.93: icmp_seq=37 ttl=36 time=44.3 ms
46 bytes from 3.19.94.93: icmp_seq=38 ttl=36 time=44.2 ms
46 bytes from 3.19.94.93: icmp_seq=39 ttl=36 time=49.8 ms
46 bytes from 3.19.94.93: icmp_seq=40 ttl=36 time=47.6 ms
46 bytes from 3.19.94.93: icmp_seq=41 ttl=36 time=47.8 ms
46 bytes from 3.19.94.93: icmp_seq=42 ttl=36 time=50.0 ms
46 bytes from 3.19.94.93: icmp_seq=43 ttl=36 time=46.3 ms
46 bytes from 3.19.94.93: icmp_seq=44 ttl=36 time=48.2 ms
46 bytes from 3.19.94.93: icmp_seq=45 ttl=36 time=43.7 ms
46 bytes from 3.19.94.93: icmp_seq=46 ttl=36 time=43.1 ms
46 bytes from 3.19.94.93: icmp_seq=47 ttl=36 time=47.0 ms
46 bytes from 3.19.94.93: icmp_seq=48 ttl=36 time=45.0 ms
46 bytes from 3.19.94.93: icmp_seq=49 ttl=36 time=44.2 ms
46 bytes from 3.19.94.93: icmp_seq=50 ttl=36 time=43.3 ms
46 bytes from 3.19.94.93: icmp_seq=51 ttl=36 time=43.2 ms
46 bytes from 3.19.94.93: icmp_seq=52 ttl=36 time=52.2 ms
46 bytes from 3.19.94.93: icmp_seq=53 ttl=36 time=47.7 ms
46 bytes from 3.19.94.93: icmp_seq=54 ttl=36 time=46.5 ms
46 bytes from 3.19.94.93: icmp_seq=55 ttl=36 time=59.2 ms
46 bytes from 3.19.94.93: icmp_seq=56 ttl=36 time=47.7 ms
46 bytes from 3.19.94.93: icmp_seq=57 ttl=36 time=164 ms
