,level_0,index,TIME_STAMP,Lat,Lon,Smart Phone Smart Throughput Mobile Network DL Throughput [Mbps],Smart Phone Smart Throughput Mobile Network UL Throughput [Mbps],Event 5G-NR/LTE Events,5G KPI PCell RF Frequency [MHz],5G KPI PCell RF Serving PCI,5G KPI PCell Layer1 UL MCS (Avg),5G KPI PCell Layer1 UL BLER [%],5G KPI PCell RF Serving SS-RSRP [dBm],5G KPI PCell RF BandWidth,5G KPI PCell Layer1 DL MCS (Avg),5G KPI PCell Layer1 DL BLER [%],5G KPI PCell Layer2 MAC UL Throughput [Mbps],5G KPI PCell RF Serving SS-RSRP [dBm],5G KPI SCell[1] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[2] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[3] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[4] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[5] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[6] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[7] Layer2 MAC UL Throughput [Mbps],5G KPI PCell Layer2 MAC DL Throughput [Mbps],5G KPI SCell[1] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[2] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[3] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[4] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[5] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[6] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[7] Layer2 MAC DL Throughput [Mbps],LTE KPI PCell Serving EARFCN(DL),LTE KPI PCell Serving PCI,LTE KPI PCell MAC DL Throughput[Mbps],LTE KPI PCell MAC UL Throughput[Mbps],LTE KPI SCell[1] MAC DL Throughput[Mbps],LTE KPI SCell[2] MAC DL Throughput[Mbps],LTE KPI SCell[3] MAC DL Throughput[Mbps],LTE KPI SCell[4] MAC DL Throughput[Mbps],LTE KPI SCell[1] MAC UL Throughput[Mbps],LTE KPI SCell[2] MAC UL Throughput[Mbps],LTE KPI SCell[3] MAC UL Throughput[Mbps],LTE KPI SCell[4] MAC UL Throughput[Mbps],LTE KPI PCell UL MCS,LTE KPI PCell Serving RSRP[dBm],Smart Phone Smart Throughput Mobile Network Tx Byte,LTE KPI PCell Serving BandWidth(DL),LTE KPI PCell DL MCS0,LTE KPI PDSCH BLER[%],LTE KPI PCell Serving RSRP[dBm]
0,6583,38571,2022-08-11 02:48:30.000000,41.363586,-105.777283,7.741,0.151,,,,,,,,,,,,,,,,,,,,,,,,,,,66761.0,16.0,0.2,0.033,0.315,,,,,,,,1.86,-122.5,9464.0,5.0,17.63,0.0,-122.5
1,6584,38681,2022-08-11 02:48:41.500000,41.362003,-105.772423,34.097,0.447,,,,,,,,,,,,,,,,,,,,,,,,,,,66761.0,16.0,,,,,,,,,,,10.0,-112.82,28026.0,5.0,21.7,13.79,-112.82
2,6585,38686,2022-08-11 02:48:42.000000,41.361946,-105.772209,44.346,0.294,,,,,,,,,,,,,,,,,,,,,,,,,,,66761.0,16.0,14.353,0.306,28.458,1.575,,,,,,,6.44,-122.32,18347.0,5.0,24.56,11.24,-122.32
3,6586,38691,2022-08-11 02:48:42.500000,41.361893,-105.772003,38.48,0.213,,,,,,,,,,,,,,,,,,,,,,,,,,,66761.0,16.0,,,,,,,,,,,12.33,-110.33,13301.0,5.0,24.84,6.73,-110.33
4,6587,38696,2022-08-11 02:48:43.000000,41.361832,-105.771774,56.387,0.351,,,,,,,,,,,,,,,,,,,,,,,,,,,66761.0,16.0,18.233,0.541,45.367,2.267,,,,,,,13.12,-110.36,21870.0,5.0,16.59,12.5,-110.36
5,6588,38701,2022-08-11 02:48:43.500000,41.361771,-105.771553,61.621,0.385,,,,,,,,,,,,,,,,,,,,,,,,,,,66761.0,16.0,,,,,,,,,,,10.29,-110.38,24034.0,5.0,15.26,0.61,-110.38
6,6589,38706,2022-08-11 02:48:44.000000,41.361713,-105.771339,68.681,0.398,,,,,,,,,,,,,,,,,,,,,,,,,,,66761.0,16.0,15.455,0.453,43.886,0.22,,,,,,,7.46,-110.87,24976.0,5.0,16.24,10.67,-110.87
7,6590,38711,2022-08-11 02:48:44.500000,41.361652,-105.771126,54.688,0.379,,,,,,,,,,,,,,,,,,,,,,,,,,,66761.0,16.0,,,,,,,,,,,6.38,-109.88,23610.0,5.0,14.15,15.45,-109.88
8,6591,38716,2022-08-11 02:48:45.000000,41.361595,-105.770905,63.586,0.383,,,,,,,,,,,,,,,,,,,,,,,,,,,66761.0,16.0,16.73,0.453,41.026,0.969,,,,,,,10.2,-110.04,23952.0,5.0,18.66,10.5,-110.04
9,6592,38721,2022-08-11 02:48:45.500000,41.361542,-105.770683,55.08,0.344,,,,,,,,,,,,,,,,,,,,,,,,,,,66761.0,16.0,,,,,,,,,,,12.0,-110.91,21558.0,5.0,17.63,2.5,-110.91
