,level_0,index,TIME_STAMP,Lat,Lon,Smart Phone Smart Throughput Mobile Network DL Throughput [Mbps],Smart Phone Smart Throughput Mobile Network UL Throughput [Mbps],Event 5G-NR/LTE Events,5G KPI PCell RF Frequency [MHz],5G KPI PCell RF Serving PCI,5G KPI PCell Layer1 UL MCS (Avg),5G KPI PCell Layer1 UL BLER [%],5G KPI PCell RF Serving SS-RSRP [dBm],5G KPI PCell RF BandWidth,5G KPI PCell Layer1 DL MCS (Avg),5G KPI PCell Layer1 DL BLER [%],5G KPI PCell Layer2 MAC UL Throughput [Mbps],5G KPI PCell RF Serving SS-RSRP [dBm],5G KPI SCell[1] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[2] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[3] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[4] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[5] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[6] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[7] Layer2 MAC UL Throughput [Mbps],5G KPI PCell Layer2 MAC DL Throughput [Mbps],5G KPI SCell[1] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[2] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[3] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[4] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[5] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[6] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[7] Layer2 MAC DL Throughput [Mbps],LTE KPI PCell Serving EARFCN(DL),LTE KPI PCell Serving PCI,LTE KPI PCell MAC DL Throughput[Mbps],LTE KPI PCell MAC UL Throughput[Mbps],LTE KPI SCell[1] MAC DL Throughput[Mbps],LTE KPI SCell[2] MAC DL Throughput[Mbps],LTE KPI SCell[3] MAC DL Throughput[Mbps],LTE KPI SCell[4] MAC DL Throughput[Mbps],LTE KPI SCell[1] MAC UL Throughput[Mbps],LTE KPI SCell[2] MAC UL Throughput[Mbps],LTE KPI SCell[3] MAC UL Throughput[Mbps],LTE KPI SCell[4] MAC UL Throughput[Mbps],LTE KPI PCell UL MCS,LTE KPI PCell Serving RSRP[dBm],Smart Phone Smart Throughput Mobile Network Tx Byte,LTE KPI PCell Serving BandWidth(DL),LTE KPI PCell DL MCS0,LTE KPI PDSCH BLER[%],LTE KPI PCell Serving RSRP[dBm]
0,6957,40738,2022-08-11 03:47:25.000000,41.057339,-105.47271,5.294,0.082,,,,,,,,,,,,,,,,,,,,,,,,,,,2560.0,370.0,8.709,0.197,,,,,,,,,24.9,-81.68,5127.0,10.0,21.0,10.61,-81.68
1,6958,40743,2022-08-11 03:47:25.500000,41.057205,-105.472626,10.145,0.167,,,,,,,,,,,,,,,,,,,,,,,,,,,2560.0,370.0,,,,,,,,,,,24.08,-79.05,10429.0,10.0,24.37,5.43,-79.05
2,6959,40749,2022-08-11 03:47:26.000000,41.057072,-105.472542,10.282,0.179,,,,,,,,,,,,,,,,,,,,,,,,,,,2560.0,370.0,10.316,0.224,,,,,,,,,25.21,-79.22,11185.0,10.0,24.18,5.43,-79.22
3,6960,40754,2022-08-11 03:47:26.500000,41.056938,-105.47245,10.007,0.154,,,,,,,,,,,,,,,,,,,,,,,,,,,2560.0,370.0,,,,,,,,,,,24.0,-82.04,9649.0,10.0,24.94,10.23,-82.04
4,6961,40759,2022-08-11 03:47:27.000000,41.056801,-105.472359,9.095,0.156,,,,,,,,,,,,,,,,,,,,,,,,,,,2560.0,370.0,8.858,0.191,,,,,,,,,,-80.04,9735.0,10.0,,,-80.04
5,6962,40764,2022-08-11 03:47:27.500000,41.05666,-105.472275,8.479,0.121,,,,,,,,,,,,,,,,,,,,,,,,,,,2560.0,370.0,,,,,,,,,,,22.75,-81.09,7569.0,10.0,25.16,6.96,-81.09
6,6963,40769,2022-08-11 03:47:28.000000,41.056519,-105.472183,10.602,0.182,,,,,,,,,,,,,,,,,,,,,,,,,,,2560.0,370.0,11.239,0.217,,,,,,,,,21.69,-82.13,11391.0,10.0,25.91,13.79,-82.13
7,6964,40774,2022-08-11 03:47:28.500000,41.056385,-105.472092,11.447,0.187,,,,,,,,,,,,,,,,,,,,,,,,,,,2560.0,370.0,,,,,,,,,,,21.43,-81.88,11712.0,10.0,26.74,7.61,-81.88
8,6965,40779,2022-08-11 03:47:29.000000,41.056252,-105.472,9.069,0.148,,,,,,,,,,,,,,,,,,,,,,,,,,,2560.0,370.0,10.836,0.178,,,,,,,,,,-78.43,9267.0,10.0,,,-78.43
9,6966,40784,2022-08-11 03:47:29.500000,41.05611,-105.471909,10.127,0.154,,,,,,,,,,,,,,,,,,,,,,,,,,,2560.0,370.0,,,,,,,,,,,21.2,-78.1,9639.0,10.0,26.91,7.14,-78.1
