,level_0,index,TIME_STAMP,Lat,Lon,Smart Phone Smart Throughput Mobile Network DL Throughput [Mbps],Smart Phone Smart Throughput Mobile Network UL Throughput [Mbps],Event 5G-NR/LTE Events,5G KPI PCell RF Frequency [MHz],5G KPI PCell RF Serving PCI,5G KPI PCell Layer1 UL MCS (Avg),5G KPI PCell Layer1 UL BLER [%],5G KPI PCell RF Serving SS-RSRP [dBm],5G KPI PCell RF BandWidth,5G KPI PCell Layer1 DL MCS (Avg),5G KPI PCell Layer1 DL BLER [%],5G KPI PCell Layer2 MAC UL Throughput [Mbps],5G KPI PCell RF Serving SS-RSRP [dBm],5G KPI SCell[1] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[2] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[3] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[4] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[5] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[6] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[7] Layer2 MAC UL Throughput [Mbps],5G KPI PCell Layer2 MAC DL Throughput [Mbps],5G KPI SCell[1] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[2] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[3] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[4] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[5] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[6] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[7] Layer2 MAC DL Throughput [Mbps],LTE KPI PCell Serving EARFCN(DL),LTE KPI PCell Serving PCI,LTE KPI PCell MAC DL Throughput[Mbps],LTE KPI PCell MAC UL Throughput[Mbps],LTE KPI SCell[1] MAC DL Throughput[Mbps],LTE KPI SCell[2] MAC DL Throughput[Mbps],LTE KPI SCell[3] MAC DL Throughput[Mbps],LTE KPI SCell[4] MAC DL Throughput[Mbps],LTE KPI SCell[1] MAC UL Throughput[Mbps],LTE KPI SCell[2] MAC UL Throughput[Mbps],LTE KPI SCell[3] MAC UL Throughput[Mbps],LTE KPI SCell[4] MAC UL Throughput[Mbps],LTE KPI PCell UL MCS,LTE KPI PCell Serving RSRP[dBm],Smart Phone Smart Throughput Mobile Network Tx Byte,LTE KPI PCell Serving BandWidth(DL),LTE KPI PCell DL MCS0,LTE KPI PDSCH BLER[%],LTE KPI PCell Serving RSRP[dBm]
0,2188,13671,2022-08-10 03:33:14.300000,39.738369,-111.827995,54.218,0.33,,,,18.63,0.0,,,13.67,14.29,0.362,,,,,,,,,0.287,,,,,,,,66586.0,342.0,,,,,,,,,,,21.25,-85.88,20626.0,10.0,17.11,8.37,-85.88
1,2189,13675,2022-08-10 03:33:14.700000,39.738491,-111.828079,53.693,0.348,,,,18.18,0.0,,,15.55,5.56,0.375,,,,,,,,,3.644,,,,,,,,66586.0,342.0,,,,,,,,,,,19.5,-87.55,21734.0,10.0,14.93,3.23,-87.55
2,2190,13681,2022-08-10 03:33:15.300000,39.738678,-111.828186,46.062,0.304,,,,21.29,0.0,,,16.64,6.25,0.179,,,,,,,,,3.193,,,,,,,,66586.0,342.0,,,,,,,,,,,18.33,-84.96,18976.0,10.0,17.97,12.27,-84.96
3,2191,13685,2022-08-10 03:33:15.700000,39.738804,-111.82827,32.741,0.316,,884.55,342.0,22.0,0.0,-75.3,10.0,13.33,0.0,0.16,-75.3,,,,,,,,0.479,,,,,,,,66586.0,342.0,,,,,,,,,,,16.0,-84.04,19727.0,10.0,17.02,8.2,-84.04
4,2192,13690,2022-08-10 03:33:16.200000,39.73896,-111.828369,22.711,0.281,,884.55,342.0,21.33,0.0,-75.94,10.0,16.56,9.09,0.116,-75.94,,,,,,,,2.822,,,,,,,,66586.0,342.0,,,,,,,,,,,18.57,-83.96,17595.0,10.0,19.27,13.52,-83.96
5,2193,13695,2022-08-10 03:33:16.700000,39.739113,-111.828468,9.592,0.139,,,,20.0,0.0,,,16.5,28.57,0.17,,,,,,,,,0.454,,,,,,,,66586.0,342.0,,,,,,,,,,,21.75,-82.57,8659.0,10.0,14.84,3.41,-82.57
6,2194,13701,2022-08-10 03:33:17.300000,39.7393,-111.828575,11.493,0.126,,884.55,342.0,21.8,0.0,-74.56,10.0,15.11,4.76,0.125,-74.56,,,,,,,,6.681,,,,,,,,66586.0,342.0,,,,,,,,,,,18.8,-83.76,7853.0,10.0,18.0,6.99,-83.76
7,2195,13705,2022-08-10 03:33:17.700000,39.739422,-111.828659,12.701,0.134,,884.55,342.0,21.13,0.0,-74.92,10.0,14.91,5.13,0.2,-74.92,,,,,,,,12.519,,,,,,,,66586.0,342.0,,,,,,,,,,,20.0,-83.89,8374.0,10.0,19.5,4.11,-83.89
8,2196,13711,2022-08-10 03:33:18.300000,39.739601,-111.828773,14.326,0.172,,884.55,342.0,20.82,0.0,-75.33,10.0,16.04,13.95,0.216,-75.33,,,,,,,,10.559,,,,,,,,66586.0,342.0,,,,,,,,,,,17.8,-84.29,10730.0,10.0,16.61,3.09,-84.29
9,2197,13715,2022-08-10 03:33:18.700000,39.739723,-111.828857,13.965,0.171,,884.55,342.0,21.5,0.0,-74.61,10.0,16.03,3.57,0.187,-74.61,,,,,,,,11.992,,,,,,,,66586.0,342.0,,,,,,,,,,,18.3,-83.89,10667.0,10.0,17.62,19.1,-83.89
