,level_0,index,TIME_STAMP,Lat,Lon,Smart Phone Smart Throughput Mobile Network DL Throughput [Mbps],Smart Phone Smart Throughput Mobile Network UL Throughput [Mbps],Event 5G-NR/LTE Events,5G KPI PCell RF Frequency [MHz],5G KPI PCell RF Serving PCI,5G KPI PCell Layer1 UL MCS (Avg),5G KPI PCell Layer1 UL BLER [%],5G KPI PCell RF Serving SS-RSRP [dBm],5G KPI PCell RF BandWidth,5G KPI PCell Layer1 DL MCS (Avg),5G KPI PCell Layer1 DL BLER [%],5G KPI PCell Layer2 MAC UL Throughput [Mbps],5G KPI PCell RF Serving SS-RSRP [dBm],5G KPI SCell[1] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[2] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[3] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[4] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[5] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[6] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[7] Layer2 MAC UL Throughput [Mbps],5G KPI PCell Layer2 MAC DL Throughput [Mbps],5G KPI SCell[1] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[2] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[3] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[4] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[5] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[6] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[7] Layer2 MAC DL Throughput [Mbps],LTE KPI PCell Serving EARFCN(DL),LTE KPI PCell Serving PCI,LTE KPI PCell MAC DL Throughput[Mbps],LTE KPI PCell MAC UL Throughput[Mbps],LTE KPI SCell[1] MAC DL Throughput[Mbps],LTE KPI SCell[2] MAC DL Throughput[Mbps],LTE KPI SCell[3] MAC DL Throughput[Mbps],LTE KPI SCell[4] MAC DL Throughput[Mbps],LTE KPI SCell[1] MAC UL Throughput[Mbps],LTE KPI SCell[2] MAC UL Throughput[Mbps],LTE KPI SCell[3] MAC UL Throughput[Mbps],LTE KPI SCell[4] MAC UL Throughput[Mbps],LTE KPI PCell UL MCS,LTE KPI PCell Serving RSRP[dBm],Smart Phone Smart Throughput Mobile Network Tx Byte,LTE KPI PCell Serving BandWidth(DL),LTE KPI PCell DL MCS0,LTE KPI PDSCH BLER[%],LTE KPI PCell Serving RSRP[dBm]
0,19265,120484,2022-08-15 15:02:32.800000,43.191315,-77.612747,0.68,0.037,,,,,,,,,,,,,,,,,,,,,,,,,,,66811.0,73.0,,,,,,,,,,,23.13,-91.88,2289.0,15.0,4.5,0.0,-91.88
1,19266,120489,2022-08-15 15:02:33.300000,43.191319,-77.612442,4.675,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,66811.0,73.0,,,,,,,,,,,24.0,-93.01,6882.0,15.0,13.91,2.22,-93.01
2,19267,120494,2022-08-15 15:02:33.800000,43.191319,-77.61232,6.113,0.128,,,,,,,,,,,,,,,,,,,,,,,,,,,66811.0,73.0,,,,,,,,,,,17.33,-89.71,7979.0,15.0,12.82,7.69,-89.71
3,19268,120499,2022-08-15 15:02:34.300000,43.191319,-77.61232,4.25,0.099,,,,,,,,,,,,,,,,,,,,,,,,,,,66811.0,73.0,,,,,,,,,,,18.67,-84.93,6211.0,15.0,11.4,17.39,-84.93
4,19269,120504,2022-08-15 15:02:34.800000,43.191322,-77.612137,5.382,0.089,,,,,,,,,,,,,,,,,,,,,,,,,,,66811.0,73.0,,,,,,,,,,,10.85,-81.43,5536.0,15.0,9.15,10.87,-81.43
5,19270,120510,2022-08-15 15:02:35.116094,43.191326,-77.611946,,,NR SCG Addition Success	 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,19271,120516,2022-08-15 15:02:35.300000,43.191326,-77.611839,5.164,0.077,,884.55,73.0,21.57,0.0,-74.71,10.0,0.0,0.0,0.155,-74.71,,,,,,,,0.01,,,,,,,,66811.0,73.0,,,,,,,,,,,10.0,-83.37,4830.0,15.0,,,-83.37
7,19272,120522,2022-08-15 15:02:35.800000,43.19133,-77.611717,14.166,0.151,,,,28.0,0.0,,,21.0,9.52,0.258,,,,,,,,,11.053,,,,,,,,66811.0,73.0,,,,,,,,,,,11.33,-85.9,9409.0,15.0,16.62,1.72,-85.9
8,19273,120527,2022-08-15 15:02:36.300000,43.19133,-77.611717,19.01,0.188,,,,26.0,0.0,,,1.0,0.0,0.11,,,,,,,,,0.01,,,,,,,,66811.0,73.0,,,,,,,,,,,,-89.78,11737.0,15.0,,,-89.78
9,19274,120532,2022-08-15 15:02:36.800000,43.191334,-77.611526,25.545,0.181,,,,20.1,9.09,,,21.87,15.91,0.444,,,,,,,,,26.364,,,,,,,,66811.0,73.0,,,,,,,,,,,14.0,-89.28,11343.0,15.0,17.88,9.09,-89.28
10,19275,120537,2022-08-15 15:02:37.300000,43.191338,-77.611214,35.002,0.236,,884.55,73.0,19.88,11.11,-72.5,10.0,22.35,2.63,0.278,-72.5,,,,,,,,25.168,,,,,,,,66811.0,73.0,,,,,,,,,,,12.0,-85.57,14802.0,15.0,17.08,0.0,-85.57
11,19276,120542,2022-08-15 15:02:37.800000,43.191341,-77.611092,49.226,0.298,,,,21.14,12.5,,,23.9,16.33,0.252,,,,,,,,,41.213,,,,,,,,66811.0,73.0,,,,,,,,,,,11.5,-82.08,18594.0,15.0,16.0,6.67,-82.08
12,19277,120547,2022-08-15 15:02:38.300000,43.191341,-77.611092,54.173,0.432,,,,28.0,0.0,,,16.18,0.0,0.34,,,,,,,,,39.871,,,,,,,,66811.0,73.0,,,,,,,,,,,10.0,-79.8,27022.0,15.0,17.83,7.25,-79.8
13,19278,120552,2022-08-15 15:02:38.800000,43.191345,-77.610909,11.767,0.074,,884.55,73.0,,,-71.8,10.0,,,,-71.8,,,,,,,,0.0,,,,,,,,66811.0,73.0,,,,,,,,,,,,-78.79,4632.0,15.0,,,-78.79
14,19279,120557,2022-08-15 15:02:39.300000,43.191349,-77.610603,2.925,0.025,,,,,,,,,,,,,,,,,,,,,,,,,,,66811.0,73.0,,,,,,,,,,,,-78.46,1593.0,15.0,,,-78.46
15,19280,120562,2022-08-15 15:02:39.800000,43.191349,-77.610481,4.403,0.072,,,,,,,,,,,,,,,,,,,,,,,,,,,66811.0,73.0,,,,,,,,,,,12.25,-79.57,4499.0,15.0,,,-79.57
16,19281,120567,2022-08-15 15:02:40.300000,43.191349,-77.610481,0.115,0.004,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,66811.0,73.0,,,,,,,,,,,,-79.19,240.0,15.0,13.33,0.0,-79.19
17,19282,120672,2022-08-15 15:02:50.300000,43.191422,-77.607307,1.65,0.193,,,,,,,,,,,,,,,,,,,,,,,,,,,66811.0,73.0,,,,,,,,,,,21.17,-91.67,12043.0,15.0,9.17,2.33,-91.67
18,19283,120677,2022-08-15 15:02:50.800000,43.191429,-77.607124,13.215,0.253,,,,,,,,,,,,,,,,,,,,,,,,,,,66811.0,73.0,,,,,,,,,,,16.89,-87.21,15791.0,15.0,,,-87.21
19,19284,120682,2022-08-15 15:02:51.300000,43.191437,-77.606812,18.105,0.149,,,,,,,,,,,,,,,,,,,,,,,,,,,66811.0,73.0,,,,,,,,,,,20.67,-84.8,9342.0,15.0,8.0,12.12,-84.8
20,19285,120687,2022-08-15 15:02:51.800000,43.191441,-77.606689,4.091,0.086,,,,,,,,,,,,,,,,,,,,,,,,,,,66811.0,73.0,,,,,,,,,,,13.17,-94.23,5365.0,15.0,5.0,0.0,-94.23
21,19286,120692,2022-08-15 15:02:52.300000,43.191441,-77.606689,8.797,0.121,,,,,,,,,,,,,,,,,,,,,,,,,,,66811.0,73.0,,,,,,,,,,,13.09,-91.35,7559.0,15.0,9.95,7.63,-91.35
22,19287,120698,2022-08-15 15:02:52.678651,43.191448,-77.606575,,,NR SCG Addition Success	 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,19288,120704,2022-08-15 15:02:52.800000,43.191452,-77.606499,4.698,0.097,,884.55,73.0,,,-80.86,10.0,,,0.0,-80.86,,,,,,,,0.0,,,,,,,,66811.0,73.0,,,,,,,,,,,7.33,-92.11,6088.0,15.0,9.91,3.57,-92.11
24,19289,120710,2022-08-15 15:02:53.300000,43.191471,-77.606186,15.41,0.132,,884.55,73.0,28.0,0.0,-80.14,10.0,22.5,12.9,0.223,-80.14,,,,,,,,18.248,,,,,,,,66811.0,73.0,,,,,,,,,,,14.0,-89.4,8241.0,15.0,12.91,4.65,-89.4
25,19290,120715,2022-08-15 15:02:53.800000,43.191479,-77.606056,23.625,0.233,,884.55,73.0,27.29,22.22,-78.65,10.0,21.35,0.0,0.286,-78.65,,,,,,,,23.628,,,,,,,,66811.0,73.0,,,,,,,,,,,13.5,-93.52,14536.0,15.0,12.17,4.44,-93.52
