1660336373353
PING 3.19.94.93 (3.19.94.93) 38(66) bytes of data.
46 bytes from 3.19.94.93: icmp_seq=1 ttl=30 time=103 ms
46 bytes from 3.19.94.93: icmp_seq=2 ttl=30 time=99.2 ms
46 bytes from 3.19.94.93: icmp_seq=3 ttl=30 time=102 ms
46 bytes from 3.19.94.93: icmp_seq=4 ttl=30 time=95.5 ms
46 bytes from 3.19.94.93: icmp_seq=5 ttl=30 time=110 ms
46 bytes from 3.19.94.93: icmp_seq=6 ttl=30 time=109 ms
46 bytes from 3.19.94.93: icmp_seq=7 ttl=30 time=96.3 ms
46 bytes from 3.19.94.93: icmp_seq=8 ttl=30 time=111 ms
46 bytes from 3.19.94.93: icmp_seq=9 ttl=30 time=104 ms
46 bytes from 3.19.94.93: icmp_seq=10 ttl=30 time=167 ms
46 bytes from 3.19.94.93: icmp_seq=11 ttl=30 time=122 ms
46 bytes from 3.19.94.93: icmp_seq=12 ttl=30 time=122 ms
46 bytes from 3.19.94.93: icmp_seq=13 ttl=30 time=110 ms
46 bytes from 3.19.94.93: icmp_seq=14 ttl=30 time=108 ms
46 bytes from 3.19.94.93: icmp_seq=15 ttl=30 time=106 ms
46 bytes from 3.19.94.93: icmp_seq=16 ttl=30 time=121 ms
46 bytes from 3.19.94.93: icmp_seq=17 ttl=30 time=118 ms
46 bytes from 3.19.94.93: icmp_seq=18 ttl=30 time=96.2 ms
46 bytes from 3.19.94.93: icmp_seq=19 ttl=30 time=100 ms
46 bytes from 3.19.94.93: icmp_seq=20 ttl=30 time=97.4 ms
46 bytes from 3.19.94.93: icmp_seq=21 ttl=30 time=99.4 ms
46 bytes from 3.19.94.93: icmp_seq=22 ttl=30 time=102 ms
46 bytes from 3.19.94.93: icmp_seq=23 ttl=30 time=101 ms
46 bytes from 3.19.94.93: icmp_seq=24 ttl=30 time=119 ms
46 bytes from 3.19.94.93: icmp_seq=25 ttl=30 time=138 ms
46 bytes from 3.19.94.93: icmp_seq=26 ttl=30 time=121 ms
46 bytes from 3.19.94.93: icmp_seq=27 ttl=30 time=111 ms
46 bytes from 3.19.94.93: icmp_seq=28 ttl=30 time=98.4 ms
46 bytes from 3.19.94.93: icmp_seq=29 ttl=30 time=130 ms
46 bytes from 3.19.94.93: icmp_seq=30 ttl=30 time=136 ms
46 bytes from 3.19.94.93: icmp_seq=31 ttl=30 time=165 ms
46 bytes from 3.19.94.93: icmp_seq=32 ttl=30 time=114 ms
46 bytes from 3.19.94.93: icmp_seq=33 ttl=30 time=118 ms
46 bytes from 3.19.94.93: icmp_seq=34 ttl=30 time=121 ms
46 bytes from 3.19.94.93: icmp_seq=35 ttl=30 time=113 ms
46 bytes from 3.19.94.93: icmp_seq=36 ttl=30 time=135 ms
46 bytes from 3.19.94.93: icmp_seq=37 ttl=30 time=147 ms
46 bytes from 3.19.94.93: icmp_seq=38 ttl=30 time=118 ms
46 bytes from 3.19.94.93: icmp_seq=39 ttl=30 time=123 ms
46 bytes from 3.19.94.93: icmp_seq=40 ttl=30 time=118 ms
46 bytes from 3.19.94.93: icmp_seq=41 ttl=30 time=144 ms
46 bytes from 3.19.94.93: icmp_seq=42 ttl=30 time=123 ms
46 bytes from 3.19.94.93: icmp_seq=43 ttl=30 time=115 ms
46 bytes from 3.19.94.93: icmp_seq=44 ttl=30 time=112 ms
46 bytes from 3.19.94.93: icmp_seq=45 ttl=30 time=115 ms
46 bytes from 3.19.94.93: icmp_seq=46 ttl=30 time=120 ms
46 bytes from 3.19.94.93: icmp_seq=47 ttl=30 time=114 ms
46 bytes from 3.19.94.93: icmp_seq=48 ttl=30 time=113 ms
46 bytes from 3.19.94.93: icmp_seq=49 ttl=30 time=144 ms
46 bytes from 3.19.94.93: icmp_seq=50 ttl=30 time=144 ms
46 bytes from 3.19.94.93: icmp_seq=51 ttl=30 time=119 ms
46 bytes from 3.19.94.93: icmp_seq=52 ttl=30 time=138 ms
46 bytes from 3.19.94.93: icmp_seq=53 ttl=30 time=119 ms
46 bytes from 3.19.94.93: icmp_seq=54 ttl=30 time=151 ms
46 bytes from 3.19.94.93: icmp_seq=55 ttl=30 time=215 ms
46 bytes from 3.19.94.93: icmp_seq=56 ttl=30 time=110 ms
46 bytes from 3.19.94.93: icmp_seq=57 ttl=30 time=93.8 ms
46 bytes from 3.19.94.93: icmp_seq=58 ttl=30 time=95.0 ms
46 bytes from 3.19.94.93: icmp_seq=59 ttl=30 time=114 ms
46 bytes from 3.19.94.93: icmp_seq=60 ttl=30 time=92.5 ms
46 bytes from 3.19.94.93: icmp_seq=61 ttl=30 time=93.0 ms
46 bytes from 3.19.94.93: icmp_seq=62 ttl=30 time=99.4 ms
46 bytes from 3.19.94.93: icmp_seq=63 ttl=30 time=90.5 ms
46 bytes from 3.19.94.93: icmp_seq=64 ttl=30 time=90.2 ms
46 bytes from 3.19.94.93: icmp_seq=65 ttl=30 time=88.4 ms
46 bytes from 3.19.94.93: icmp_seq=66 ttl=30 time=87.4 ms
46 bytes from 3.19.94.93: icmp_seq=67 ttl=30 time=87.2 ms
46 bytes from 3.19.94.93: icmp_seq=68 ttl=30 time=96.3 ms
46 bytes from 3.19.94.93: icmp_seq=69 ttl=30 time=96.3 ms
46 bytes from 3.19.94.93: icmp_seq=70 ttl=30 time=102 ms
46 bytes from 3.19.94.93: icmp_seq=71 ttl=30 time=105 ms
46 bytes from 3.19.94.93: icmp_seq=72 ttl=30 time=95.4 ms
46 bytes from 3.19.94.93: icmp_seq=73 ttl=30 time=91.3 ms
46 bytes from 3.19.94.93: icmp_seq=74 ttl=30 time=91.5 ms
46 bytes from 3.19.94.93: icmp_seq=75 ttl=30 time=89.4 ms
46 bytes from 3.19.94.93: icmp_seq=76 ttl=30 time=88.6 ms
46 bytes from 3.19.94.93: icmp_seq=77 ttl=30 time=88.0 ms
46 bytes from 3.19.94.93: icmp_seq=78 ttl=30 time=88.4 ms
