1660245164042
PING 54.176.53.206 (54.176.53.206) 38(66) bytes of data.
46 bytes from 54.176.53.206: icmp_seq=1 ttl=41 time=152 ms
46 bytes from 54.176.53.206: icmp_seq=2 ttl=41 time=111 ms
46 bytes from 54.176.53.206: icmp_seq=3 ttl=41 time=191 ms
46 bytes from 54.176.53.206: icmp_seq=4 ttl=41 time=75.5 ms
46 bytes from 54.176.53.206: icmp_seq=5 ttl=41 time=70.2 ms
46 bytes from 54.176.53.206: icmp_seq=6 ttl=41 time=69.4 ms
46 bytes from 54.176.53.206: icmp_seq=7 ttl=41 time=117 ms
46 bytes from 54.176.53.206: icmp_seq=8 ttl=41 time=107 ms
46 bytes from 54.176.53.206: icmp_seq=9 ttl=41 time=110 ms
46 bytes from 54.176.53.206: icmp_seq=10 ttl=41 time=106 ms
46 bytes from 54.176.53.206: icmp_seq=11 ttl=41 time=144 ms
46 bytes from 54.176.53.206: icmp_seq=12 ttl=41 time=104 ms
46 bytes from 54.176.53.206: icmp_seq=13 ttl=41 time=103 ms
46 bytes from 54.176.53.206: icmp_seq=14 ttl=41 time=102 ms
46 bytes from 54.176.53.206: icmp_seq=15 ttl=41 time=142 ms
46 bytes from 54.176.53.206: icmp_seq=16 ttl=41 time=101 ms
46 bytes from 54.176.53.206: icmp_seq=17 ttl=41 time=109 ms
46 bytes from 54.176.53.206: icmp_seq=18 ttl=41 time=100 ms
46 bytes from 54.176.53.206: icmp_seq=19 ttl=41 time=139 ms
46 bytes from 54.176.53.206: icmp_seq=20 ttl=41 time=98.7 ms
46 bytes from 54.176.53.206: icmp_seq=21 ttl=41 time=110 ms
46 bytes from 54.176.53.206: icmp_seq=22 ttl=41 time=97.4 ms
46 bytes from 54.176.53.206: icmp_seq=23 ttl=41 time=137 ms
46 bytes from 54.176.53.206: icmp_seq=24 ttl=41 time=96.6 ms
46 bytes from 54.176.53.206: icmp_seq=25 ttl=41 time=55.7 ms
46 bytes from 54.176.53.206: icmp_seq=26 ttl=41 time=59.5 ms
46 bytes from 54.176.53.206: icmp_seq=27 ttl=41 time=94.0 ms
46 bytes from 54.176.53.206: icmp_seq=28 ttl=41 time=93.9 ms
46 bytes from 54.176.53.206: icmp_seq=29 ttl=41 time=133 ms
46 bytes from 54.176.53.206: icmp_seq=30 ttl=41 time=92.0 ms
46 bytes from 54.176.53.206: icmp_seq=31 ttl=41 time=132 ms
46 bytes from 54.176.53.206: icmp_seq=32 ttl=41 time=59.3 ms
46 bytes from 54.176.53.206: icmp_seq=33 ttl=41 time=89.4 ms
46 bytes from 54.176.53.206: icmp_seq=34 ttl=41 time=88.4 ms
46 bytes from 54.176.53.206: icmp_seq=35 ttl=41 time=91.7 ms
46 bytes from 54.176.53.206: icmp_seq=36 ttl=41 time=87.4 ms
46 bytes from 54.176.53.206: icmp_seq=37 ttl=41 time=126 ms
46 bytes from 54.176.53.206: icmp_seq=38 ttl=41 time=85.6 ms
46 bytes from 54.176.53.206: icmp_seq=39 ttl=41 time=44.9 ms
46 bytes from 54.176.53.206: icmp_seq=40 ttl=41 time=84.2 ms
46 bytes from 54.176.53.206: icmp_seq=41 ttl=41 time=43.3 ms
46 bytes from 54.176.53.206: icmp_seq=42 ttl=41 time=82.2 ms
46 bytes from 54.176.53.206: icmp_seq=43 ttl=41 time=121 ms
46 bytes from 54.176.53.206: icmp_seq=44 ttl=41 time=49.3 ms
46 bytes from 54.176.53.206: icmp_seq=45 ttl=41 time=119 ms
46 bytes from 54.176.53.206: icmp_seq=46 ttl=41 time=80.8 ms
46 bytes from 54.176.53.206: icmp_seq=47 ttl=41 time=79.1 ms
46 bytes from 54.176.53.206: icmp_seq=48 ttl=41 time=158 ms
46 bytes from 54.176.53.206: icmp_seq=49 ttl=41 time=117 ms
46 bytes from 54.176.53.206: icmp_seq=50 ttl=41 time=76.4 ms
46 bytes from 54.176.53.206: icmp_seq=51 ttl=41 time=84.6 ms
46 bytes from 54.176.53.206: icmp_seq=52 ttl=41 time=114 ms
