,level_0,index,TIME_STAMP,Lat,Lon,Smart Phone Smart Throughput Mobile Network DL Throughput [Mbps],Smart Phone Smart Throughput Mobile Network UL Throughput [Mbps],Event 5G-NR/LTE Events,5G KPI PCell RF Frequency [MHz],5G KPI PCell RF Serving PCI,5G KPI PCell Layer1 UL MCS (Avg),5G KPI PCell Layer1 UL BLER [%],5G KPI PCell RF Serving SS-RSRP [dBm],5G KPI PCell RF BandWidth,5G KPI PCell Layer1 DL MCS (Avg),5G KPI PCell Layer1 DL BLER [%],5G KPI PCell Layer2 MAC UL Throughput [Mbps],5G KPI PCell RF Serving SS-RSRP [dBm],5G KPI SCell[1] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[2] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[3] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[4] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[5] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[6] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[7] Layer2 MAC UL Throughput [Mbps],5G KPI PCell Layer2 MAC DL Throughput [Mbps],5G KPI SCell[1] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[2] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[3] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[4] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[5] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[6] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[7] Layer2 MAC DL Throughput [Mbps],LTE KPI PCell Serving EARFCN(DL),LTE KPI PCell Serving PCI,LTE KPI PCell MAC DL Throughput[Mbps],LTE KPI PCell MAC UL Throughput[Mbps],LTE KPI SCell[1] MAC DL Throughput[Mbps],LTE KPI SCell[2] MAC DL Throughput[Mbps],LTE KPI SCell[3] MAC DL Throughput[Mbps],LTE KPI SCell[4] MAC DL Throughput[Mbps],LTE KPI SCell[1] MAC UL Throughput[Mbps],LTE KPI SCell[2] MAC UL Throughput[Mbps],LTE KPI SCell[3] MAC UL Throughput[Mbps],LTE KPI SCell[4] MAC UL Throughput[Mbps],LTE KPI PCell UL MCS,LTE KPI PCell Serving RSRP[dBm],Smart Phone Smart Throughput Mobile Network Tx Byte,LTE KPI PCell Serving BandWidth(DL),LTE KPI PCell DL MCS0,LTE KPI PDSCH BLER[%],LTE KPI PCell Serving RSRP[dBm]
0,17834,110339,2022-08-14 17:53:57.200000,41.157391,-81.785973,88.515,0.413,,3730.08,272.0,5.44,0.0,-113.22,60.0,14.59,7.86,0.733,-113.22,,,,,,,,69.347,,,,,,,,66786.0,272.0,,,,,,,,,,,6.0,-110.46,25818.0,20.0,11.54,13.75,-110.46
1,17835,110344,2022-08-14 17:53:57.700000,41.157555,-81.785934,57.368,0.287,,,,2.5,16.67,,,12.36,50.0,0.205,,,,,,,,,2.761,,,,,,,,66786.0,272.0,,,,,,,,,,,6.0,-109.69,17989.0,20.0,6.56,12.24,-109.69
2,17836,110349,2022-08-14 17:53:58.200000,41.157722,-81.785904,54.9,0.278,,,,8.86,0.0,,,15.87,1.87,0.048,,,,,,,,,65.41,,,,,,,,66786.0,272.0,,,,,,,,,,,7.5,-108.83,17362.0,20.0,10.17,12.5,-108.83
3,17837,110354,2022-08-14 17:53:58.700000,41.157887,-81.785866,96.738,0.436,,,,10.23,0.0,,,12.07,5.95,0.339,,,,,,,,,86.61,,,,,,,,66786.0,272.0,,,,,,,,,,,5.33,-108.54,27253.0,20.0,11.12,7.63,-108.54
4,17838,110359,2022-08-14 17:53:59.200000,41.158051,-81.785835,77.214,0.374,,,,9.0,0.0,,,14.36,12.75,0.274,,,,,,,,,86.041,,,,,,,,66786.0,272.0,,,,,,,,,,,3.0,-110.25,23347.0,20.0,7.2,7.61,-110.25
5,17839,110364,2022-08-14 17:53:59.700000,41.158218,-81.785805,110.836,0.458,,,,14.4,0.0,,60.0,14.7,16.35,0.676,,,,,,,,,88.238,,,,,,,,66786.0,272.0,,,,,,,,,,,10.0,-107.06,28640.0,20.0,2.53,9.19,-107.06
6,17840,110369,2022-08-14 17:54:00.200000,41.158386,-81.785774,99.208,0.405,,3730.08,272.0,7.14,22.22,-107.88,60.0,11.59,11.21,0.399,-107.88,,,,,,,,100.868,,,,,,,,66786.0,272.0,,,,,,,,,,,8.0,-108.56,25326.0,20.0,7.36,9.66,-108.56
7,17841,110374,2022-08-14 17:54:00.700000,41.158554,-81.785744,120.351,0.217,,,,10.5,33.33,,,9.53,0.0,0.032,,,,,,,,,45.557,,,,,,,,66786.0,272.0,,,,,,,,,,,,-110.81,13559.0,20.0,6.96,17.75,-110.81
8,17842,110379,2022-08-14 17:54:01.200000,41.158722,-81.785713,31.924,0.013,,3730.08,272.0,4.0,0.0,-108.75,60.0,0.0,0.0,0.016,-108.75,,,,,,,,0.012,,,,,,,,66786.0,272.0,,,,,,,,,,,,-103.18,802.0,20.0,,,-103.18
9,17843,110389,2022-08-14 17:54:02.200000,41.15905,-81.785652,17.712,0.109,,,,2.25,0.0,,,0.66,0.0,0.035,,,,,,,,,14.748,,,,,,,,66786.0,272.0,,,,,,,,,,,5.67,-105.2,6784.0,20.0,11.06,1.27,-105.2
10,17844,110394,2022-08-14 17:54:02.700000,41.159214,-81.785629,63.824,0.378,,,,10.36,0.0,,,1.67,11.54,0.527,,,,,,,,,17.687,,,,,,,,66786.0,272.0,,,,,,,,,,,6.5,-103.0,23676.0,20.0,13.31,9.19,-103.0
11,17845,110408,2022-08-14 17:54:03.200000,41.159382,-81.785606,70.6,0.377,,3730.08,141.0,23.5,11.11,-105.17,60.0,12.42,44.32,0.346,-105.17,,,,,,,,53.339,,,,,,,,66786.0,272.0,,,,,,,,,,,12.5,-101.19,23593.0,20.0,16.01,8.71,-101.19
12,17846,110413,2022-08-14 17:54:03.700000,41.15955,-81.785583,60.797,0.293,,,,21.33,0.0,,,3.71,18.92,0.124,,,,,,,,,47.217,,,,,,,,66786.0,272.0,,,,,,,,,,,14.5,-101.9,18262.0,20.0,15.27,22.75,-101.9
13,17847,110419,2022-08-14 17:54:04.200000,41.159718,-81.785568,82.802,0.396,,,,15.86,0.0,,,7.5,11.86,0.549,,,,,,,,,91.107,,,,,,,,66786.0,272.0,,,,,,,,,,,15.75,-104.07,24731.0,20.0,13.73,12.38,-104.07
14,17848,110424,2022-08-14 17:54:04.700000,41.159885,-81.785545,99.82,0.462,,,,19.0,12.5,,,0.17,0.0,0.183,,,,,,,,,0.057,,,,,,,,66786.0,272.0,,,,,,,,,,,11.0,-101.24,28884.0,20.0,14.65,11.89,-101.24
15,17849,110429,2022-08-14 17:54:05.200000,41.160049,-81.785515,87.042,0.396,,,,15.5,0.0,,,8.57,8.13,0.913,,,,,,,,,109.371,,,,,,,,66786.0,272.0,,,,,,,,,,,11.6,-104.42,24791.0,20.0,12.08,15.56,-104.42
16,17850,110434,2022-08-14 17:54:05.700000,41.160213,-81.785492,118.155,0.517,,,,15.67,0.0,,,7.77,14.38,0.135,,,,,,,,,100.263,,,,,,,,66786.0,272.0,,,,,,,,,,,8.5,-99.86,32273.0,20.0,14.91,9.73,-99.86
17,17851,110439,2022-08-14 17:54:06.200000,41.160381,-81.785477,140.973,0.156,,,,15.5,0.0,,,11.21,10.48,0.05,,,,,,,,,120.56,,,,,,,,66786.0,272.0,,,,,,,,,,,11.5,-100.51,9768.0,20.0,14.83,13.43,-100.51
18,17852,110444,2022-08-14 17:54:06.700000,41.160549,-81.785454,49.389,0.015,,3730.08,141.0,17.0,33.33,-104.06,60.0,0.0,0.0,0.027,-104.06,,,,,,,,0.009,,,,,,,,66786.0,272.0,,,,,,,,,,,,-100.28,958.0,20.0,,,-100.28
19,17853,110460,2022-08-14 17:54:08.077533,41.161011,-81.785408,,,NR SCG Modification Success,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,17854,110471,2022-08-14 17:54:08.200000,41.161053,-81.7854,3.509,0.134,,3730.08,142.0,15.29,22.22,-103.71,60.0,14.47,48.0,0.081,-103.71,,,,,,,,17.24,,,,,,,,66786.0,272.0,,,,,,,,,,,5.0,-93.56,8384.0,20.0,17.57,14.63,-93.56
21,17855,110476,2022-08-14 17:54:08.700000,41.161217,-81.785385,66.378,0.373,,,,24.0,0.0,,,15.21,33.96,0.49,,,,,,,,,51.929,,,,,,,,66786.0,272.0,,,,,,,,,,,,-96.15,23389.0,20.0,15.57,12.68,-96.15
22,17856,110488,2022-08-14 17:54:09.200000,41.161381,-81.78537,114.126,0.512,,,,24.88,0.0,,,21.73,13.92,0.635,,,,,,,,,163.283,,,,,,,,66786.0,272.0,,,,,,,,,,,17.33,-97.47,32022.0,20.0,19.56,16.67,-97.47
