,level_0,index,TIME_STAMP,Lat,Lon,Smart Phone Smart Throughput Mobile Network DL Throughput [Mbps],Smart Phone Smart Throughput Mobile Network UL Throughput [Mbps],Event 5G-NR/LTE Events,5G KPI PCell RF Frequency [MHz],5G KPI PCell RF Serving PCI,5G KPI PCell Layer1 UL MCS (Avg),5G KPI PCell Layer1 UL BLER [%],5G KPI PCell RF Serving SS-RSRP [dBm],5G KPI PCell RF BandWidth,5G KPI PCell Layer1 DL MCS (Avg),5G KPI PCell Layer1 DL BLER [%],5G KPI PCell Layer2 MAC UL Throughput [Mbps],5G KPI PCell RF Serving SS-RSRP [dBm],5G KPI SCell[1] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[2] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[3] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[4] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[5] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[6] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[7] Layer2 MAC UL Throughput [Mbps],5G KPI PCell Layer2 MAC DL Throughput [Mbps],5G KPI SCell[1] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[2] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[3] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[4] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[5] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[6] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[7] Layer2 MAC DL Throughput [Mbps],LTE KPI PCell Serving EARFCN(DL),LTE KPI PCell Serving PCI,LTE KPI PCell MAC DL Throughput[Mbps],LTE KPI PCell MAC UL Throughput[Mbps],LTE KPI SCell[1] MAC DL Throughput[Mbps],LTE KPI SCell[2] MAC DL Throughput[Mbps],LTE KPI SCell[3] MAC DL Throughput[Mbps],LTE KPI SCell[4] MAC DL Throughput[Mbps],LTE KPI SCell[1] MAC UL Throughput[Mbps],LTE KPI SCell[2] MAC UL Throughput[Mbps],LTE KPI SCell[3] MAC UL Throughput[Mbps],LTE KPI SCell[4] MAC UL Throughput[Mbps],LTE KPI PCell UL MCS,LTE KPI PCell Serving RSRP[dBm],Smart Phone Smart Throughput Mobile Network Tx Byte,LTE KPI PCell Serving BandWidth(DL),LTE KPI PCell DL MCS0,LTE KPI PDSCH BLER[%],LTE KPI PCell Serving RSRP[dBm]
0,22851,142257,2022-08-15 21:14:12.300000,42.167427,-72.856369,0.412,0.028,,,,,,,,,,,,,,,,,,,,,,,,,,,5230.0,227.0,,,,,,,,,,,9.0,-98.32,1760.0,10.0,9.55,9.09,-98.32
1,22852,142262,2022-08-15 21:14:12.800000,42.167374,-72.856186,0.388,0.013,,,,,,,,,,,,,,,,,,,,,,,,,,,5230.0,227.0,,,,,,,,,,,8.75,-99.16,832.0,10.0,,,-99.16
2,22853,142267,2022-08-15 21:14:13.300000,42.16732,-72.855995,0.298,0.032,,,,,,,,,,,,,,,,,,,,,,,,,,,5230.0,227.0,,,,,,,,,,,12.39,-98.22,2000.0,10.0,,,-98.22
3,22854,142272,2022-08-15 21:14:13.800000,42.167267,-72.855812,0.434,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,5230.0,227.0,,,,,,,,,,,5.5,-99.93,1232.0,10.0,6.18,14.29,-99.93
4,22855,142277,2022-08-15 21:14:14.300000,42.16721,-72.855629,0.251,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,5230.0,227.0,,,,,,,,,,,,-98.68,624.0,10.0,,,-98.68
5,22856,142282,2022-08-15 21:14:14.800000,42.167145,-72.855453,0.319,0.012,,,,,,,,,,,,,,,,,,,,,,,,,,,5230.0,227.0,,,,,,,,,,,6.9,-99.33,728.0,10.0,,,-99.33
6,22857,142287,2022-08-15 21:14:15.300000,42.16708,-72.85527,0.298,0.028,,,,,,,,,,,,,,,,,,,,,,,,,,,5230.0,227.0,,,,,,,,,,,,-100.88,1771.0,10.0,5.41,11.11,-100.88
7,22858,142292,2022-08-15 21:14:15.800000,42.167015,-72.855095,0.342,0.012,,,,,,,,,,,,,,,,,,,,,,,,,,,5230.0,227.0,,,,,,,,,,,7.29,-100.44,780.0,10.0,,,-100.44
8,22859,142297,2022-08-15 21:14:16.300000,42.166946,-72.854912,0.411,0.038,,,,,,,,,,,,,,,,,,,,,,,,,,,5230.0,227.0,,,,,,,,,,,8.0,-101.84,2364.0,10.0,,,-101.84
9,22860,142302,2022-08-15 21:14:16.800000,42.166882,-72.854736,0.411,0.013,,,,,,,,,,,,,,,,,,,,,,,,,,,5230.0,227.0,,,,,,,,,,,,-100.78,832.0,10.0,6.77,7.69,-100.78
10,22861,142307,2022-08-15 21:14:17.300000,42.166813,-72.854553,0.458,0.016,,,,,,,,,,,,,,,,,,,,,,,,,,,5230.0,227.0,,,,,,,,,,,,-101.59,988.0,10.0,,,-101.59
11,22862,142312,2022-08-15 21:14:17.800000,42.16674,-72.854378,0.343,0.035,,,,,,,,,,,,,,,,,,,,,,,,,,,5230.0,227.0,,,,,,,,,,,11.71,-103.37,2208.0,10.0,,,-103.37
12,22863,142317,2022-08-15 21:14:18.300000,42.166664,-72.854202,0.32,0.015,,,,,,,,,,,,,,,,,,,,,,,,,,,5230.0,227.0,,,,,,,,,,,9.0,-103.42,927.0,10.0,4.73,14.29,-103.42
13,22864,142322,2022-08-15 21:14:18.800000,42.166592,-72.854034,0.297,0.012,,,,,,,,,,,,,,,,,,,,,,,,,,,5230.0,227.0,,,,,,,,,,,,-103.76,728.0,10.0,,,-103.76
14,22865,142327,2022-08-15 21:14:19.300000,42.166515,-72.853867,0.182,0.007,,,,,,,,,,,,,,,,,,,,,,,,,,,5230.0,227.0,,,,,,,,,,,,-103.15,416.0,10.0,,,-103.15
15,22866,142332,2022-08-15 21:14:19.800000,42.166435,-72.853699,0.274,0.032,,,,,,,,,,,,,,,,,,,,,,,,,,,5230.0,227.0,,,,,,,,,,,,-101.73,2000.0,10.0,4.2,3.57,-101.73
16,22867,142337,2022-08-15 21:14:20.300000,42.166351,-72.853531,0.367,0.013,,,,,,,,,,,,,,,,,,,,,,,,,,,5230.0,227.0,,,,,,,,,,,7.38,-102.46,832.0,10.0,,,-102.46
