,level_0,index,TIME_STAMP,Lat,Lon,Smart Phone Smart Throughput Mobile Network DL Throughput [Mbps],Smart Phone Smart Throughput Mobile Network UL Throughput [Mbps],Event 5G-NR/LTE Events,5G KPI PCell RF Frequency [MHz],5G KPI PCell RF Serving PCI,5G KPI PCell Layer1 UL MCS (Avg),5G KPI PCell Layer1 UL BLER [%],5G KPI PCell RF Serving SS-RSRP [dBm],5G KPI PCell RF BandWidth,5G KPI PCell Layer1 DL MCS (Avg),5G KPI PCell Layer1 DL BLER [%],5G KPI PCell Layer2 MAC UL Throughput [Mbps],5G KPI PCell RF Serving SS-RSRP [dBm],5G KPI SCell[1] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[2] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[3] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[4] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[5] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[6] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[7] Layer2 MAC UL Throughput [Mbps],5G KPI PCell Layer2 MAC DL Throughput [Mbps],5G KPI SCell[1] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[2] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[3] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[4] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[5] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[6] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[7] Layer2 MAC DL Throughput [Mbps],LTE KPI PCell Serving EARFCN(DL),LTE KPI PCell Serving PCI,LTE KPI PCell MAC DL Throughput[Mbps],LTE KPI PCell MAC UL Throughput[Mbps],LTE KPI SCell[1] MAC DL Throughput[Mbps],LTE KPI SCell[2] MAC DL Throughput[Mbps],LTE KPI SCell[3] MAC DL Throughput[Mbps],LTE KPI SCell[4] MAC DL Throughput[Mbps],LTE KPI SCell[1] MAC UL Throughput[Mbps],LTE KPI SCell[2] MAC UL Throughput[Mbps],LTE KPI SCell[3] MAC UL Throughput[Mbps],LTE KPI SCell[4] MAC UL Throughput[Mbps],LTE KPI PCell UL MCS,LTE KPI PCell Serving RSRP[dBm],Smart Phone Smart Throughput Mobile Network Tx Byte,LTE KPI PCell Serving BandWidth(DL),LTE KPI PCell DL MCS0,LTE KPI PDSCH BLER[%],LTE KPI PCell Serving RSRP[dBm]
0,20976,131185,2022-08-15 15:43:51.400000,42.958427,-76.911743,9.756,0.106,,,,,,,,,,,,,,,,,,,,,,,,,,,5230.0,370.0,,,,,,,,,,,19.25,-79.62,6620.0,10.0,15.5,5.13,-79.62
1,20977,131190,2022-08-15 15:43:51.900000,42.958435,-76.91156,10.101,0.136,,,,,,,,,,,,,,,,,,,,,,,,,,,5230.0,370.0,,,,,,,,,,,17.93,-79.4,8492.0,10.0,12.0,10.11,-79.4
2,20978,131195,2022-08-15 15:43:52.400000,42.958443,-76.911377,11.745,0.153,,,,,,,,,,,,,,,,,,,,,,,,,,,5230.0,370.0,,,,,,,,,,,19.83,-79.31,9545.0,10.0,11.86,23.38,-79.31
3,20979,131200,2022-08-15 15:43:52.900000,42.95845,-76.911194,8.878,0.088,,,,,,,,,,,,,,,,,,,,,,,,,,,5230.0,370.0,,,,,,,,,,,19.27,-78.13,5493.0,10.0,18.06,4.94,-78.13
4,20980,131205,2022-08-15 15:43:53.400000,42.958458,-76.911018,11.995,0.137,,,,,,,,,,,,,,,,,,,,,,,,,,,5230.0,370.0,,,,,,,,,,,19.6,-80.19,8580.0,10.0,18.65,2.5,-80.19
5,20981,131210,2022-08-15 15:43:53.900000,42.958466,-76.910835,10.091,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,5230.0,370.0,,,,,,,,,,,19.33,-79.66,7505.0,10.0,14.63,1.41,-79.66
6,20982,131215,2022-08-15 15:43:54.400000,42.958473,-76.910652,11.356,0.118,,,,,,,,,,,,,,,,,,,,,,,,,,,5230.0,370.0,,,,,,,,,,,20.89,-78.68,7405.0,10.0,16.61,15.22,-78.68
7,20983,131220,2022-08-15 15:43:54.900000,42.958481,-76.910469,12.886,0.136,,,,,,,,,,,,,,,,,,,,,,,,,,,5230.0,370.0,,,,,,,,,,,18.21,-80.4,8503.0,10.0,16.0,1.08,-80.4
8,20984,131225,2022-08-15 15:43:55.400000,42.958485,-76.910294,10.629,0.119,,,,,,,,,,,,,,,,,,,,,,,,,,,5230.0,370.0,,,,,,,,,,,18.0,-79.9,7455.0,10.0,16.95,0.0,-79.9
9,20985,131230,2022-08-15 15:43:55.900000,42.958492,-76.91011,14.737,0.165,,,,,,,,,,,,,,,,,,,,,,,,,,,5230.0,370.0,,,,,,,,,,,16.83,-81.22,10291.0,10.0,17.47,1.15,-81.22
10,20986,131235,2022-08-15 15:43:56.400000,42.958504,-76.909935,13.897,0.149,,,,,,,,,,,,,,,,,,,,,,,,,,,5230.0,370.0,,,,,,,,,,,18.75,-79.03,9276.0,10.0,16.91,22.73,-79.03
11,20987,131240,2022-08-15 15:43:56.900000,42.958515,-76.909752,10.111,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,5230.0,370.0,,,,,,,,,,,17.33,-79.03,7536.0,10.0,20.13,8.33,-79.03
12,20988,131245,2022-08-15 15:43:57.400000,42.958523,-76.909569,14.034,0.162,,,,,,,,,,,,,,,,,,,,,,,,,,,5230.0,370.0,,,,,,,,,,,17.11,-79.83,10076.0,10.0,14.53,8.7,-79.83
13,20989,131250,2022-08-15 15:43:57.900000,42.958534,-76.909378,16.77,0.157,,,,,,,,,,,,,,,,,,,,,,,,,,,5230.0,370.0,,,,,,,,,,,16.92,-79.63,9801.0,10.0,12.31,3.26,-79.63
14,20990,131255,2022-08-15 15:43:58.400000,42.958542,-76.909203,20.677,0.199,,,,,,,,,,,,,,,,,,,,,,,,,,,5230.0,370.0,,,,,,,,,,,15.18,-81.08,12449.0,10.0,12.95,5.32,-81.08
15,20991,131260,2022-08-15 15:43:58.900000,42.958553,-76.909019,22.05,0.224,,,,,,,,,,,,,,,,,,,,,,,,,,,5230.0,370.0,,,,,,,,,,,14.85,-80.36,14046.0,10.0,12.56,4.44,-80.36
16,20992,131265,2022-08-15 15:43:59.400000,42.958569,-76.908844,16.3,0.158,,,,,,,,,,,,,,,,,,,,,,,,,,,5230.0,370.0,,,,,,,,,,,14.4,-81.51,9852.0,10.0,12.94,9.52,-81.51
17,20993,131270,2022-08-15 15:43:59.900000,42.958584,-76.908661,15.857,0.152,,,,,,,,,,,,,,,,,,,,,,,,,,,5230.0,370.0,,,,,,,,,,,15.91,-82.53,9520.0,10.0,16.19,0.0,-82.53
18,20994,131275,2022-08-15 15:44:00.400000,42.958603,-76.90847,5.598,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,5230.0,370.0,,,,,,,,,,,14.67,-82.19,6267.0,10.0,12.27,6.98,-82.19
19,20995,131280,2022-08-15 15:44:00.900000,42.958622,-76.908279,4.766,0.089,,,,,,,,,,,,,,,,,,,,,,,,,,,5230.0,370.0,,,,,,,,,,,17.56,-83.35,5597.0,10.0,,,-83.35
20,20996,131285,2022-08-15 15:44:01.400000,42.958645,-76.908104,6.845,0.099,,,,,,,,,,,,,,,,,,,,,,,,,,,5230.0,370.0,,,,,,,,,,,15.7,-82.45,6204.0,10.0,14.55,2.22,-82.45
