,level_0,index,TIME_STAMP,Lat,Lon,Smart Phone Smart Throughput Mobile Network DL Throughput [Mbps],Smart Phone Smart Throughput Mobile Network UL Throughput [Mbps],Event 5G-NR/LTE Events,5G KPI PCell RF Frequency [MHz],5G KPI PCell RF Serving PCI,5G KPI PCell Layer1 UL MCS (Avg),5G KPI PCell Layer1 UL BLER [%],5G KPI PCell RF Serving SS-RSRP [dBm],5G KPI PCell RF BandWidth,5G KPI PCell Layer1 DL MCS (Avg),5G KPI PCell Layer1 DL BLER [%],5G KPI PCell Layer2 MAC UL Throughput [Mbps],5G KPI PCell RF Serving SS-RSRP [dBm],5G KPI SCell[1] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[2] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[3] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[4] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[5] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[6] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[7] Layer2 MAC UL Throughput [Mbps],5G KPI PCell Layer2 MAC DL Throughput [Mbps],5G KPI SCell[1] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[2] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[3] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[4] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[5] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[6] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[7] Layer2 MAC DL Throughput [Mbps],LTE KPI PCell Serving EARFCN(DL),LTE KPI PCell Serving PCI,LTE KPI PCell MAC DL Throughput[Mbps],LTE KPI PCell MAC UL Throughput[Mbps],LTE KPI SCell[1] MAC DL Throughput[Mbps],LTE KPI SCell[2] MAC DL Throughput[Mbps],LTE KPI SCell[3] MAC DL Throughput[Mbps],LTE KPI SCell[4] MAC DL Throughput[Mbps],LTE KPI SCell[1] MAC UL Throughput[Mbps],LTE KPI SCell[2] MAC UL Throughput[Mbps],LTE KPI SCell[3] MAC UL Throughput[Mbps],LTE KPI SCell[4] MAC UL Throughput[Mbps],LTE KPI PCell UL MCS,LTE KPI PCell Serving RSRP[dBm],Smart Phone Smart Throughput Mobile Network Tx Byte,LTE KPI PCell Serving BandWidth(DL),LTE KPI PCell DL MCS0,LTE KPI PDSCH BLER[%],LTE KPI PCell Serving RSRP[dBm]
0,11493,70079,2022-08-12 19:34:34.300000,41.441753,-95.609566,13.391,0.176,,,,10.5,0.0,,,15.46,20.51,0.128,,,,,,,,,11.704,,,,,,,,66586.0,325.0,,,,,,,,,,,10.4,-107.0,11015.0,10.0,16.25,0.0,-107.0
1,11494,70084,2022-08-12 19:34:34.800000,41.44183,-95.609398,6.872,0.095,,,,8.0,0.0,,,8.0,0.0,0.133,,,,,,,,,0.031,,,,,,,,66586.0,325.0,,,,,,,,,,,8.6,-109.38,5924.0,10.0,13.26,2.78,-109.38
2,11495,70089,2022-08-12 19:34:35.300000,41.44191,-95.60923,11.126,0.138,,874.85,341.0,7.92,14.29,-96.28,10.0,3.67,0.0,0.135,-96.28,,,,,,,,0.025,,,,,,,,66586.0,325.0,,,,,,,,,,,5.67,-105.67,8606.0,10.0,19.74,8.33,-105.67
3,11496,70094,2022-08-12 19:34:35.800000,41.44199,-95.609055,7.623,0.112,,874.85,341.0,10.44,0.0,-98.89,10.0,3.0,0.0,0.125,-98.89,,,,,,,,0.024,,,,,,,,66586.0,325.0,,,,,,,,,,,6.8,-106.29,7022.0,10.0,11.64,19.0,-106.29
4,11497,70099,2022-08-12 19:34:36.300000,41.442062,-95.608887,12.887,0.168,,874.85,341.0,5.64,8.33,-96.86,10.0,1.75,0.0,0.102,-96.86,,,,,,,,0.009,,,,,,,,66586.0,325.0,,,,,,,,,,,6.8,-109.57,10498.0,10.0,17.06,21.48,-109.57
5,11498,70104,2022-08-12 19:34:36.800000,41.442139,-95.608719,11.835,0.147,,874.85,341.0,11.4,9.09,-94.23,10.0,4.0,0.0,0.147,-94.23,,,,,,,,0.032,,,,,,,,66586.0,325.0,,,,,,,,,,,7.6,-108.99,9162.0,10.0,14.02,0.0,-108.99
6,11499,70109,2022-08-12 19:34:37.300000,41.442219,-95.608559,11.47,0.136,,,,11.0,0.0,,,8.0,0.0,0.009,,,,,,,,,0.014,,,,,,,,66586.0,325.0,,,,,,,,,,,14.5,-107.16,8477.0,10.0,20.4,9.09,-107.16
7,11500,70114,2022-08-12 19:34:37.800000,41.442299,-95.608398,13.551,0.148,,874.85,341.0,15.67,11.76,-94.2,10.0,12.31,8.99,0.17,-94.2,,,,,,,,12.278,,,,,,,,66586.0,325.0,,,,,,,,,,,17.0,-103.17,9255.0,10.0,17.74,6.49,-103.17
8,11501,70119,2022-08-12 19:34:38.300000,41.442379,-95.608238,13.709,0.156,,,,13.43,0.0,,,10.33,0.0,0.221,,,,,,,,,0.073,,,,,,,,66586.0,325.0,,,,,,,,,,,13.0,-101.39,9775.0,10.0,17.2,8.15,-101.39
9,11502,70124,2022-08-12 19:34:38.800000,41.442463,-95.608078,12.299,0.134,,874.85,341.0,11.0,0.0,-91.78,10.0,17.0,0.0,0.142,-91.78,,,,,,,,0.071,,,,,,,,66586.0,325.0,,,,,,,,,,,,-99.02,8383.0,10.0,,,-99.02
10,11503,70129,2022-08-12 19:34:39.300000,41.442547,-95.607918,14.357,0.162,,874.85,341.0,18.63,0.0,-88.86,10.0,16.69,20.75,0.186,-88.86,,,,,,,,14.836,,,,,,,,66586.0,325.0,,,,,,,,,,,10.73,-97.61,10102.0,10.0,17.5,1.1,-97.61
11,11504,70134,2022-08-12 19:34:39.800000,41.442638,-95.607758,17.844,0.207,,874.85,341.0,20.0,0.0,-87.35,10.0,13.56,5.36,0.148,-87.35,,,,,,,,19.254,,,,,,,,66586.0,325.0,,,,,,,,,,,15.0,-100.07,12941.0,10.0,,,-100.07
12,11505,70139,2022-08-12 19:34:40.300000,41.442734,-95.607597,17.809,0.201,,874.85,341.0,19.17,0.0,-88.66,10.0,10.68,18.37,0.15,-88.66,,,,,,,,14.526,,,,,,,,66586.0,325.0,,,,,,,,,,,,-106.48,12574.0,10.0,,,-106.48
13,11506,70144,2022-08-12 19:34:40.539394,41.44278,-95.607521,,,Handover Success,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,11507,70159,2022-08-12 19:34:40.800000,41.442825,-95.607437,11.447,0.093,,874.85,341.0,21.1,9.09,-89.59,10.0,15.82,19.35,0.342,-89.59,,,,,,,,7.341,,,,,,,,66586.0,341.0,,,,,,,,,,,17.43,-95.05,5801.0,10.0,23.33,1.74,-95.05
15,11508,70164,2022-08-12 19:34:41.300000,41.442917,-95.607292,17.296,0.229,,874.85,341.0,22.25,11.11,-89.91,10.0,13.7,8.33,0.253,-89.91,,,,,,,,1.693,,,,,,,,66586.0,341.0,,,,,,,,,,,20.63,-93.09,14328.0,10.0,17.76,1.52,-93.09
16,11509,70169,2022-08-12 19:34:41.800000,41.443008,-95.607147,19.032,0.169,,874.85,341.0,21.2,9.09,-90.32,10.0,15.62,9.09,0.285,-90.32,,,,,,,,10.137,,,,,,,,66586.0,341.0,,,,,,,,,,,24.25,-99.01,10625.0,10.0,17.81,6.25,-99.01
17,11510,70174,2022-08-12 19:34:42.300000,41.443104,-95.607002,15.424,0.186,,874.85,341.0,22.7,0.0,-92.63,10.0,12.38,12.5,0.268,-92.63,,,,,,,,14.047,,,,,,,,66586.0,341.0,,,,,,,,,,,21.86,-97.88,11557.0,10.0,15.88,3.03,-97.88
18,11511,70179,2022-08-12 19:34:42.800000,41.443203,-95.606857,14.92,0.177,,,,19.92,0.0,,,6.84,4.62,0.243,,,,,,,,,14.0,,,,,,,,66586.0,341.0,,,,,,,,,,,23.57,-99.01,11062.0,10.0,15.5,5.38,-99.01
19,11512,70184,2022-08-12 19:34:43.300000,41.443306,-95.606712,14.936,0.195,,,,19.56,25.0,,,8.39,16.28,0.19,,,,,,,,,6.065,,,,,,,,66586.0,341.0,,,,,,,,,,,22.8,-92.56,12196.0,10.0,15.89,3.0,-92.56
20,11513,70189,2022-08-12 19:34:43.800000,41.443413,-95.606575,14.973,0.172,,,,20.44,0.0,,,3.22,10.64,0.227,,,,,,,,,6.174,,,,,,,,66586.0,341.0,,,,,,,,,,,16.6,-99.28,10698.0,10.0,15.97,3.61,-99.28
21,11514,70194,2022-08-12 19:34:44.300000,41.443523,-95.606445,16.816,0.169,,874.85,341.0,21.08,7.69,-93.13,10.0,7.15,6.67,0.188,-93.13,,,,,,,,1.031,,,,,,,,66586.0,341.0,,,,,,,,,,,23.57,-99.4,10536.0,10.0,14.64,4.17,-99.4
22,11515,70199,2022-08-12 19:34:44.800000,41.44363,-95.606308,17.524,0.184,,874.85,341.0,17.5,28.57,-97.28,10.0,17.74,9.3,0.199,-97.28,,,,,,,,14.497,,,,,,,,66586.0,341.0,,,,,,,,,,,23.33,-102.43,11491.0,10.0,17.38,16.13,-102.43
23,11516,70204,2022-08-12 19:34:45.300000,41.443737,-95.606186,15.021,0.192,,874.85,341.0,10.22,0.0,-98.4,10.0,6.18,0.0,0.158,-98.4,,,,,,,,3.022,,,,,,,,66586.0,341.0,,,,,,,,,,,23.8,-105.44,12013.0,10.0,17.2,20.55,-105.44
24,11517,70209,2022-08-12 19:34:45.800000,41.443848,-95.606056,12.693,0.157,,874.85,341.0,10.45,0.0,-97.78,10.0,12.22,5.26,0.16,-97.78,,,,,,,,5.669,,,,,,,,66586.0,341.0,,,,,,,,,,,19.86,-104.82,9893.0,10.0,15.0,15.79,-104.82
25,11518,70215,2022-08-12 19:34:46.300000,41.443962,-95.605934,10.007,0.124,,874.85,341.0,8.38,0.0,-97.4,10.0,13.88,10.0,0.148,-97.4,,,,,,,,0.927,,,,,,,,66586.0,341.0,,,,,,,,,,,15.5,-105.39,7649.0,10.0,12.9,22.33,-105.39
26,11519,70220,2022-08-12 19:34:46.800000,41.444077,-95.605812,12.955,0.136,,874.85,341.0,3.44,11.11,-100.83,10.0,11.14,10.0,0.099,-100.83,,,,,,,,1.855,,,,,,,,66586.0,341.0,,,,,,,,,,,17.67,-111.67,8483.0,10.0,12.36,7.14,-111.67
27,11520,70225,2022-08-12 19:34:47.300000,41.444191,-95.605698,13.023,0.17,,,,4.0,7.14,,,11.76,6.67,0.104,,,,,,,,,2.276,,,,,,,,66586.0,341.0,,,,,,,,,,,15.8,-105.88,10634.0,10.0,11.76,10.74,-105.88
28,11521,70230,2022-08-12 19:34:47.800000,41.444309,-95.605583,11.926,0.153,,,,2.95,5.0,,,11.0,0.0,0.117,,,,,,,,,3.06,,,,,,,,66586.0,341.0,,,,,,,,,,,17.0,-110.78,9556.0,10.0,13.21,4.81,-110.78
