,level_0,index,TIME_STAMP,Lat,Lon,Smart Phone Smart Throughput Mobile Network DL Throughput [Mbps],Smart Phone Smart Throughput Mobile Network UL Throughput [Mbps],Event 5G-NR/LTE Events,5G KPI PCell RF Frequency [MHz],5G KPI PCell RF Serving PCI,5G KPI PCell Layer1 UL MCS (Avg),5G KPI PCell Layer1 UL BLER [%],5G KPI PCell RF Serving SS-RSRP [dBm],5G KPI PCell RF BandWidth,5G KPI PCell Layer1 DL MCS (Avg),5G KPI PCell Layer1 DL BLER [%],5G KPI PCell Layer2 MAC UL Throughput [Mbps],5G KPI PCell RF Serving SS-RSRP [dBm],5G KPI SCell[1] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[2] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[3] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[4] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[5] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[6] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[7] Layer2 MAC UL Throughput [Mbps],5G KPI PCell Layer2 MAC DL Throughput [Mbps],5G KPI SCell[1] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[2] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[3] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[4] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[5] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[6] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[7] Layer2 MAC DL Throughput [Mbps],LTE KPI PCell Serving EARFCN(DL),LTE KPI PCell Serving PCI,LTE KPI PCell MAC DL Throughput[Mbps],LTE KPI PCell MAC UL Throughput[Mbps],LTE KPI SCell[1] MAC DL Throughput[Mbps],LTE KPI SCell[2] MAC DL Throughput[Mbps],LTE KPI SCell[3] MAC DL Throughput[Mbps],LTE KPI SCell[4] MAC DL Throughput[Mbps],LTE KPI SCell[1] MAC UL Throughput[Mbps],LTE KPI SCell[2] MAC UL Throughput[Mbps],LTE KPI SCell[3] MAC UL Throughput[Mbps],LTE KPI SCell[4] MAC UL Throughput[Mbps],LTE KPI PCell UL MCS,LTE KPI PCell Serving RSRP[dBm],Smart Phone Smart Throughput Mobile Network Tx Byte,LTE KPI PCell Serving BandWidth(DL),LTE KPI PCell DL MCS0,LTE KPI PDSCH BLER[%],LTE KPI PCell Serving RSRP[dBm]
0,15865,95521,2022-08-13 18:13:21.400000,41.669956,-87.520782,126.053,0.386,,3730.08,111.0,20.0,0.0,-84.47,60.0,8.44,6.19,0.912,-84.47,,,,,,,,130.229,,,,,,,,66536.0,311.0,,,,,,,,,,,24.29,-92.1,24107.0,20.0,14.29,11.11,-92.1
1,15866,95526,2022-08-13 18:13:21.900000,41.669811,-87.520744,26.834,0.007,,3730.08,111.0,20.0,0.0,-84.95,60.0,10.0,0.0,0.388,-84.95,,,,,,,,0.164,,,,,,,,,,,,,,,,,,,,,,427.0,,,,
2,15867,95531,2022-08-13 18:13:22.400000,41.669662,-87.520699,11.755,0.369,,3730.08,111.0,20.07,0.0,-88.17,60.0,4.79,6.4,0.898,-88.17,,,,,,,,77.32,,,,,,,,66536.0,311.0,,,,,,,,,,,25.0,-91.25,23133.0,20.0,14.13,0.0,-91.25
3,15868,95536,2022-08-13 18:13:22.900000,41.669521,-87.520653,85.899,0.411,,3730.08,111.0,20.0,7.14,-88.89,60.0,7.0,12.5,0.549,-88.89,,,,,,,,0.502,,,,,,,,66536.0,311.0,,,,,,,,,,,24.5,-90.98,25633.0,20.0,13.55,8.42,-90.98
4,15869,95541,2022-08-13 18:13:23.400000,41.669384,-87.520607,124.842,0.562,,,,20.76,10.81,,,13.26,12.66,0.907,,,,,,,,,195.837,,,,,,,,66536.0,311.0,,,,,,,,,,,23.6,-99.63,35155.0,20.0,10.55,29.85,-99.63
5,15870,95546,2022-08-13 18:13:23.900000,41.669239,-87.520554,183.811,0.477,,,,20.4,0.0,,,7.0,9.52,0.653,,,,,,,,,99.61,,,,,,,,66536.0,311.0,,,,,,,,,,,24.6,-90.65,29740.0,20.0,17.47,18.58,-90.65
6,15871,95551,2022-08-13 18:13:24.400000,41.66909,-87.5205,170.487,0.019,,,,20.0,0.0,,,8.0,9.38,0.577,,,,,,,,,128.682,,,,,,,,66536.0,311.0,,,,,,,,,,,25.0,-93.76,1218.0,20.0,13.91,5.98,-93.76
7,15872,95556,2022-08-13 18:13:24.900000,41.668941,-87.520447,16.801,0.366,,3730.08,111.0,20.79,0.0,-89.32,60.0,15.0,0.0,0.859,-89.32,,,,,,,,0.2,,,,,,,,66536.0,311.0,,,,,,,,,,,,-95.95,22932.0,20.0,,,-95.95
8,15873,95571,2022-08-13 18:13:26.400000,41.668507,-87.520302,20.965,0.162,,3730.08,111.0,20.0,50.0,-104.01,60.0,,0.0,0.011,-104.01,,,,,,,,0.011,,,,,,,,66536.0,311.0,,,,,,,,,,,25.2,-87.17,10101.0,20.0,9.97,12.5,-87.17
9,15874,95576,2022-08-13 18:13:26.900000,41.668362,-87.520248,48.164,0.162,,3730.08,111.0,,,-106.54,60.0,,,,-106.54,,,,,,,,0.0,,,,,,,,66536.0,311.0,,,,,,,,,,,24.5,-90.95,10137.0,20.0,14.69,16.44,-90.95
